id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2023-365175,2023-01-06,000001,Vente,95000,,,AU VILLAGE,B055,31140,31410,Pechbonnieu,31,,,31410000AO0377,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,333,1.470362,43.703986
2023-365295,2023-01-05,000001,Vente,422900,32,,RTE DE ST LOUP CAMMAS,0180,31140,31410,Pechbonnieu,31,,,31410000AO0117,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,599,1.469327,43.70122
2023-365295,2023-01-05,000001,Vente,422900,32,,RTE DE ST LOUP CAMMAS,0180,31140,31410,Pechbonnieu,31,,,31410000AO0117,,,,,,,,,,,,,0,1,Maison,132,6,S,sols,,,599,1.469327,43.70122
2023-365932,2023-01-19,000001,Vente,506679,1,,IMP DE L AUBEPINE,0011,31140,31410,Pechbonnieu,31,,,31410000AX0064,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1500,1.454635,43.714231
2023-365932,2023-01-19,000001,Vente,506679,1,,IMP DE L AUBEPINE,0011,31140,31410,Pechbonnieu,31,,,31410000AX0064,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1500,1.454635,43.714231
2023-365932,2023-01-19,000001,Vente,506679,1,,IMP DE L AUBEPINE,0011,31140,31410,Pechbonnieu,31,,,31410000AX0064,,,,,,,,,,,,,0,1,Maison,105,4,S,sols,,,1500,1.454635,43.714231
2023-366783,2023-02-09,000001,Vente,223000,11,,ALL DE MARIANNE,0128,31140,31410,Pechbonnieu,31,,,31410000AO0453,,,,,,,,,,,,,0,1,Maison,82,4,S,sols,,,129,1.469675,43.703806
2023-366783,2023-02-09,000001,Vente,223000,11,,ALL DE MARIANNE,0128,31140,31410,Pechbonnieu,31,,,31410000AO0453,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,129,1.469675,43.703806
2023-366783,2023-02-09,000001,Vente,223000,,,AU VILLAGE,B055,31140,31410,Pechbonnieu,31,,,31410000AO0483,,,,,,,,,,,,,0,,,,,S,sols,,,12,1.469972,43.703713
2023-366815,2023-02-14,000001,Vente,190000,10,,CHE DES COTEAUX,0060,31140,31410,Pechbonnieu,31,,,31410000AR0092,,,,,,,,,,,,,0,,,,,S,sols,,,939,1.462031,43.695631
2023-366902,2023-01-27,000001,Vente,170000,8,A,RUE LE GRAND,0115,31140,31410,Pechbonnieu,31,,,31410000AY0148,,,,,,,,,,,,,0,,,,,S,sols,,,305,1.451131,43.714811
2023-366902,2023-01-27,000001,Vente,170000,8,,RUE LE GRAND,0115,31140,31410,Pechbonnieu,31,,,31410000AY0150,,,,,,,,,,,,,0,,,,,S,sols,,,162,1.451063,43.714717
2023-367027,2023-02-01,000001,Vente,120000,,,RTE DE ST LOUP CAMMAS,0180,31140,31410,Pechbonnieu,31,,,31410000AO0078,,,,,,,,,,,,,0,,,,,S,sols,,,491,1.468209,43.702675
2023-367409,2023-01-27,000001,Vente,125000,10,,IMP PIERRE MENDES FRANCE,0146,31140,31410,Pechbonnieu,31,,,31410000AK0104,,,115,,116,,54,,,,,,3,3,Dépendance,,0,,,,,,1.463876,43.710453
