id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2023-373580,2023-05-26,000003,Vente,4221,,,LE DESERT,B012,31460,31534,Saussens,31,,,315340000A0335,,,,,,,,,,,,,0,,,,,T,terres,,,2070,1.708284,43.583365
2023-373580,2023-05-26,000003,Vente,4221,,,LE DESERT,B012,31460,31534,Saussens,31,,,315340000A0336,,,,,,,,,,,,,0,,,,,P,prés,,,1570,1.708701,43.583586
2023-373581,2023-05-26,000001,Vente,579,,,LA COUMISE,B009,31460,31534,Saussens,31,,,315340000A0713,,,,,,,,,,,,,0,,,,,AG,terrains d'agrément,PARC,Parc,50,1.711081,43.58474
2023-374696,2023-06-29,000001,Vente,4500,,,BUGUET,B003,31460,31534,Saussens,31,,,31534000ZB0070,,,,,,,,,,,,,0,,,,,T,terres,,,4935,1.725602,43.591858
2023-374696,2023-06-29,000001,Vente,4500,,,BUGUET,B003,31460,31534,Saussens,31,,,31534000ZB0071,,,,,,,,,,,,,0,,,,,T,terres,,,225,1.725211,43.591926
2023-374740,2023-06-26,000001,Vente,311000,6,,TRUILLER,B024,31460,31534,Saussens,31,,,31534000ZB0054,,,,,,,,,,,,,0,1,Maison,139,6,AG,terrains d'agrément,PARC,Parc,1268,1.725212,43.590326
2023-374740,2023-06-26,000001,Vente,311000,6,,TRUILLER,B024,31460,31534,Saussens,31,,,31534000ZB0054,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,PARC,Parc,1268,1.725212,43.590326
2023-374740,2023-06-26,000001,Vente,311000,6,,TRUILLER,B024,31460,31534,Saussens,31,,,31534000ZB0054,,,,,,,,,,,,,0,1,Maison,139,6,S,sols,,,1000,1.725212,43.590326
2023-374740,2023-06-26,000001,Vente,311000,6,,TRUILLER,B024,31460,31534,Saussens,31,,,31534000ZB0054,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,PARC,Parc,1268,1.725212,43.590326
2023-374740,2023-06-26,000001,Vente,311000,6,,TRUILLER,B024,31460,31534,Saussens,31,,,31534000ZB0054,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1000,1.725212,43.590326
2023-374740,2023-06-26,000001,Vente,311000,6,,TRUILLER,B024,31460,31534,Saussens,31,,,31534000ZB0054,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1000,1.725212,43.590326
2023-374740,2023-06-26,000001,Vente,311000,,,BUGUET,B003,31460,31534,Saussens,31,,,31534000ZB0087,,,,,,,,,,,,,0,,,,,T,terres,,,160,1.72592,43.590302
2023-380071,2023-09-20,000001,Vente,90000,13,,CHE DE LA RISPE,0032,31460,31534,Saussens,31,,,315340000A0701,,,,,,,,,,,,,0,,,,,T,terres,,,602,1.723382,43.588008
2023-380075,2023-09-14,000001,Vente,91900,13,,CHE DE LA RISPE,0032,31460,31534,Saussens,31,,,315340000A0700,,,,,,,,,,,,,0,,,,,T,terres,,,602,1.723616,43.58815
2023-380082,2023-09-13,000001,Vente,101500,,,LE VILLAGE,B025,31460,31534,Saussens,31,,,315340000A0708,,,,,,,,,,,,,0,,,,,P,prés,,,675,1.722625,43.588277
2023-380098,2023-09-14,000001,Vente,102900,13,,CHE DE LA RISPE,0032,31460,31534,Saussens,31,,,315340000A0703,,,,,,,,,,,,,0,,,,,T,terres,,,702,1.722995,43.588132
