id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2023-387231,2023-03-02,000001,Vente,1200,,,PEYRULLIE,B204,31160,31140,Chein-Dessus,31,,,311400000B0002,,,,,,,,,,,,,0,,,,,T,terres,,,1395,0.895664,43.008214
2023-387231,2023-03-02,000001,Vente,1200,,,DABAT BATAILLE,B085,31160,31140,Chein-Dessus,31,,,311400000B0565,,,,,,,,,,,,,0,,,,,P,prés,,,430,0.890816,43.008079
2023-387231,2023-03-02,000001,Vente,1200,,,PEYRULLIE,B204,31160,31140,Chein-Dessus,31,,,311400000B1584,,,,,,,,,,,,,0,,,,,P,prés,,,1750,0.895456,43.007695
2023-389325,2023-06-17,000001,Vente,10000,,,PLAN DE RAOUS,B211,31160,31140,Chein-Dessus,31,,,311400000C0634,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,6800,0.856758,43.010244
2023-389325,2023-06-17,000001,Vente,10000,,,PLAN DE RAOUS,B211,31160,31140,Chein-Dessus,31,,,311400000C0635,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,3635,0.857706,43.010025
2023-389325,2023-06-17,000001,Vente,10000,,,PLAN DE RAOUS,B211,31160,31140,Chein-Dessus,31,,,311400000C0641,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,1940,0.857244,43.010458
2023-389325,2023-06-17,000001,Vente,10000,,,LAS COSTOS,B143,31160,31140,Chein-Dessus,31,,,311400000C0652,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,6410,0.859342,43.01121
2023-389325,2023-06-17,000001,Vente,10000,,,LAS COSTOS,B143,31160,31140,Chein-Dessus,31,,,311400000C0653,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,1830,0.85869,43.011039
2023-389574,2023-06-21,000001,Vente,58000,,,PRAT D AMOUNT,B223,31160,31140,Chein-Dessus,31,,,311400000B0259,,,,,,,,,,,,,0,,,,,T,terres,,,765,0.895227,43.000379
2023-389574,2023-06-21,000001,Vente,58000,,,LABORIO DE DELA,B130,31160,31140,Chein-Dessus,31,,,311400000B0780,,,,,,,,,,,,,0,,,,,T,terres,,,1750,0.894962,43.000321
