id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2023-386307,2023-01-09,000001,Vente,31000,56,,RUE DU LAVOIR,0033,31510,31041,Bagiry,31,,,310410000A0150,,,,,,,,,,,,,0,1,Maison,46,2,S,sols,,,40,0.625948,42.977815
2023-386307,2023-01-09,000001,Vente,31000,,,COUSTAOUS,B004,31510,31041,Bagiry,31,,,310410000A0186,,,,,,,,,,,,,0,,,,,J,jardins,,,110,0.626218,42.9787
2023-386960,2023-02-01,000001,Vente,188500,885,,RTE DE LUCHON,0027,31510,31041,Bagiry,31,,,310410000A0157,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1047,0.626345,42.977803
2023-386960,2023-02-01,000001,Vente,188500,885,,RTE DE LUCHON,0027,31510,31041,Bagiry,31,,,310410000A0157,,,,,,,,,,,,,0,1,Maison,175,4,S,sols,,,1047,0.626345,42.977803
2023-386960,2023-02-01,000001,Vente,188500,,,LE VILLAGE,B025,31510,31041,Bagiry,31,,,310410000A0158,,,,,,,,,,,,,0,,,,,J,jardins,,,210,0.626248,42.97797
2023-387102,2023-02-14,000001,Vente,2500,,,COUSTAOUS,B004,31510,31041,Bagiry,31,,,310410000A0181,,,,,,,,,,,,,0,,,,,L,landes,,,2350,0.626687,42.979688
2023-387102,2023-02-14,000001,Vente,2500,,,COUSTAOUS,B004,31510,31041,Bagiry,31,,,310410000A0202,,,,,,,,,,,,,0,,,,,BS,taillis sous futaie,,,1140,0.626933,42.98005
2023-388390,2023-04-19,000001,Vente,275600,239,,RTE DE SAINTE MARIE,0029,31510,31041,Bagiry,31,,,310410000A0683,,,,,,,,,,,,,0,1,Maison,105,4,AG,terrains d'agrément,PARC,Parc,1435,0.623859,42.975002
2023-388390,2023-04-19,000001,Vente,275600,239,,RTE DE SAINTE MARIE,0029,31510,31041,Bagiry,31,,,310410000A0683,,,,,,,,,,,,,0,1,Maison,42,2,S,sols,,,500,0.623859,42.975002
2023-388390,2023-04-19,000001,Vente,275600,239,,RTE DE SAINTE MARIE,0029,31510,31041,Bagiry,31,,,310410000A0683,,,,,,,,,,,,,0,1,Maison,42,2,AG,terrains d'agrément,PARC,Parc,1435,0.623859,42.975002
2023-388390,2023-04-19,000001,Vente,275600,239,,RTE DE SAINTE MARIE,0029,31510,31041,Bagiry,31,,,310410000A0683,,,,,,,,,,,,,0,1,Maison,105,4,S,sols,,,500,0.623859,42.975002
2023-388773,2023-05-15,000001,Vente,400,,,RAMIER,B020,31510,31041,Bagiry,31,,,310410000A0641,,,,,,,,,,,,,0,,,,,P,prés,,,475,0.630435,42.975184
2023-389966,2023-07-07,000001,Vente,360,,,LE PORT,B017,31510,31041,Bagiry,31,,,310410000A0475,,,,,,,,,,,,,0,,,,,P,prés,,,450,0.632704,42.971156
2023-390937,2023-08-31,000001,Vente,166400,486,,RTE DE SAINTE MARIE,0029,31510,31041,Bagiry,31,,,310410000A0545,,,,,,,,,,,,,0,1,Maison,88,4,S,sols,,,500,0.622963,42.972725
