id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2023-387001,2023-02-10,000001,Vente,120000,83,,RUE DES PYRENEES,0002,31210,31158,Cuguron,31,,,31158000ZE0212,,,,,,,,,,,,,0,1,Maison,50,1,S,sols,,,1275,0.522633,43.096232
2023-387001,2023-02-10,000001,Vente,120000,83,,RUE DES PYRENEES,0002,31210,31158,Cuguron,31,,,31158000ZE0212,,,,,,,,,,,,,0,1,Maison,50,1,T,terres,,,25039,0.522633,43.096232
2023-387148,2023-02-21,000001,Vente,155000,86,,RUE DES PYRENEES,0002,31210,31158,Cuguron,31,,,31158000ZE0087,,,,,,,,,,,,,0,1,Maison,119,5,S,sols,,,5540,0.522732,43.098438
2023-387148,2023-02-21,000001,Vente,155000,86,,RUE DES PYRENEES,0002,31210,31158,Cuguron,31,,,31158000ZE0087,,,,,,,,,,,,,0,1,Maison,60,4,S,sols,,,5540,0.522732,43.098438
2023-387148,2023-02-21,000001,Vente,155000,86,,RUE DES PYRENEES,0002,31210,31158,Cuguron,31,,,31158000ZE0087,,,,,,,,,,,,,0,1,Maison,60,4,T,terres,,,15060,0.522732,43.098438
2023-387148,2023-02-21,000001,Vente,155000,86,,RUE DES PYRENEES,0002,31210,31158,Cuguron,31,,,31158000ZE0087,,,,,,,,,,,,,0,1,Maison,119,5,T,terres,,,15060,0.522732,43.098438
2023-387148,2023-02-21,000001,Vente,155000,,,HOURG,B018,31210,31158,Cuguron,31,,,31158000ZE0247,,,,,,,,,,,,,0,,,,,T,terres,,,1101,0.523246,43.099568
2023-387148,2023-02-21,000001,Vente,155000,,,HOURG,B018,31210,31158,Cuguron,31,,,31158000ZE0247,,,,,,,,,,,,,0,,,,,T,terres,,,2200,0.523246,43.099568
2023-387762,2023-03-30,000001,Vente,2500,,,LES VIGNES,B037,31210,31158,Cuguron,31,,,31158000ZE0213,,,,,,,,,,,,,0,,,,,T,terres,,,4555,0.523285,43.095348
2023-387880,2023-03-14,000001,Vente,18045.6,,,HONTAUX,B017,31210,31158,Cuguron,31,,,31158000ZE0017,,,,,,,,,,,,,0,,,,,P,prés,,,2995,0.529032,43.102593
