id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2023-386643,2023-02-06,000001,Vente,101400,31,,VILLAGE,B066,31160,31348,Moncaup,31,,,313480000A0953,,,,,,,,,,,,,0,1,Maison,110,3,S,sols,,,350,0.70539,42.97728
2023-386643,2023-02-06,000001,Vente,101400,31,,VILLAGE,B066,31160,31348,Moncaup,31,,,313480000A0953,,,,,,,,,,,,,0,1,Maison,120,3,S,sols,,,350,0.70539,42.97728
2023-390497,2023-08-05,000001,Vente,15000,,,PRATS DEL POUNT,B053,31160,31348,Moncaup,31,,,313480000A0530,,,,,,,,,,,,,0,,,,,P,prés,,,830,0.707239,42.978815
2023-390497,2023-08-05,000001,Vente,15000,,,PRATS DEL POUNT,B053,31160,31348,Moncaup,31,,,313480000A0532,,,,,,,,,,,,,0,,,,,P,prés,,,560,0.707404,42.97856
2023-390497,2023-08-05,000001,Vente,15000,,,PRATS DEL POUNT,B053,31160,31348,Moncaup,31,,,313480000A0533,,,,,,,,,,,,,0,,,,,P,prés,,,740,0.707755,42.978378
2023-391517,2023-09-25,000001,Vente,36500,5,,VILLAGE,B066,31160,31348,Moncaup,31,,,313480000A1024,,,,,,,,,,,,,0,1,Maison,82,5,S,sols,,,320,0.706095,42.978636
2023-391517,2023-09-25,000001,Vente,36500,,,VILLAGE,B066,31160,31348,Moncaup,31,,,313480000A1025,,,,,,,,,,,,,0,,,,,J,jardins,,,240,0.705964,42.978743
2023-391517,2023-09-25,000001,Vente,36500,,,VILLAGE,B066,31160,31348,Moncaup,31,,,313480000A1027,,,,,,,,,,,,,0,,,,,P,prés,,,550,0.706048,42.978867
2023-392086,2023-11-04,000001,Vente,1500,,,DELAPART,B027,31160,31348,Moncaup,31,,,313480000A1712,,,,,,,,,,,,,0,,,,,P,prés,,,1296,0.707183,42.976485
