id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2023-387562,2023-03-07,000001,Vente,264850,28,,CHEM DU HAUT,0020,31360,31504,Saint-Médard,31,,,31504000AC0035,,,,,,,,,,,,,0,2,Appartement,51,3,S,sols,,,500,0.839699,43.127102
2023-387562,2023-03-07,000001,Vente,264850,28,,CHEM DU HAUT,0020,31360,31504,Saint-Médard,31,,,31504000AC0035,,,,,,,,,,,,,0,1,Maison,47,4,P,prés,,,959,0.839699,43.127102
2023-387562,2023-03-07,000001,Vente,264850,28,,CHEM DU HAUT,0020,31360,31504,Saint-Médard,31,,,31504000AC0035,,,,,,,,,,,,,0,2,Appartement,51,3,P,prés,,,959,0.839699,43.127102
2023-387562,2023-03-07,000001,Vente,264850,28,,CHEM DU HAUT,0020,31360,31504,Saint-Médard,31,,,31504000AC0035,,,,,,,,,,,,,0,1,Maison,47,4,S,sols,,,500,0.839699,43.127102
2023-387562,2023-03-07,000001,Vente,264850,,,MARTIS NORD,B017,31360,31504,Saint-Médard,31,,,31504000ZC0029,,,,,,,,,,,,,0,,,,,L,landes,,,3525,0.839837,43.127414
2023-387622,2023-03-22,000002,Vente,35000,45,,CHEM DU HAUT,0020,31360,31504,Saint-Médard,31,,,31504000AB0015,,,,,,,,,,,,,0,,,,,T,terres,,,388,0.833448,43.12763
2023-387622,2023-03-22,000002,Vente,35000,,,LASSERRE,B014,31360,31504,Saint-Médard,31,,,31504000ZE0227,,,,,,,,,,,,,0,,,,,T,terres,,,4025,0.833103,43.12701
2023-391724,2023-10-04,000001,Vente,230000,6,,RTE DU SOUMES,0035,31360,31504,Saint-Médard,31,,,31504000ZE0216,,,,,,,,,,,,,0,1,Maison,92,3,S,sols,,,500,0.845249,43.123961
2023-391724,2023-10-04,000001,Vente,230000,6,,RTE DU SOUMES,0035,31360,31504,Saint-Médard,31,,,31504000ZE0216,,,,,,,,,,,,,0,1,Maison,92,3,T,terres,,,2000,0.845249,43.123961
2023-391724,2023-10-04,000001,Vente,230000,6,,RTE DU SOUMES,0035,31360,31504,Saint-Médard,31,,,31504000ZE0216,,,,,,,,,,,,,0,3,Dépendance,,0,T,terres,,,2000,0.845249,43.123961
2023-391724,2023-10-04,000001,Vente,230000,6,,RTE DU SOUMES,0035,31360,31504,Saint-Médard,31,,,31504000ZE0216,,,,,,,,,,,,,0,1,Maison,92,3,AG,terrains d'agrément,,,1878,0.845249,43.123961
2023-391724,2023-10-04,000001,Vente,230000,6,,RTE DU SOUMES,0035,31360,31504,Saint-Médard,31,,,31504000ZE0216,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,,,1878,0.845249,43.123961
2023-391724,2023-10-04,000001,Vente,230000,6,,RTE DU SOUMES,0035,31360,31504,Saint-Médard,31,,,31504000ZE0216,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,500,0.845249,43.123961
