id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2023-386659,2023-01-14,000002,Vente,83000,9003,,HAM DE BURS,A001,31510,31045,Barbazan,31,,,310450000A0227,,,,,,,,,,,,,0,1,Maison,22,1,S,sols,,,1190,0.611834,43.044195
2023-386659,2023-01-14,000002,Vente,83000,9003,,HAM DE BURS,A001,31510,31045,Barbazan,31,,,310450000A0227,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,169,0,S,sols,,,1190,0.611834,43.044195
2023-386659,2023-01-14,000002,Vente,83000,,,BURS,B006,31510,31045,Barbazan,31,,,310450000A1250,,,,,,,,,,,,,0,,,,,S,sols,,,69,0.61148,43.044098
2023-386659,2023-01-14,000002,Vente,83000,9005,,HAM DE BURS,A001,31510,31045,Barbazan,31,,,310450000A1251,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,179,0,S,sols,,,639,0.611635,43.044208
2023-386939,2023-02-04,000001,Vente,1200,,,LE VILLAGE,B040,31510,31045,Barbazan,31,,,310450000A0132,,,,,,,,,,,,,0,,,,,P,prés,,,3435,0.62479,43.031002
2023-387048,2023-02-11,000001,Vente,800,,,LAPALE,B025,31510,31045,Barbazan,31,,,310450000B0018,,,,,,,,,,,,,0,,,,,P,prés,,,540,0.627659,43.031967
2023-387339,2023-03-04,000002,Vente,51000,,,BURS,B006,31510,31045,Barbazan,31,,,310450000A1261,,,,,,,,,,,,,0,,,,,L,landes,,,1522,0.610096,43.042391
2023-387339,2023-03-04,000002,Vente,51000,,,BURS,B006,31510,31045,Barbazan,31,,,310450000A1265,,,,,,,,,,,,,0,,,,,T,terres,,,32,0.610088,43.043807
2023-387339,2023-03-04,000002,Vente,51000,,,BURS,B006,31510,31045,Barbazan,31,,,310450000A1266,,,,,,,,,,,,,0,,,,,T,terres,,,1966,0.610074,43.042986
2023-387339,2023-03-04,000002,Vente,51000,,,BURS,B006,31510,31045,Barbazan,31,,,310450000A1267,,,,,,,,,,,,,0,,,,,T,terres,,,1003,0.610093,43.043586
2023-387894,2023-03-20,000001,Vente,20000,,,LE VILLAGE,B040,31510,31045,Barbazan,31,,,310450000A0065,,,,,,,,,,,,,0,,,,,L,landes,,,290,0.626328,43.033282
2023-387894,2023-03-20,000001,Vente,20000,11,,IMP DU BOURGUET,0003,31510,31045,Barbazan,31,,,310450000A0075,,,,,,,,,,,,,0,1,Maison,36,1,S,sols,,,416,0.626005,43.032987
2023-388138,2023-04-14,000001,Vente,1542.4,,,BURS,B006,31510,31045,Barbazan,31,,,310450000A0211,,,,,,,,,,,,,0,,,,,T,terres,,,2475,0.608561,43.042621
2023-388138,2023-04-14,000001,Vente,1542.4,,,BURS,B006,31510,31045,Barbazan,31,,,310450000A0264,,,,,,,,,,,,,0,,,,,T,terres,,,2345,0.61356,43.044569
