id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2023-387876,2023-03-23,000001,Vente,270006,50,,RTE DE LUCHON,0015,31110,31394,Moustajon,31,,,313940000A0673,,,1,93.22,,,,,,,,,1,2,Appartement,73,4,,,,,,0.596322,42.811507
2023-389268,2023-06-07,000001,Vente,177080,11,,LE VILLAGE,B015,31110,31394,Moustajon,31,,,313940000A0117,,,,,,,,,,,,,0,1,Maison,120,4,S,sols,,,280,0.59759,42.814479
2023-389268,2023-06-07,000001,Vente,177080,,,LE VILLAGE,B015,31110,31394,Moustajon,31,,,313940000A0182,,,,,,,,,,,,,0,,,,,S,sols,,,200,0.597606,42.814392
2023-389268,2023-06-07,000001,Vente,177080,,,LANDE DE DESSUS,B003,31110,31394,Moustajon,31,,,313940000A0641,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,242,0.597922,42.814416
