id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2023-386321,2023-01-10,000001,Vente,324760,12,,RUE DES BLES,0004,31470,31075,Bonrepos-sur-Aussonnelle,31,,,310750000B1094,,,,,,,,,,,,,0,1,Maison,97,4,S,sols,,,810,1.149103,43.549621
2023-386602,2023-01-19,000001,Vente,60000,,,LAS PLANTERES,B024,31470,31075,Bonrepos-sur-Aussonnelle,31,,,310750000C0299,,,,,,,,,,,,,0,,,,,T,terres,,,1171,1.114698,43.531132
2023-386602,2023-01-19,000001,Vente,60000,,,LAS PLANTERES,B024,31470,31075,Bonrepos-sur-Aussonnelle,31,,,310750000C0301,,,,,,,,,,,,,0,,,,,T,terres,,,1286,1.114903,43.530794
2023-386621,2023-01-24,000001,Vente,1,,,LA GRANDE BORDE,B018,31470,31075,Bonrepos-sur-Aussonnelle,31,,,310750000C0726,,,,,,,,,,,,,0,,,,,S,sols,,,378,1.145315,43.544902
2023-386621,2023-01-24,000001,Vente,1,,,LA GRANDE BORDE,B018,31470,31075,Bonrepos-sur-Aussonnelle,31,,,310750000C0731,,,,,,,,,,,,,0,,,,,S,sols,,,97,1.14618,43.545115
2023-386621,2023-01-24,000001,Vente,1,,,LA GRANDE BORDE,B018,31470,31075,Bonrepos-sur-Aussonnelle,31,,,310750000C0734,,,,,,,,,,,,,0,,,,,S,sols,,,29,1.146604,43.545232
2023-386621,2023-01-24,000001,Vente,1,,,LA GRANDE BORDE,B018,31470,31075,Bonrepos-sur-Aussonnelle,31,,,310750000C0737,,,,,,,,,,,,,0,,,,,S,sols,,,170,1.144956,43.544578
2023-386621,2023-01-24,000001,Vente,1,,,LA GRANDE BORDE,B018,31470,31075,Bonrepos-sur-Aussonnelle,31,,,310750000C0760,,,,,,,,,,,,,0,,,,,S,sols,,,18,1.146459,43.544774
2023-386621,2023-01-24,000001,Vente,1,,,LA GRANDE BORDE,B018,31470,31075,Bonrepos-sur-Aussonnelle,31,,,310750000C0767,,,,,,,,,,,,,0,,,,,S,sols,,,5,1.146627,43.545156
2023-386621,2023-01-24,000001,Vente,1,,,LA GRANDE BORDE,B018,31470,31075,Bonrepos-sur-Aussonnelle,31,,,310750000C0768,,,,,,,,,,,,,0,,,,,S,sols,,,3567,1.145667,43.54452
2023-386621,2023-01-24,000001,Vente,1,,,LA GRANDE BORDE,B018,31470,31075,Bonrepos-sur-Aussonnelle,31,,,310750000C0770,,,,,,,,,,,,,0,,,,,S,sols,,,274,1.144644,43.544304
2023-386621,2023-01-24,000001,Vente,1,,,LA GRANDE BORDE,B018,31470,31075,Bonrepos-sur-Aussonnelle,31,,,310750000C0771,,,,,,,,,,,,,0,,,,,S,sols,,,572,1.144662,43.54387
2023-386621,2023-01-24,000001,Vente,1,,,LA GRANDE BORDE,B018,31470,31075,Bonrepos-sur-Aussonnelle,31,,,310750000C0775,,,,,,,,,,,,,0,,,,,S,sols,,,51,1.144493,43.544507
2023-386621,2023-01-24,000001,Vente,1,,,LA GRANDE BORDE,B018,31470,31075,Bonrepos-sur-Aussonnelle,31,,,310750000C0797,,,,,,,,,,,,,0,,,,,S,sols,,,335,1.146768,43.545101
2023-386621,2023-01-24,000001,Vente,1,,,LA GRANDE BORDE,B018,31470,31075,Bonrepos-sur-Aussonnelle,31,,,310750000C0805,,,,,,,,,,,,,0,,,,,S,sols,,,75,1.146471,43.545929
2023-386621,2023-01-24,000001,Vente,1,,,LA GRANDE BORDE,B018,31470,31075,Bonrepos-sur-Aussonnelle,31,,,310750000C0810,,,,,,,,,,,,,0,,,,,S,sols,,,687,1.146463,43.545525
2023-386621,2023-01-24,000001,Vente,1,,,LA GRANDE BORDE,B018,31470,31075,Bonrepos-sur-Aussonnelle,31,,,310750000C0832,,,,,,,,,,,,,0,,,,,S,sols,,,179,1.144433,43.543639
2023-386621,2023-01-24,000001,Vente,1,,,LA GRANDE BORDE,B018,31470,31075,Bonrepos-sur-Aussonnelle,31,,,310750000C0833,,,,,,,,,,,,,0,,,,,S,sols,,,15,1.14433,43.543588
2023-386621,2023-01-24,000001,Vente,1,,,LA GRANDE BORDE,B018,31470,31075,Bonrepos-sur-Aussonnelle,31,,,310750000C0835,,,,,,,,,,,,,0,,,,,S,sols,,,130,1.147073,43.545072
2023-386621,2023-01-24,000001,Vente,1,,,RISCLE,B038,31470,31075,Bonrepos-sur-Aussonnelle,31,,,310750000B0965,,,,,,,,,,,,,0,,,,,L,landes,,,3033,1.150897,43.548351
2023-386624,2023-01-24,000001,Vente,1,,,LA GRANDE BORDE,B018,31470,31075,Bonrepos-sur-Aussonnelle,31,,,310750000C0678,,,,,,,,,,,,,0,,,,,L,landes,,,22,1.145674,43.5463
2023-386624,2023-01-24,000001,Vente,1,,,LA GRANDE BORDE,B018,31470,31075,Bonrepos-sur-Aussonnelle,31,,,310750000C0691,,,,,,,,,,,,,0,,,,,L,landes,,,2130,1.145621,43.545565
2023-386627,2023-01-24,000001,Vente,1,,,MOUDOU,B027,31470,31075,Bonrepos-sur-Aussonnelle,31,,,310750000B1027,,,,,,,,,,,,,0,,,,,S,sols,,,655,1.152145,43.549294
2023-386627,2023-01-24,000001,Vente,1,,,MOUDOU,B027,31470,31075,Bonrepos-sur-Aussonnelle,31,,,310750000B1157,,,,,,,,,,,,,0,,,,,S,sols,,,800,1.152476,43.549505
2023-386627,2023-01-24,000001,Vente,1,,,MOUDOU,B027,31470,31075,Bonrepos-sur-Aussonnelle,31,,,310750000B1159,,,,,,,,,,,,,0,,,,,S,sols,,,1781,1.151307,43.549798
2023-386815,2023-02-03,000001,Vente,1,,,LE SOURBE,B040,31470,31075,Bonrepos-sur-Aussonnelle,31,,,310750000B1135,,,,,,,,,,,,,0,,,,,S,sols,,,1601,1.150872,43.550985
2023-386876,2023-02-10,000001,Vente,324635,10,,CHE DU GOUJON,0045,31470,31075,Bonrepos-sur-Aussonnelle,31,,,310750000B0531,,,,,,,,,,,,,0,3,Dépendance,,0,P,prés,,,2000,1.146807,43.547203
2023-386876,2023-02-10,000001,Vente,324635,10,,CHE DU GOUJON,0045,31470,31075,Bonrepos-sur-Aussonnelle,31,,,310750000B0531,,,,,,,,,,,,,0,1,Maison,171,5,S,sols,,,488,1.146807,43.547203
2023-386876,2023-02-10,000001,Vente,324635,10,,CHE DU GOUJON,0045,31470,31075,Bonrepos-sur-Aussonnelle,31,,,310750000B0531,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,488,1.146807,43.547203
