valeur_fonciere,code_postal,type_local,surface_reelle_bati,nombre_pieces_principales,surface_terrain,exterieur
175000.0,31400,Appartement,66.0,4.0,0.0,0
146800.0,31300,Appartement,39.0,2.0,0.0,0
117000.0,31000,Appartement,35.0,1.0,0.0,0
560244.0,31000,Appartement,88.0,3.0,0.0,0
171500.0,31200,Appartement,62.0,3.0,0.0,0
326700.0,31400,Appartement,82.0,4.0,0.0,0
179000.0,31500,Appartement,68.0,4.0,0.0,0
140000.0,31300,Appartement,43.0,2.0,0.0,0
150000.0,31500,Appartement,53.0,2.0,0.0,0
692050.0,31400,Appartement,110.0,4.0,0.0,0
126900.0,31200,Appartement,79.0,4.0,0.0,0
262800.0,31400,Appartement,60.0,3.0,0.0,0
83000.0,31400,Appartement,21.0,1.0,0.0,0
89830.0,31100,Appartement,48.0,2.0,0.0,0
140000.0,31300,Appartement,38.0,2.0,0.0,0
115750.0,31200,Appartement,42.0,2.0,0.0,0
170000.0,31400,Appartement,67.0,3.0,0.0,0
185000.0,31000,Appartement,37.0,2.0,0.0,0
224250.0,31100,Appartement,64.0,3.0,0.0,0
165420.0,31200,Appartement,56.0,3.0,0.0,0
167020.0,31100,Appartement,70.0,4.0,0.0,0
48810.0,31100,Appartement,36.0,1.0,0.0,0
360150.0,31400,Appartement,88.0,4.0,0.0,0
87500.0,31400,Appartement,19.0,1.0,0.0,0
72000.0,31400,Appartement,23.0,1.0,0.0,0
143000.0,31400,Appartement,45.0,2.0,0.0,0
190000.0,31300,Appartement,55.0,3.0,0.0,0
211000.0,31200,Appartement,45.0,2.0,0.0,0
271900.0,31200,Appartement,78.0,3.0,0.0,0
260000.0,31000,Appartement,80.0,4.0,0.0,0
210300.0,31500,Appartement,63.0,3.0,0.0,0
179500.0,31500,Appartement,48.0,2.0,0.0,0
251000.0,31500,Appartement,60.0,3.0,0.0,0
90000.0,31200,Appartement,26.0,1.0,0.0,0
127000.0,31200,Appartement,57.0,3.0,0.0,0
277820.0,31000,Appartement,60.0,3.0,0.0,0
150500.0,31200,Appartement,62.0,3.0,0.0,0
264500.0,31200,Appartement,85.0,5.0,0.0,0
275000.0,31000,Appartement,42.0,2.0,0.0,0
320000.0,31000,Appartement,74.0,2.0,0.0,0
696284.0,31000,Appartement,141.0,5.0,0.0,0
50000.0,31000,Appartement,21.0,2.0,0.0,0
244364.0,31400,Appartement,83.0,4.0,0.0,0
97200.0,31400,Appartement,20.0,1.0,0.0,0
155000.0,31400,Appartement,56.0,3.0,0.0,0
327000.0,31300,Appartement,63.0,3.0,0.0,0
188000.0,31300,Appartement,36.0,2.0,0.0,0
344450.0,31400,Appartement,84.0,4.0,0.0,0
213000.0,31500,Appartement,79.0,5.0,0.0,0
105000.0,31200,Appartement,39.0,2.0,0.0,0
198000.0,31300,Appartement,44.0,2.0,0.0,0
185000.0,31100,Appartement,67.0,3.0,0.0,0
129000.0,31100,Appartement,74.0,3.0,0.0,0
240000.0,31300,Appartement,64.0,4.0,0.0,0
169020.0,31400,Appartement,56.0,3.0,0.0,0
178140.0,31300,Appartement,57.0,3.0,0.0,0
130000.0,31300,Appartement,56.0,3.0,0.0,0
99000.0,31400,Appartement,29.0,2.0,0.0,0
310000.0,31500,Appartement,87.0,4.0,0.0,0
280000.0,31200,Appartement,100.0,3.0,100.0,1
261050.0,31000,Appartement,55.0,2.0,0.0,0
289200.0,31300,Appartement,70.0,4.0,0.0,0
196027.0,31200,Appartement,61.0,3.0,0.0,0
83480.0,31100,Appartement,56.0,2.0,0.0,0
150000.0,31200,Appartement,28.0,1.0,0.0,0
177500.0,31300,Appartement,84.0,4.0,0.0,0
221600.0,31200,Appartement,83.0,4.0,0.0,0
261500.0,31500,Appartement,70.0,4.0,0.0,0
200000.0,31400,Appartement,64.0,3.0,0.0,0
286710.0,31400,Appartement,78.0,3.0,0.0,0
175280.0,31200,Appartement,60.0,3.0,0.0,0
122000.0,31200,Appartement,42.0,2.0,0.0,0
500000.0,31200,Appartement,97.0,4.0,488.0,1
120000.0,31500,Appartement,55.0,3.0,0.0,0
154000.0,31200,Appartement,62.0,3.0,0.0,0
133900.0,31500,Appartement,65.0,3.0,0.0,0
121000.0,31200,Appartement,49.0,2.0,0.0,0
166080.0,31300,Appartement,44.0,3.0,0.0,0
125430.0,31500,Appartement,57.0,2.0,0.0,0
143600.0,31200,Appartement,71.0,3.0,0.0,0
315000.0,31400,Appartement,31.0,2.0,89.0,1
479750.0,31000,Appartement,104.0,4.0,0.0,0
125581.0,31300,Appartement,23.0,1.0,0.0,0
258127.0,31500,Appartement,87.0,4.0,0.0,0
102801.4,31100,Appartement,66.0,3.0,0.0,0
210000.0,31300,Appartement,60.0,2.0,119.0,1
204000.0,31400,Appartement,65.0,3.0,0.0,0
288500.0,31200,Appartement,73.0,3.0,0.0,0
336600.0,31200,Appartement,77.0,3.0,0.0,0
119000.0,31200,Appartement,40.0,2.0,0.0,0
93600.0,31200,Appartement,35.0,2.0,0.0,0
353000.0,31200,Appartement,98.0,4.0,0.0,0
108000.0,31200,Appartement,46.0,2.0,0.0,0
56000.0,31100,Appartement,63.0,4.0,0.0,0
203900.0,31000,Appartement,50.0,1.0,0.0,0
223188.0,31400,Appartement,49.0,3.0,0.0,0
653500.0,31000,Appartement,148.0,5.0,0.0,0
170000.0,31500,Appartement,68.0,4.0,0.0,0
146000.0,31400,Appartement,47.0,2.0,0.0,0
263868.0,31000,Appartement,53.0,2.0,0.0,0
200900.0,31000,Appartement,42.0,2.0,0.0,0
411880.0,31000,Appartement,79.0,4.0,0.0,0
65000.0,31400,Appartement,25.0,2.0,0.0,0
193000.0,31200,Appartement,68.0,4.0,0.0,0
59000.0,31100,Appartement,68.0,4.0,0.0,0
255000.0,31400,Appartement,69.0,2.0,0.0,0
150200.0,31400,Appartement,45.0,2.0,0.0,0
550000.0,31400,Appartement,129.0,4.0,0.0,0
60000.0,31300,Appartement,22.0,1.0,0.0,0
80730.0,31400,Appartement,25.0,1.0,0.0,0
123000.0,31200,Appartement,42.0,2.0,0.0,0
115000.0,31000,Appartement,23.0,1.0,0.0,0
199900.0,31100,Appartement,60.0,3.0,0.0,0
135000.0,31200,Appartement,66.0,4.0,0.0,0
171300.0,31400,Appartement,62.0,3.0,0.0,0
246350.0,31400,Appartement,74.0,3.0,0.0,0
60000.0,31100,Appartement,69.0,4.0,0.0,0
70000.0,31100,Appartement,82.0,4.0,0.0,0
180000.0,31300,Appartement,62.0,3.0,0.0,0
118900.0,31400,Appartement,24.0,1.0,0.0,0
94180.0,31300,Appartement,17.0,1.0,0.0,0
143500.0,31200,Appartement,64.0,3.0,0.0,0
135900.0,31300,Appartement,64.0,3.0,0.0,0
152460.0,31300,Appartement,58.0,3.0,0.0,0
187000.0,31300,Appartement,72.0,3.0,0.0,0
171300.0,31400,Appartement,42.0,2.0,0.0,0
153000.0,31500,Appartement,56.0,3.0,0.0,0
180400.0,31400,Appartement,64.0,3.0,0.0,0
147000.0,31200,Appartement,42.0,2.0,0.0,0
40000.0,31100,Appartement,36.0,1.0,0.0,0
124000.0,31400,Appartement,32.0,1.0,0.0,0
245000.0,31400,Appartement,84.0,4.0,0.0,0
210000.0,31200,Appartement,71.0,3.0,106.0,1
195900.0,31500,Appartement,88.0,4.0,0.0,0
199000.0,31500,Appartement,56.0,2.0,0.0,0
115000.0,31200,Appartement,86.0,4.0,0.0,0
453611.38,31000,Appartement,130.0,5.0,0.0,0
110600.0,31400,Appartement,33.0,2.0,0.0,0
160270.0,31300,Appartement,36.0,2.0,0.0,0
114000.0,31200,Appartement,66.0,4.0,0.0,0
142000.0,31200,Appartement,65.0,3.0,0.0,0
492944.0,31000,Appartement,132.0,4.0,0.0,0
643765.0,31000,Appartement,99.0,3.0,0.0,0
486310.0,31300,Appartement,104.0,4.0,0.0,0
20700.0,31100,Appartement,15.0,1.0,0.0,0
100000.0,31500,Appartement,20.0,1.0,0.0,0
385900.0,31000,Appartement,71.0,3.0,0.0,0
219310.0,31400,Appartement,65.0,4.0,0.0,0
127548.0,31200,Appartement,66.0,4.0,0.0,0
350000.0,31000,Appartement,90.0,3.0,0.0,0
326700.0,31300,Appartement,74.0,2.0,0.0,0
109500.0,31500,Appartement,77.0,4.0,0.0,0
317274.0,31400,Appartement,76.0,4.0,0.0,0
430000.0,31000,Appartement,75.0,3.0,0.0,0
183651.0,31200,Appartement,46.0,2.0,0.0,0
322000.0,31000,Appartement,62.0,3.0,0.0,0
104950.0,31400,Appartement,26.0,1.0,0.0,0
133800.0,31200,Appartement,42.0,2.0,0.0,0
148000.0,31300,Appartement,56.0,2.0,0.0,0
387400.0,31000,Appartement,79.0,3.0,0.0,0
143700.0,31400,Appartement,32.0,1.0,0.0,0
92500.0,31500,Appartement,25.0,1.0,0.0,0
126067.0,31300,Appartement,43.0,2.0,0.0,0
235689.0,31400,Appartement,83.0,3.0,0.0,0
236450.0,31300,Appartement,81.0,4.0,0.0,0
122000.0,31200,Appartement,45.0,2.0,0.0,0
211000.0,31300,Appartement,55.0,3.0,0.0,0
15000.0,31400,Appartement,74.0,3.0,0.0,0
169500.0,31400,Appartement,63.0,3.0,0.0,0
166470.0,31400,Appartement,53.0,3.0,0.0,0
112000.0,31400,Appartement,27.0,1.0,0.0,0
126000.0,31500,Appartement,50.0,2.0,0.0,0
215000.0,31300,Appartement,65.0,4.0,0.0,0
112000.0,31500,Appartement,46.0,2.0,0.0,0
239000.0,31200,Appartement,95.0,5.0,0.0,0
161560.0,31200,Appartement,47.0,2.0,0.0,0
119000.0,31300,Appartement,34.0,1.0,0.0,0
166000.0,31300,Appartement,29.0,2.0,0.0,0
140000.0,31400,Appartement,70.0,3.0,0.0,0
149000.0,31400,Appartement,32.0,1.0,0.0,0
285300.0,31000,Appartement,35.0,2.0,0.0,0
164000.0,31500,Appartement,63.0,3.0,0.0,0
115000.0,31000,Appartement,55.0,3.0,0.0,0
122000.0,31100,Appartement,81.0,4.0,0.0,0
220100.0,31500,Appartement,54.0,3.0,0.0,0
216000.0,31300,Appartement,72.0,4.0,0.0,0
250000.0,31000,Appartement,43.0,2.0,0.0,0
155000.0,31000,Appartement,37.0,2.0,0.0,0
128000.0,31400,Appartement,53.0,3.0,0.0,0
400000.0,31500,Appartement,132.0,5.0,0.0,0
115000.0,31400,Appartement,32.0,1.0,0.0,0
210000.0,31500,Appartement,58.0,4.0,0.0,0
166000.0,31500,Appartement,66.0,3.0,0.0,0
220000.0,31300,Appartement,19.0,1.0,0.0,0
228500.0,31400,Appartement,85.0,4.0,0.0,0
270000.0,31200,Appartement,46.0,2.0,522.0,1
173150.0,31500,Appartement,58.0,3.0,0.0,0
387470.0,31400,Appartement,80.0,3.0,0.0,0
60000.0,31500,Appartement,19.0,1.0,0.0,0
168000.0,31100,Appartement,108.0,5.0,0.0,0
78658.0,31400,Appartement,23.0,1.0,0.0,0
141000.0,31400,Appartement,44.0,2.0,0.0,0
119500.0,31400,Appartement,31.0,1.0,0.0,0
112000.0,31100,Appartement,66.0,4.0,0.0,0
204000.0,31500,Appartement,67.0,3.0,0.0,0
124000.0,31400,Appartement,39.0,2.0,0.0,0
345000.0,31000,Appartement,47.0,3.0,0.0,0
197700.0,31400,Appartement,68.0,3.0,0.0,0
321927.0,31400,Appartement,83.0,3.0,0.0,0
141532.0,31400,Appartement,57.0,3.0,0.0,0
420000.0,31000,Appartement,120.0,4.0,0.0,0
888500.0,31000,Appartement,170.0,4.0,0.0,0
232000.0,31500,Appartement,65.0,3.0,0.0,0
272500.0,31400,Appartement,69.0,3.0,0.0,0
172000.0,31400,Appartement,63.0,3.0,0.0,0
119000.0,31200,Appartement,43.0,2.0,0.0,0
73000.0,31100,Appartement,68.0,4.0,0.0,0
210000.0,31200,Appartement,82.0,4.0,0.0,0
115000.0,31400,Appartement,46.0,2.0,0.0,0
1017000.0,31000,Appartement,188.0,5.0,0.0,0
279707.0,31100,Appartement,85.0,4.0,0.0,0
244450.0,31000,Appartement,35.0,1.0,0.0,0
261375.0,31200,Appartement,84.0,3.0,0.0,0
268500.0,31100,Appartement,102.0,4.0,0.0,0
299900.0,31300,Appartement,73.0,3.0,0.0,0
560530.0,31000,Appartement,140.0,5.0,0.0,0
257000.0,31000,Appartement,72.0,3.0,0.0,0
80000.0,31000,Appartement,16.0,1.0,0.0,0
207200.0,31400,Appartement,67.0,4.0,0.0,0
165430.0,31000,Appartement,62.0,3.0,0.0,0
137500.0,31000,Appartement,19.0,1.0,0.0,0
1300000.0,31000,Appartement,68.0,3.0,370.0,1
140000.0,31500,Appartement,52.0,3.0,0.0,0
365000.0,31500,Appartement,100.0,4.0,0.0,0
240000.0,31000,Appartement,48.0,2.0,0.0,0
118000.0,31300,Appartement,55.0,3.0,0.0,0
213460.0,31400,Appartement,58.0,3.0,0.0,0
228030.0,31400,Appartement,51.0,2.0,0.0,0
220000.0,31200,Appartement,65.0,3.0,0.0,0
70000.0,31100,Appartement,44.0,2.0,0.0,0
300500.0,31500,Appartement,70.0,2.0,0.0,0
456000.0,31000,Appartement,89.0,4.0,0.0,0
190954.0,31200,Appartement,66.0,3.0,0.0,0
222000.0,31500,Appartement,66.0,3.0,0.0,0
336960.0,31000,Appartement,51.0,1.0,0.0,0
140000.0,31100,Appartement,60.0,3.0,0.0,0
219530.0,31500,Appartement,56.0,3.0,0.0,0
379000.0,31400,Appartement,59.0,3.0,0.0,0
97000.0,31500,Appartement,36.0,2.0,0.0,0
126000.0,31200,Appartement,55.0,3.0,0.0,0
105000.0,31300,Appartement,37.0,2.0,0.0,0
110000.0,31300,Appartement,35.0,2.0,0.0,0
220850.0,31300,Appartement,103.0,5.0,0.0,0
265000.0,31000,Appartement,68.0,3.0,0.0,0
94000.0,31100,Appartement,78.0,5.0,0.0,0
120000.0,31200,Appartement,47.0,2.0,0.0,0
840000.0,31400,Appartement,115.0,4.0,0.0,0
135000.0,31200,Appartement,56.0,3.0,0.0,0
730000.0,31000,Appartement,172.0,5.0,0.0,0
1954204.9,31400,Appartement,50.0,3.0,3992.0,1
101000.0,31100,Appartement,34.0,2.0,0.0,0
220000.0,31000,Appartement,41.0,2.0,0.0,0
350000.0,31500,Appartement,76.0,3.0,0.0,0
345000.0,31000,Appartement,87.0,3.0,0.0,0
321210.0,31200,Appartement,75.0,4.0,0.0,0
72886.0,31200,Appartement,18.0,1.0,0.0,0
138000.0,31000,Appartement,31.0,1.0,0.0,0
110000.0,31200,Appartement,38.0,2.0,0.0,0
102000.0,31400,Appartement,32.0,1.0,0.0,0
273970.0,31300,Appartement,64.0,3.0,0.0,0
312000.0,31500,Appartement,82.0,3.0,0.0,0
124900.0,31300,Appartement,46.0,2.0,0.0,0
220550.0,31500,Appartement,51.0,2.0,0.0,0
227900.0,31000,Appartement,62.0,3.0,0.0,0
146900.0,31000,Appartement,33.0,2.0,0.0,0
67913.5,31400,Appartement,19.0,1.0,0.0,0
125000.0,31000,Appartement,29.0,2.0,0.0,0
166500.0,31100,Appartement,66.0,3.0,0.0,0
119000.0,31400,Appartement,49.0,2.0,0.0,0
120300.0,31200,Appartement,45.0,2.0,0.0,0
160500.0,31400,Appartement,60.0,3.0,0.0,0
255000.0,31300,Appartement,64.0,3.0,0.0,0
91000.0,31100,Appartement,37.0,2.0,0.0,0
324000.0,31500,Appartement,83.0,3.0,0.0,0
140000.0,31000,Appartement,26.0,1.0,0.0,0
223900.0,31500,Appartement,74.0,4.0,0.0,0
180000.0,31400,Appartement,56.0,3.0,0.0,0
175100.0,31300,Appartement,40.0,2.0,0.0,0
236950.0,31400,Appartement,68.0,4.0,0.0,0
73000.0,31400,Appartement,17.0,1.0,0.0,0
400500.0,31000,Appartement,90.0,5.0,0.0,0
170750.0,31200,Appartement,64.0,3.0,0.0,0
408900.0,31400,Appartement,108.0,5.0,0.0,0
186395.0,31300,Appartement,85.0,4.0,0.0,0
147750.0,31500,Appartement,61.0,3.0,0.0,0
157000.0,31500,Appartement,30.0,2.0,0.0,0
735000.0,31000,Appartement,140.0,4.0,0.0,0
244950.0,31500,Appartement,60.0,4.0,0.0,0
115000.0,31400,Appartement,28.0,1.0,0.0,0
80571.0,31400,Appartement,22.0,1.0,0.0,0
90000.0,31000,Appartement,21.0,1.0,0.0,0
217360.0,31300,Appartement,48.0,2.0,0.0,0
88771.5,31200,Appartement,40.0,2.0,0.0,0
240198.0,31000,Appartement,43.0,1.0,0.0,0
162000.0,31000,Appartement,26.0,1.0,0.0,0
106000.0,31100,Appartement,40.0,2.0,0.0,0
165000.0,31200,Appartement,82.0,5.0,76.0,1
168867.0,31000,Appartement,31.0,1.0,0.0,0
223300.0,31500,Appartement,62.0,3.0,0.0,0
550000.0,31200,Appartement,71.0,3.0,0.0,0
74232.0,31200,Appartement,18.0,1.0,0.0,0
391800.0,31000,Appartement,78.0,3.0,0.0,0
255300.0,31300,Appartement,67.0,3.0,0.0,0
130000.0,31500,Appartement,69.0,4.0,0.0,0
122800.0,31500,Appartement,56.0,3.0,0.0,0
15000.0,31000,Appartement,220.0,6.0,0.0,0
407450.0,31000,Appartement,85.0,3.0,0.0,0
94500.0,31400,Appartement,18.0,1.0,0.0,0
115182.0,31500,Appartement,42.0,2.0,0.0,0
254000.0,31500,Appartement,69.0,3.0,0.0,0
435000.0,31000,Appartement,115.0,5.0,0.0,0
187840.0,31400,Appartement,64.0,3.0,0.0,0
115000.0,31000,Appartement,21.0,1.0,0.0,0
230600.0,31300,Appartement,70.0,3.0,0.0,0
124000.0,31200,Appartement,42.0,2.0,0.0,0
295796.0,31200,Appartement,80.0,3.0,0.0,0
98500.0,31200,Appartement,53.0,3.0,0.0,0
128500.0,31200,Appartement,39.0,2.0,0.0,0
127650.0,31200,Appartement,47.0,2.0,0.0,0
451175.0,31000,Appartement,95.0,3.0,0.0,0
122000.0,31400,Appartement,34.0,1.0,0.0,0
155000.0,31000,Appartement,28.0,1.0,0.0,0
475550.0,31000,Appartement,89.0,4.0,0.0,0
180000.0,31000,Appartement,17.0,1.0,0.0,0
70000.0,31400,Appartement,25.0,2.0,0.0,0
162826.0,31200,Appartement,61.0,3.0,0.0,0
119500.0,31200,Appartement,47.0,2.0,0.0,0
174850.0,31300,Appartement,57.0,3.0,0.0,0
420000.0,31200,Appartement,94.0,4.0,0.0,0
150000.0,31200,Appartement,46.0,2.0,0.0,0
150000.0,31300,Appartement,54.0,3.0,0.0,0
120200.0,31200,Appartement,21.0,1.0,0.0,0
110599.0,31100,Appartement,49.0,3.0,0.0,0
103280.0,31200,Appartement,44.0,2.0,0.0,0
110000.0,31200,Appartement,57.0,3.0,0.0,0
160000.0,31500,Appartement,68.0,4.0,0.0,0
363000.0,31000,Appartement,65.0,3.0,0.0,0
225000.0,31200,Appartement,85.0,4.0,0.0,0
120000.0,31000,Appartement,29.0,2.0,0.0,0
167000.0,31200,Appartement,61.0,3.0,0.0,0
265000.0,31200,Appartement,71.0,3.0,0.0,0
230000.0,31200,Appartement,48.0,2.0,0.0,0
10000.0,31400,Appartement,156.0,5.0,0.0,0
138000.0,31200,Appartement,56.0,3.0,0.0,0
135000.0,31200,Appartement,53.0,3.0,0.0,0
95000.0,31500,Appartement,22.0,1.0,0.0,0
325000.0,31300,Appartement,106.0,5.0,0.0,0
222700.0,31300,Appartement,64.0,3.0,0.0,0
240000.0,31300,Appartement,67.0,4.0,0.0,0
409000.0,31300,Appartement,74.0,1.0,0.0,0
356590.0,31300,Appartement,78.0,3.0,0.0,0
215000.0,31300,Appartement,43.0,2.0,0.0,0
240000.0,31400,Appartement,63.0,3.0,0.0,0
136100.0,31500,Appartement,30.0,2.0,0.0,0
305000.0,31500,Appartement,64.0,2.0,0.0,0
70000.0,31400,Appartement,21.0,1.0,0.0,0
119600.0,31000,Appartement,23.0,2.0,0.0,0
140700.0,31200,Appartement,59.0,3.0,0.0,0
82000.0,31500,Appartement,46.0,2.0,0.0,0
142000.0,31400,Appartement,36.0,1.0,0.0,0
235000.0,31300,Appartement,64.0,3.0,0.0,0
167790.0,31500,Appartement,67.0,10.0,0.0,0
320000.0,31500,Appartement,99.0,5.0,0.0,0
168500.0,31500,Appartement,48.0,3.0,0.0,0
216000.0,31100,Appartement,73.0,4.0,0.0,0
112000.0,31200,Appartement,42.0,2.0,0.0,0
147975.0,31300,Appartement,56.0,3.0,0.0,0
211200.0,31400,Appartement,45.0,2.0,0.0,0
355280.0,31000,Appartement,60.0,3.0,0.0,0
207574.0,31400,Appartement,41.0,2.0,0.0,0
150000.0,31200,Appartement,43.0,1.0,0.0,0
125000.0,31200,Appartement,40.0,2.0,0.0,0
443010.0,31000,Appartement,95.0,4.0,0.0,0
230000.0,31000,Appartement,62.0,4.0,0.0,0
211100.0,31400,Appartement,65.0,3.0,0.0,0
87420.0,31000,Appartement,25.0,1.0,0.0,0
252000.0,31000,Appartement,85.0,4.0,0.0,0
119000.0,31500,Appartement,30.0,1.0,0.0,0
289100.0,31000,Appartement,83.0,3.0,0.0,0
229000.0,31300,Appartement,90.0,4.0,0.0,0
477296.0,31000,Appartement,85.0,4.0,0.0,0
99900.0,31200,Appartement,46.0,2.0,0.0,0
125000.0,31500,Appartement,60.0,4.0,0.0,0
200000.0,31300,Appartement,40.0,2.0,0.0,0
235000.0,31000,Appartement,43.0,2.0,0.0,0
193206.0,31000,Appartement,35.0,1.0,0.0,0
141687.0,31500,Appartement,63.0,4.0,0.0,0
94000.0,31400,Appartement,29.0,1.0,0.0,0
122612.0,31000,Appartement,28.0,1.0,0.0,0
125000.0,31000,Appartement,27.0,2.0,0.0,0
375000.0,31200,Appartement,73.0,4.0,0.0,0
86544.65,31100,Appartement,30.0,2.0,0.0,0
570000.0,31400,Appartement,97.0,3.0,0.0,0
78000.0,31100,Appartement,21.0,1.0,0.0,0
288000.0,31400,Appartement,56.0,3.0,0.0,0
91318.0,31100,Appartement,47.0,2.0,0.0,0
108500.0,31200,Appartement,50.0,3.0,0.0,0
111000.0,31200,Appartement,35.0,2.0,0.0,0
600000.0,31000,Appartement,75.0,3.0,0.0,0
110000.0,31100,Appartement,38.0,2.0,0.0,0
128724.0,31200,Appartement,43.0,2.0,0.0,0
65000.0,31400,Appartement,17.0,1.0,0.0,0
288000.0,31000,Appartement,62.0,3.0,0.0,0
105475.0,31000,Appartement,14.0,1.0,0.0,0
792250.0,31000,Appartement,135.0,4.0,0.0,0
93100.0,31100,Appartement,66.0,4.0,0.0,0
86000.0,31300,Appartement,19.0,1.0,0.0,0
275500.0,31000,Appartement,63.0,3.0,0.0,0
60000.0,31400,Appartement,23.0,1.0,0.0,0
120000.0,31100,Appartement,67.0,3.0,0.0,0
229600.0,31000,Appartement,67.0,3.0,0.0,0
414000.0,31400,Appartement,113.0,4.0,462.0,1
85000.0,31100,Appartement,62.0,2.0,0.0,0
117000.0,31300,Appartement,55.0,3.0,0.0,0
199000.0,31300,Appartement,65.0,3.0,0.0,0
78500.0,31400,Appartement,27.0,1.0,0.0,0
225000.0,31000,Appartement,38.0,2.0,0.0,0
251900.0,31200,Appartement,116.0,5.0,0.0,0
76000.0,31400,Appartement,22.0,1.0,0.0,0
344800.0,31200,Appartement,92.0,4.0,0.0,0
107000.0,31300,Appartement,35.0,1.0,0.0,0
148250.0,31000,Appartement,31.0,1.0,0.0,0
155500.0,31300,Appartement,64.0,3.0,0.0,0
377340.0,31000,Appartement,61.0,2.0,0.0,0
160000.0,31200,Appartement,48.0,2.0,0.0,0
341200.0,31500,Appartement,91.0,4.0,0.0,0
234500.0,31200,Appartement,87.0,4.0,0.0,0
254000.0,31000,Appartement,59.0,3.0,0.0,0
116000.0,31500,Appartement,56.0,3.0,0.0,0
210000.0,31400,Appartement,79.0,4.0,0.0,0
290000.0,31300,Appartement,67.0,3.0,0.0,0
105000.0,31200,Appartement,57.0,3.0,0.0,0
136500.0,31300,Appartement,38.0,2.0,0.0,0
380150.0,31000,Appartement,76.0,3.0,0.0,0
107000.0,31400,Appartement,21.0,1.0,0.0,0
140700.0,31100,Appartement,56.0,3.0,0.0,0
126950.0,31400,Appartement,22.0,1.0,0.0,0
214000.0,31400,Appartement,44.0,2.0,0.0,0
50000.0,31100,Appartement,63.0,4.0,0.0,0
80174.0,31100,Appartement,55.0,2.0,0.0,0
170000.0,31200,Appartement,84.0,4.0,0.0,0
182550.0,31000,Appartement,45.0,3.0,0.0,0
194000.0,31300,Appartement,56.0,3.0,0.0,0
168500.0,31400,Appartement,55.0,3.0,0.0,0
205000.0,31000,Appartement,40.0,2.0,0.0,0
1220000.0,31000,Appartement,262.0,9.0,0.0,0
327400.0,31400,Appartement,23.0,1.0,0.0,0
195500.0,31100,Appartement,60.0,3.0,0.0,0
70000.0,31400,Appartement,67.0,4.0,0.0,0
107000.0,31400,Appartement,33.0,0.0,0.0,0
3300000.0,31100,Appartement,75.0,4.0,7776.0,1
121400.0,31500,Appartement,32.0,1.0,0.0,0
155000.0,31500,Appartement,74.0,4.0,0.0,0
199900.0,31300,Appartement,85.0,4.0,0.0,0
2800000.0,31000,Appartement,96.0,3.0,93.0,1
199000.0,31300,Appartement,61.0,3.0,0.0,0
160000.0,31200,Appartement,67.0,3.0,0.0,0
158451.0,31500,Appartement,73.0,4.0,0.0,0
210000.0,31200,Appartement,82.0,4.0,0.0,0
160000.0,31500,Appartement,52.0,3.0,0.0,0
106750.0,31100,Appartement,40.0,2.0,0.0,0
214000.0,31400,Appartement,49.0,2.0,0.0,0
138200.0,31200,Appartement,56.0,3.0,0.0,0
169298.0,31200,Appartement,60.0,3.0,0.0,0
185000.0,31200,Appartement,63.0,3.0,0.0,0
352300.0,31200,Appartement,108.0,4.0,0.0,0
51000.0,31300,Appartement,22.0,1.0,0.0,0
170000.0,31200,Appartement,73.0,3.0,0.0,0
474590.0,31000,Appartement,61.0,3.0,0.0,0
298250.0,31400,Appartement,95.0,4.0,0.0,0
161520.0,31200,Appartement,60.0,3.0,0.0,0
306900.0,31500,Appartement,72.0,3.0,0.0,0
227400.0,31200,Appartement,65.0,3.0,0.0,0
462500.0,31500,Appartement,19.0,1.0,62.0,1
860000.0,31000,Appartement,93.0,4.0,0.0,0
204000.0,31400,Appartement,95.0,3.0,0.0,0
109000.0,31500,Appartement,33.0,1.0,0.0,0
136800.0,31200,Appartement,45.0,2.0,0.0,0
265000.0,31400,Appartement,61.0,3.0,0.0,0
148148.0,31200,Appartement,57.0,3.0,0.0,0
213000.0,31400,Appartement,35.0,1.0,0.0,0
338000.0,31100,Appartement,114.0,5.0,0.0,0
242000.0,31200,Appartement,61.0,2.0,225.0,1
158600.0,31500,Appartement,49.0,2.0,0.0,0
234000.0,31300,Appartement,95.0,4.0,0.0,0
48000.0,31500,Appartement,18.0,1.0,0.0,0
148000.0,31300,Appartement,28.0,1.0,0.0,0
120000.0,31200,Appartement,47.0,3.0,0.0,0
85000.0,31400,Appartement,21.0,1.0,0.0,0
340400.0,31000,Appartement,83.0,3.0,0.0,0
153500.0,31200,Appartement,56.0,3.0,0.0,0
100266.0,31200,Appartement,31.0,1.0,0.0,0
292400.0,31300,Appartement,78.0,2.0,0.0,0
210000.0,31200,Appartement,69.0,3.0,0.0,0
238000.0,31000,Appartement,39.0,1.0,0.0,0
92500.0,31200,Appartement,34.0,2.0,0.0,0
106600.0,31100,Appartement,41.0,2.0,0.0,0
140000.0,31200,Appartement,33.0,1.0,0.0,0
184300.0,31200,Appartement,86.0,4.0,0.0,0
180000.0,31200,Appartement,52.0,3.0,0.0,0
324000.0,31300,Appartement,77.0,4.0,0.0,0
206000.0,31200,Appartement,63.0,3.0,0.0,0
140500.0,31500,Appartement,56.0,3.0,0.0,0
90000.0,31300,Appartement,30.0,1.0,0.0,0
130000.0,31000,Appartement,27.0,1.0,0.0,0
207755.0,31000,Appartement,38.0,1.0,0.0,0
