valeur_fonciere,code_postal,nom_commune,type_local,surface_reelle_bati,nombre_pieces_principales,nature_culture,surface_terrain,prix_mcarre
60000.0,31480,Lagraulet-Saint-Nicolas,Maison,73.0,5.0,sols,230.0,821.917808219178
590610.0,31850,Montrabé,Maison,164.0,5.0,sols,1084.0,3601.2804878048782
340000.0,31850,Montrabé,Maison,86.0,4.0,sols,507.0,3953.4883720930234
455000.0,31850,Montrabé,Maison,117.0,4.0,sols,1139.0,3888.8888888888887
338500.0,31850,Montrabé,Maison,85.0,4.0,sols,1147.0,3982.3529411764707
573560.0,31850,Montrabé,Maison,143.0,5.0,sols,1133.0,4010.909090909091
399000.0,31850,Montrabé,Maison,130.0,6.0,sols,700.0,3069.230769230769
304500.0,31850,Montrabé,Maison,99.0,4.0,,0.0,3075.757575757576
262000.0,31850,Montrabé,Maison,79.0,4.0,sols,181.0,3316.4556962025317
425900.0,31850,Montrabé,Maison,125.0,6.0,sols,980.0,3407.2
397870.0,31850,Montrabé,Maison,127.0,5.0,sols,808.0,3132.834645669291
430150.0,31850,Montrabé,Maison,92.0,4.0,sols,726.0,4675.54347826087
392000.0,31850,Montrabé,Maison,91.0,5.0,sols,657.0,4307.692307692308
373000.0,31850,Montrabé,Maison,98.0,5.0,sols,621.0,3806.122448979592
342300.0,31850,Montrabé,Maison,90.0,4.0,sols,638.0,3803.3333333333335
350000.0,31850,Montrabé,Maison,103.0,4.0,sols,636.0,3398.0582524271845
384634.0,31850,Montrabé,Maison,110.0,5.0,sols,680.0,3496.672727272727
484740.0,31850,Montrabé,Maison,117.0,5.0,sols,777.0,4143.076923076923
492900.0,31850,Montrabé,Maison,121.0,5.0,sols,616.0,4073.5537190082646
362000.0,31850,Montrabé,Maison,91.0,4.0,sols,626.0,3978.021978021978
382900.0,31850,Montrabé,Maison,98.0,4.0,sols,790.0,3907.1428571428573
191660.0,31190,Grépiac,Maison,65.0,4.0,sols,1085.0,2948.6153846153848
225000.0,31190,Grépiac,Maison,72.0,4.0,sols,1054.0,3125.0
344270.0,31190,Grépiac,Maison,106.0,5.0,terres,1670.0,3247.830188679245
268000.0,31190,Grépiac,Maison,85.0,4.0,sols,539.0,3152.9411764705883
262200.0,31190,Grépiac,Maison,52.0,2.0,sols,504.0,5042.307692307692
385250.0,31190,Grépiac,Maison,200.0,7.0,terrains d'agrément,2770.0,1926.25
296000.0,31190,Grépiac,Maison,126.0,4.0,sols,1350.0,2349.2063492063494
285005.7,31190,Grépiac,Maison,111.0,4.0,sols,830.0,2567.618918918919
374000.0,31190,Grépiac,Maison,164.0,5.0,sols,838.0,2280.487804878049
240000.0,31190,Grépiac,Maison,100.0,4.0,sols,418.0,2400.0
357000.0,31190,Grépiac,Maison,109.0,4.0,taillis sous futaie,2451.0,3275.229357798165
425250.0,31190,Grépiac,Maison,128.0,5.0,sols,500.0,3322.265625
258800.0,31190,Grépiac,Maison,109.0,4.0,sols,819.0,2374.3119266055046
110000.0,31190,Grépiac,Maison,91.0,3.0,sols,403.0,1208.7912087912089
254300.0,31480,Cabanac-Séguenville,Maison,103.0,5.0,sols,1000.0,2468.9320388349515
334000.0,31380,Paulhac,Maison,150.0,4.0,sols,1224.0,2226.6666666666665
180000.0,31380,Paulhac,Maison,42.0,3.0,taillis simples,4812.0,4285.714285714285
583100.0,31380,Paulhac,Maison,232.0,7.0,sols,1000.0,2513.362068965517
108500.0,31380,Paulhac,Maison,38.0,2.0,landes,1276.0,2855.2631578947367
408233.0,31380,Paulhac,Maison,170.0,5.0,sols,800.0,2401.3705882352942
458000.0,31380,Paulhac,Maison,172.0,7.0,sols,800.0,2662.7906976744184
364760.0,31380,Paulhac,Maison,187.0,6.0,sols,1330.0,1950.5882352941176
274750.0,31380,Paulhac,Maison,96.0,4.0,sols,540.0,2861.9791666666665
433200.0,31380,Paulhac,Maison,168.0,4.0,sols,860.0,2578.5714285714284
290000.0,31380,Paulhac,Maison,150.0,3.0,sols,198.0,1933.3333333333333
406000.0,31380,Paulhac,Maison,120.0,4.0,sols,3042.0,3383.3333333333335
336000.0,31540,Roumens,Maison,280.0,5.0,sols,700.0,1200.0
340653.0,31540,Roumens,Maison,160.0,7.0,terrains d'agrément,2000.0,2129.08125
255000.0,31110,Jurvielle,Maison,100.0,4.0,sols,38.0,2550.0
262873.0,31530,Lasserre-Pradère,Maison,89.0,4.0,sols,258.0,2953.629213483146
292500.0,31530,Lasserre-Pradère,Maison,100.0,4.0,sols,702.0,2925.0
310000.0,31530,Lasserre-Pradère,Maison,107.0,5.0,jardins,527.0,2897.196261682243
452150.0,31530,Lasserre-Pradère,Maison,134.0,8.0,sols,924.0,3374.2537313432836
246300.0,31530,Lasserre-Pradère,Maison,82.0,4.0,terrains a bâtir,433.0,3003.6585365853657
180000.0,31530,Lasserre-Pradère,Maison,45.0,1.0,sols,222.0,4000.0
310800.0,31530,Lasserre-Pradère,Maison,117.0,4.0,sols,650.0,2656.4102564102564
247000.0,31530,Lasserre-Pradère,Maison,92.0,3.0,sols,1291.0,2684.782608695652
122020.0,31530,Lasserre-Pradère,Maison,45.0,1.0,sols,90.0,2711.5555555555557
80000.0,31530,Lasserre-Pradère,Maison,49.0,3.0,sols,117.0,1632.6530612244899
348800.0,31530,Lasserre-Pradère,Maison,115.0,5.0,landes,1629.0,3033.0434782608695
373210.0,31530,Lasserre-Pradère,Maison,112.0,5.0,sols,390.0,3332.2321428571427
570000.0,31530,Lasserre-Pradère,Maison,225.0,5.0,sols,1757.0,2533.3333333333335
428000.0,31530,Lasserre-Pradère,Maison,213.0,7.0,sols,913.0,2009.3896713615025
332400.0,31530,Lasserre-Pradère,Maison,187.0,5.0,terrains d'agrément,1349.0,1777.5401069518716
430300.0,31530,Lasserre-Pradère,Maison,186.0,6.0,sols,1000.0,2313.440860215054
345440.0,31530,Lasserre-Pradère,Maison,110.0,4.0,sols,714.0,3140.3636363636365
218000.0,31530,Lasserre-Pradère,Maison,50.0,3.0,sols,672.0,4360.0
328050.0,31530,Lasserre-Pradère,Maison,110.0,5.0,sols,717.0,2982.2727272727275
333000.0,31530,Lasserre-Pradère,Maison,113.0,4.0,sols,391.0,2946.902654867257
237000.0,31340,Mirepoix-sur-Tarn,Maison,100.0,6.0,,0.0,2370.0
343280.0,31340,Mirepoix-sur-Tarn,Maison,145.0,5.0,sols,1000.0,2367.448275862069
300839.0,31340,Mirepoix-sur-Tarn,Maison,112.0,4.0,sols,343.0,2686.0625
234350.0,31340,Mirepoix-sur-Tarn,Maison,97.0,5.0,sols,322.0,2415.979381443299
391510.0,31340,Mirepoix-sur-Tarn,Maison,90.0,4.0,sols,1005.0,4350.111111111111
221300.0,31340,Mirepoix-sur-Tarn,Maison,82.0,4.0,sols,644.0,2698.7804878048782
275545.0,31340,Mirepoix-sur-Tarn,Maison,100.0,4.0,sols,315.0,2755.45
30000.0,31350,Nénigan,Maison,93.0,5.0,sols,2770.0,322.5806451612903
229310.0,31230,Labastide-Paumès,Maison,179.0,4.0,sols,2480.0,1281.0614525139665
260000.0,31620,Villeneuve-lès-Bouloc,Maison,146.0,5.0,sols,1173.0,1780.8219178082193
432500.0,31620,Villeneuve-lès-Bouloc,Maison,150.0,4.0,terrains d'agrément,1184.0,2883.3333333333335
230000.0,31620,Villeneuve-lès-Bouloc,Maison,92.0,2.0,terres,1230.0,2500.0
358900.0,31620,Villeneuve-lès-Bouloc,Maison,100.0,4.0,sols,731.0,3589.0
330000.0,31620,Villeneuve-lès-Bouloc,Maison,114.0,5.0,sols,1000.0,2894.7368421052633
255235.0,31620,Villeneuve-lès-Bouloc,Maison,106.0,4.0,sols,1058.0,2407.877358490566
200000.0,31620,Villeneuve-lès-Bouloc,Maison,67.0,4.0,sols,966.0,2985.0746268656717
330000.0,31620,Villeneuve-lès-Bouloc,Maison,120.0,4.0,sols,1000.0,2750.0
299450.0,31620,Villeneuve-lès-Bouloc,Maison,132.0,4.0,terres,1034.0,2268.560606060606
62342.0,31620,Villeneuve-lès-Bouloc,Maison,92.0,4.0,sols,811.0,677.6304347826087
114716.22,31620,Villeneuve-lès-Bouloc,Maison,99.0,4.0,sols,846.0,1158.749696969697
75684.99,31620,Villeneuve-lès-Bouloc,Maison,107.0,4.0,jardins,1239.0,707.3363551401869
229900.0,31210,Franquevielle,Maison,119.0,4.0,terres,500.0,1931.9327731092437
201000.0,31210,Franquevielle,Maison,84.0,4.0,sols,2466.0,2392.8571428571427
163000.0,31210,Franquevielle,Maison,126.0,4.0,sols,613.0,1293.6507936507937
408000.0,31580,Balesta,Maison,160.0,4.0,sols,700.0,2550.0
144000.0,31580,Balesta,Maison,186.0,6.0,sols,530.0,774.1935483870968
70000.0,31580,Balesta,Maison,90.0,3.0,sols,1855.0,777.7777777777778
78500.0,31420,Montoulieu-Saint-Bernard,Maison,75.0,2.0,,0.0,1046.6666666666667
310000.0,31420,Montoulieu-Saint-Bernard,Maison,160.0,5.0,terrains d'agrément,2434.0,1937.5
160000.0,31420,Montoulieu-Saint-Bernard,Maison,85.0,5.0,sols,865.0,1882.3529411764705
213706.0,31420,Montoulieu-Saint-Bernard,Maison,70.0,4.0,terrains d'agrément,2138.0,3052.942857142857
200000.0,31260,Ausseing,Maison,110.0,3.0,sols,963.0,1818.1818181818182
170000.0,31480,Vignaux,Maison,84.0,3.0,sols,1470.0,2023.8095238095239
362000.0,31600,Saubens,Maison,102.0,4.0,sols,1501.0,3549.0196078431372
300000.0,31600,Saubens,Maison,105.0,4.0,sols,261.0,2857.1428571428573
451120.0,31600,Saubens,Maison,146.0,5.0,terrains d'agrément,533.0,3089.8630136986303
348000.0,31600,Saubens,Maison,112.0,4.0,sols,1068.0,3107.1428571428573
270000.0,31600,Saubens,Maison,85.0,4.0,sols,625.0,3176.470588235294
420000.0,31600,Saubens,Maison,139.0,4.0,,0.0,3021.5827338129498
190930.0,31600,Saubens,Maison,105.0,5.0,sols,142.0,1818.3809523809523
395900.0,31600,Saubens,Maison,129.0,4.0,sols,851.0,3068.9922480620153
260000.0,31600,Saubens,Maison,80.0,3.0,sols,301.0,3250.0
233610.0,31600,Saubens,Maison,85.0,4.0,sols,625.0,2748.3529411764707
310000.0,31600,Saubens,Maison,139.0,4.0,sols,875.0,2230.2158273381297
502150.0,31600,Saubens,Maison,206.0,6.0,sols,969.0,2437.621359223301
235300.0,31260,Cassagne,Maison,102.0,4.0,sols,500.0,2306.8627450980393
55000.0,31260,Cassagne,Maison,87.0,4.0,sols,423.0,632.183908045977
20000.0,31260,Cassagne,Maison,110.0,3.0,sols,509.0,181.8181818181818
121000.0,31260,Cassagne,Maison,74.0,4.0,sols,792.0,1635.1351351351352
110185.0,31260,Cassagne,Maison,60.0,3.0,sols,151.0,1836.4166666666667
135000.0,31260,Cassagne,Maison,120.0,3.0,sols,420.0,1125.0
130000.0,31260,Cassagne,Maison,87.0,4.0,sols,532.0,1494.2528735632184
165000.0,31260,Cassagne,Maison,177.0,7.0,sols,1681.0,932.2033898305085
149000.0,31260,Cassagne,Maison,68.0,4.0,sols,700.0,2191.176470588235
240000.0,31590,Gauré,Maison,80.0,4.0,,0.0,3000.0
200000.0,31590,Gauré,Maison,90.0,4.0,sols,800.0,2222.222222222222
180000.0,31450,Donneville,Maison,89.0,5.0,sols,1021.0,2022.4719101123596
532100.0,31450,Donneville,Maison,195.0,6.0,sols,1051.0,2728.7179487179487
389253.5,31450,Donneville,Maison,129.0,7.0,sols,1000.0,3017.468992248062
168100.0,31450,Donneville,Maison,79.0,2.0,sols,69.0,2127.8481012658226
240000.0,31450,Donneville,Maison,109.0,4.0,terrains d'agrément,772.0,2201.8348623853212
174800.0,31460,Le Cabanial,Maison,84.0,4.0,sols,358.0,2080.9523809523807
340000.0,31460,Le Cabanial,Maison,100.0,4.0,sols,4240.0,3400.0
180000.0,31460,Le Cabanial,Maison,75.0,3.0,sols,966.0,2400.0
185000.0,31460,Le Cabanial,Maison,97.0,2.0,sols,76.0,1907.2164948453608
235000.0,31460,Le Cabanial,Maison,120.0,5.0,sols,1395.0,1958.3333333333333
190000.0,31460,Le Cabanial,Maison,78.0,4.0,sols,605.0,2435.897435897436
232610.0,31460,Le Cabanial,Maison,86.0,3.0,sols,800.0,2704.767441860465
261740.0,31770,Colomiers,Maison,88.0,5.0,sols,166.0,2974.318181818182
366000.0,31770,Colomiers,Maison,155.0,5.0,sols,645.0,2361.2903225806454
170000.0,31770,Colomiers,Maison,73.0,4.0,sols,200.0,2328.7671232876714
193000.0,31770,Colomiers,Maison,60.0,3.0,sols,95.0,3216.6666666666665
326780.0,31770,Colomiers,Maison,90.0,4.0,sols,478.0,3630.8888888888887
250000.0,31770,Colomiers,Maison,91.0,4.0,sols,183.0,2747.252747252747
295000.0,31770,Colomiers,Maison,80.0,5.0,sols,675.0,3687.5
142500.0,31770,Colomiers,Maison,65.0,3.0,sols,290.0,2192.3076923076924
360420.0,31770,Colomiers,Maison,89.0,4.0,sols,323.0,4049.6629213483147
285000.0,31770,Colomiers,Maison,90.0,4.0,sols,343.0,3166.6666666666665
295200.0,31770,Colomiers,Maison,101.0,6.0,sols,361.0,2922.772277227723
254400.0,31770,Colomiers,Maison,84.0,4.0,sols,170.0,3028.5714285714284
230000.0,31770,Colomiers,Maison,108.0,4.0,sols,673.0,2129.6296296296296
375200.0,31770,Colomiers,Maison,73.0,4.0,sols,508.0,5139.726027397261
30000.0,31770,Colomiers,Maison,111.0,5.0,sols,505.0,270.27027027027026
310000.0,31770,Colomiers,Maison,94.0,4.0,sols,276.0,3297.872340425532
265000.0,31770,Colomiers,Maison,67.0,4.0,sols,441.0,3955.223880597015
308000.0,31770,Colomiers,Maison,92.0,4.0,,0.0,3347.8260869565215
552000.0,31770,Colomiers,Maison,102.0,4.0,sols,685.0,5411.764705882353
383000.0,31770,Colomiers,Maison,102.0,4.0,sols,679.0,3754.901960784314
244000.0,31770,Colomiers,Maison,84.0,4.0,sols,139.0,2904.7619047619046
265300.0,31770,Colomiers,Maison,84.0,4.0,sols,147.0,3158.3333333333335
387000.0,31770,Colomiers,Maison,108.0,5.0,sols,409.0,3583.3333333333335
625110.0,31770,Colomiers,Maison,143.0,5.0,sols,978.0,4371.398601398601
300000.0,31770,Colomiers,Maison,101.0,5.0,sols,394.0,2970.29702970297
147000.0,31770,Colomiers,Maison,109.0,5.0,sols,464.0,1348.6238532110092
377550.0,31770,Colomiers,Maison,116.0,5.0,,0.0,3254.7413793103447
315400.0,31770,Colomiers,Maison,87.0,5.0,sols,591.0,3625.287356321839
324800.0,31770,Colomiers,Maison,101.0,4.0,sols,314.0,3215.841584158416
319100.0,31770,Colomiers,Maison,93.0,5.0,sols,263.0,3431.1827956989246
526150.0,31770,Colomiers,Maison,139.0,5.0,sols,726.0,3785.251798561151
315000.0,31770,Colomiers,Maison,89.0,5.0,sols,336.0,3539.325842696629
122500.0,31770,Colomiers,Maison,100.0,5.0,sols,248.0,1225.0
260000.0,31770,Colomiers,Maison,67.0,4.0,sols,329.0,3880.597014925373
320875.0,31770,Colomiers,Maison,83.0,4.0,sols,647.0,3865.9638554216867
305900.0,31770,Colomiers,Maison,65.0,4.0,sols,308.0,4706.153846153846
240000.0,31770,Colomiers,Maison,80.0,4.0,sols,401.0,3000.0
257000.0,31770,Colomiers,Maison,78.0,4.0,sols,270.0,3294.871794871795
225000.0,31770,Colomiers,Maison,109.0,5.0,sols,363.0,2064.2201834862385
315900.0,31770,Colomiers,Maison,84.0,4.0,sols,117.0,3760.714285714286
487430.0,31770,Colomiers,Maison,119.0,5.0,sols,820.0,4096.050420168067
319000.0,31770,Colomiers,Maison,120.0,7.0,sols,382.0,2658.3333333333335
300000.0,31770,Colomiers,Maison,110.0,5.0,sols,719.0,2727.2727272727275
260000.0,31770,Colomiers,Maison,98.0,4.0,sols,600.0,2653.061224489796
388000.0,31770,Colomiers,Maison,108.0,5.0,sols,529.0,3592.5925925925926
315900.0,31770,Colomiers,Maison,86.0,4.0,sols,124.0,3673.2558139534885
262000.0,31770,Colomiers,Maison,93.0,5.0,sols,145.0,2817.2043010752686
479000.0,31770,Colomiers,Maison,128.0,5.0,sols,689.0,3742.1875
402946.0,31770,Colomiers,Maison,120.0,4.0,sols,454.0,3357.883333333333
295000.0,31770,Colomiers,Maison,100.0,3.0,sols,515.0,2950.0
315000.0,31770,Colomiers,Maison,100.0,4.0,sols,741.0,3150.0
162740.0,31770,Colomiers,Maison,104.0,6.0,sols,639.0,1564.8076923076924
314050.0,31770,Colomiers,Maison,87.0,4.0,sols,239.0,3609.770114942529
222000.0,31770,Colomiers,Maison,90.0,4.0,sols,347.0,2466.6666666666665
315900.0,31770,Colomiers,Maison,86.0,4.0,sols,124.0,3673.2558139534885
454000.0,31770,Colomiers,Maison,97.0,4.0,terrains d'agrément,265.0,4680.412371134021
305000.0,31770,Colomiers,Maison,102.0,5.0,sols,229.0,2990.1960784313724
226000.0,31770,Colomiers,Maison,106.0,6.0,sols,296.0,2132.0754716981132
340000.0,31770,Colomiers,Maison,90.0,5.0,sols,280.0,3777.777777777778
526450.0,31770,Colomiers,Maison,152.0,2.0,sols,682.0,3463.4868421052633
235990.0,31770,Colomiers,Maison,95.0,4.0,sols,202.0,2484.1052631578946
327000.0,31770,Colomiers,Maison,89.0,5.0,sols,413.0,3674.1573033707864
371000.0,31770,Colomiers,Maison,116.0,7.0,sols,507.0,3198.2758620689656
330000.0,31770,Colomiers,Maison,92.0,4.0,,0.0,3586.9565217391305
407180.0,31770,Colomiers,Maison,106.0,4.0,sols,600.0,3841.3207547169814
310000.0,31770,Colomiers,Maison,133.0,6.0,sols,392.0,2330.8270676691727
255750.0,31770,Colomiers,Maison,94.0,5.0,sols,295.0,2720.744680851064
325000.0,31770,Colomiers,Maison,101.0,5.0,sols,375.0,3217.8217821782177
290000.0,31770,Colomiers,Maison,99.0,4.0,sols,570.0,2929.2929292929293
295150.0,31770,Colomiers,Maison,92.0,5.0,sols,212.0,3208.1521739130435
325100.0,31770,Colomiers,Maison,100.0,4.0,sols,227.0,3251.0
290000.0,31770,Colomiers,Maison,111.0,5.0,sols,509.0,2612.612612612613
313520.0,31770,Colomiers,Maison,87.0,4.0,sols,245.0,3603.67816091954
523807.0,31770,Colomiers,Maison,165.0,5.0,sols,831.0,3174.5878787878787
491670.0,31770,Colomiers,Maison,135.0,5.0,sols,899.0,3642.0
230000.0,31770,Colomiers,Maison,81.0,4.0,sols,165.0,2839.5061728395062
340000.0,31770,Colomiers,Maison,102.0,4.0,sols,575.0,3333.3333333333335
392000.0,31770,Colomiers,Maison,95.0,4.0,sols,552.0,4126.315789473684
467000.0,31770,Colomiers,Maison,135.0,6.0,sols,219.0,3459.259259259259
626431.0,31770,Colomiers,Maison,171.0,6.0,sols,1234.0,3663.33918128655
247820.0,31770,Colomiers,Maison,106.0,6.0,sols,212.0,2337.9245283018868
320000.0,31770,Colomiers,Maison,92.0,5.0,sols,302.0,3478.2608695652175
317000.0,31770,Colomiers,Maison,106.0,6.0,sols,535.0,2990.566037735849
268000.0,31770,Colomiers,Maison,79.0,4.0,sols,210.0,3392.4050632911394
410000.0,31770,Colomiers,Maison,131.0,5.0,sols,509.0,3129.7709923664124
350300.0,31770,Colomiers,Maison,101.0,4.0,sols,395.0,3468.3168316831684
250000.0,31770,Colomiers,Maison,64.0,4.0,sols,280.0,3906.25
299500.0,31770,Colomiers,Maison,98.0,5.0,sols,257.0,3056.122448979592
569300.0,31770,Colomiers,Maison,220.0,5.0,terrains d'agrément,2000.0,2587.7272727272725
306600.0,31770,Colomiers,Maison,102.0,5.0,sols,476.0,3005.8823529411766
337500.0,31770,Colomiers,Maison,97.0,5.0,sols,679.0,3479.381443298969
409000.0,31770,Colomiers,Maison,163.0,6.0,sols,575.0,2509.20245398773
279000.0,31770,Colomiers,Maison,73.0,4.0,terrains a bâtir,320.0,3821.917808219178
362000.0,31770,Colomiers,Maison,113.0,5.0,sols,768.0,3203.5398230088495
220000.0,31770,Colomiers,Maison,170.0,6.0,sols,346.0,1294.1176470588234
415000.0,31770,Colomiers,Maison,130.0,6.0,sols,525.0,3192.3076923076924
245310.0,31770,Colomiers,Maison,78.0,4.0,sols,184.0,3145.0
281000.0,31770,Colomiers,Maison,86.0,5.0,sols,200.0,3267.4418604651164
451900.0,31770,Colomiers,Maison,122.0,5.0,sols,341.0,3704.098360655738
281000.0,31770,Colomiers,Maison,79.0,4.0,sols,166.0,3556.9620253164558
174900.0,31770,Colomiers,Maison,67.0,3.0,,0.0,2610.4477611940297
259000.0,31770,Colomiers,Maison,67.0,4.0,sols,157.0,3865.6716417910447
360000.0,31770,Colomiers,Maison,94.0,4.0,sols,467.0,3829.7872340425533
240000.0,31770,Colomiers,Maison,73.0,3.0,,0.0,3287.671232876712
270610.0,31770,Colomiers,Maison,87.0,4.0,sols,293.0,3110.4597701149423
243000.0,31770,Colomiers,Maison,71.0,3.0,sols,126.0,3422.5352112676055
287280.0,31770,Colomiers,Maison,93.0,5.0,sols,205.0,3089.032258064516
258140.0,31770,Colomiers,Maison,98.0,5.0,sols,568.0,2634.081632653061
250000.0,31770,Colomiers,Maison,92.0,5.0,sols,424.0,2717.391304347826
314500.0,31770,Colomiers,Maison,120.0,5.0,sols,166.0,2620.8333333333335
313000.0,31770,Colomiers,Maison,113.0,5.0,sols,474.0,2769.9115044247787
464950.0,31770,Colomiers,Maison,132.0,6.0,sols,603.0,3522.348484848485
290477.0,31770,Colomiers,Maison,90.0,6.0,sols,263.0,3227.5222222222224
259900.0,31770,Colomiers,Maison,73.0,4.0,,0.0,3560.27397260274
195500.0,31770,Colomiers,Maison,96.0,5.0,sols,145.0,2036.4583333333333
180100.0,31770,Colomiers,Maison,89.0,4.0,sols,550.0,2023.5955056179776
360000.0,31770,Colomiers,Maison,172.0,5.0,sols,551.0,2093.0232558139537
266500.0,31770,Colomiers,Maison,88.0,4.0,sols,43.0,3028.409090909091
290000.0,31770,Colomiers,Maison,97.0,5.0,sols,977.0,2989.6907216494847
544593.0,31770,Colomiers,Maison,119.0,4.0,sols,786.0,4576.411764705882
460000.0,31770,Colomiers,Maison,161.0,6.0,sols,630.0,2857.1428571428573
210000.0,31770,Colomiers,Maison,94.0,5.0,sols,337.0,2234.0425531914893
205100.0,31770,Colomiers,Maison,91.0,5.0,sols,161.0,2253.846153846154
417100.0,31770,Colomiers,Maison,129.0,5.0,sols,630.0,3233.3333333333335
324400.0,31770,Colomiers,Maison,80.0,3.0,sols,497.0,4055.0
372300.0,31770,Colomiers,Maison,94.0,4.0,sols,537.0,3960.6382978723404
210000.0,31770,Colomiers,Maison,89.0,5.0,sols,251.0,2359.550561797753
302500.0,31770,Colomiers,Maison,88.0,5.0,sols,315.0,3437.5
304000.0,31770,Colomiers,Maison,100.0,6.0,sols,561.0,3040.0
276970.0,31770,Colomiers,Maison,81.0,4.0,sols,155.0,3419.382716049383
411800.0,31770,Colomiers,Maison,117.0,5.0,sols,800.0,3519.6581196581196
266350.0,31770,Colomiers,Maison,81.0,4.0,,0.0,3288.2716049382716
260000.0,31770,Colomiers,Maison,84.0,5.0,sols,275.0,3095.2380952380954
255000.0,31770,Colomiers,Maison,96.0,5.0,sols,198.0,2656.25
214800.0,31770,Colomiers,Maison,71.0,4.0,sols,127.0,3025.3521126760565
533250.0,31770,Colomiers,Maison,135.0,5.0,sols,500.0,3950.0
418500.0,31770,Colomiers,Maison,99.0,4.0,sols,406.0,4227.272727272727
326420.0,31770,Colomiers,Maison,94.0,4.0,sols,602.0,3472.553191489362
437500.0,31770,Colomiers,Maison,127.0,5.0,sols,1060.0,3444.8818897637793
505000.0,31770,Colomiers,Maison,119.0,5.0,sols,724.0,4243.697478991597
308040.0,31770,Colomiers,Maison,91.0,4.0,sols,383.0,3385.054945054945
196974.0,31770,Colomiers,Maison,81.0,4.0,sols,193.0,2431.777777777778
482800.0,31770,Colomiers,Maison,164.0,6.0,sols,590.0,2943.9024390243903
264300.0,31770,Colomiers,Maison,90.0,4.0,sols,214.0,2936.6666666666665
307036.0,31770,Colomiers,Maison,92.0,4.0,,0.0,3337.3478260869565
330520.0,31770,Colomiers,Maison,143.0,5.0,sols,596.0,2311.328671328671
254952.0,31770,Colomiers,Maison,88.0,4.0,sols,40.0,2897.181818181818
480000.0,31770,Colomiers,Maison,105.0,4.0,sols,1083.0,4571.428571428572
223250.0,31770,Colomiers,Maison,77.0,4.0,sols,186.0,2899.3506493506493
274550.0,31770,Colomiers,Maison,84.0,4.0,sols,181.0,3268.4523809523807
262180.03,31770,Colomiers,Maison,89.0,4.0,sols,278.0,2945.8430337078653
265000.0,31770,Colomiers,Maison,116.0,7.0,sols,301.0,2284.4827586206898
239700.0,31770,Colomiers,Maison,107.0,6.0,sols,312.0,2240.1869158878503
265000.0,31770,Colomiers,Maison,99.0,5.0,sols,291.0,2676.7676767676767
243150.0,31770,Colomiers,Maison,97.0,5.0,sols,425.0,2506.701030927835
266985.0,31770,Colomiers,Maison,96.0,5.0,sols,139.0,2781.09375
416470.0,31770,Colomiers,Maison,134.0,6.0,sols,574.0,3107.9850746268658
300000.0,31770,Colomiers,Maison,172.0,7.0,sols,725.0,1744.1860465116279
320800.0,31770,Colomiers,Maison,101.0,5.0,sols,241.0,3176.237623762376
215400.0,31770,Colomiers,Maison,83.0,4.0,sols,511.0,2595.1807228915663
350000.0,31770,Colomiers,Maison,108.0,5.0,sols,800.0,3240.740740740741
412850.0,31770,Colomiers,Maison,110.0,4.0,sols,417.0,3753.181818181818
292529.0,31770,Colomiers,Maison,87.0,4.0,sols,162.0,3362.402298850575
399900.0,31770,Colomiers,Maison,122.0,6.0,terrains d'agrément,331.0,3277.8688524590166
378700.0,31770,Colomiers,Maison,106.0,5.0,sols,507.0,3572.6415094339623
266050.0,31770,Colomiers,Maison,73.0,4.0,,0.0,3644.5205479452056
203700.0,31770,Colomiers,Maison,124.0,6.0,sols,223.0,1642.741935483871
431738.0,31770,Colomiers,Maison,124.0,6.0,sols,535.0,3481.7580645161293
297000.0,31770,Colomiers,Maison,97.0,4.0,sols,187.0,3061.855670103093
437352.0,31770,Colomiers,Maison,128.0,5.0,sols,838.0,3416.8125
175000.0,31770,Colomiers,Maison,66.0,3.0,sols,144.0,2651.5151515151515
325140.0,31770,Colomiers,Maison,98.0,4.0,sols,265.0,3317.7551020408164
311310.0,31770,Colomiers,Maison,100.0,5.0,sols,288.0,3113.1
165000.0,31770,Colomiers,Maison,88.0,5.0,sols,171.0,1875.0
255300.0,31770,Colomiers,Maison,92.0,5.0,,0.0,2775.0
310000.0,31770,Colomiers,Maison,97.0,3.0,sols,578.0,3195.8762886597938
569400.0,31770,Colomiers,Maison,158.0,5.0,sols,1361.0,3603.7974683544303
240900.0,31770,Colomiers,Maison,89.0,4.0,sols,302.0,2706.741573033708
268140.0,31770,Colomiers,Maison,92.0,5.0,sols,188.0,2914.5652173913045
538823.0,31770,Colomiers,Maison,146.0,6.0,sols,910.0,3690.568493150685
241600.0,31770,Colomiers,Maison,67.0,3.0,sols,40.0,3605.9701492537315
290980.0,31770,Colomiers,Maison,109.0,4.0,sols,588.0,2669.5412844036696
211232.0,31770,Colomiers,Maison,62.0,3.0,sols,199.0,3406.967741935484
138000.0,31220,Saint-Michel,Maison,47.0,4.0,,0.0,2936.1702127659573
124000.0,31220,Saint-Michel,Maison,126.0,4.0,sols,60.0,984.1269841269841
142500.0,31220,Saint-Michel,Maison,130.0,5.0,sols,234.0,1096.1538461538462
164000.0,31220,Saint-Michel,Maison,120.0,5.0,sols,478.0,1366.6666666666667
230550.0,31220,Saint-Michel,Maison,155.0,5.0,terrains d'agrément,1006.0,1487.4193548387098
533350.0,31220,Saint-Michel,Maison,120.0,5.0,sols,1545.0,4444.583333333333
