code_postal,surface_reelle_bati,nombre_pieces_principales,surface_terrain,exterieur,log_valeur_fonciere
31650,97.0,5.0,115.0,1,12.435102836533057
31650,127.0,4.0,687.0,1,12.873776369186691
31650,81.0,4.0,105.0,1,11.80560254159177
31650,67.0,4.0,925.0,1,12.506180941677355
31560,100.0,4.0,1388.0,1,12.487488878546143
31560,88.0,3.0,59.0,1,11.884495917930655
31560,199.0,5.0,1259.0,1,13.049794835104816
31560,81.0,4.0,500.0,1,12.301387370778713
31560,39.0,2.0,490.0,1,10.915088464214609
31560,52.0,3.0,90.0,1,11.574970254341755
31560,55.0,2.0,591.0,1,12.230770136157428
31560,97.0,4.0,87.0,1,11.686887175419702
31560,123.0,5.0,852.0,1,11.59093225541619
31560,106.0,4.0,1500.0,1,12.506180941677355
31560,55.0,3.0,42.0,1,11.461642696843066
31560,70.0,4.0,860.0,1,11.849404844423074
31560,110.0,5.0,1109.0,1,12.462345316938254
31560,95.0,4.0,1206.0,1,12.429220196836384
31560,80.0,4.0,99.0,1,11.686887175419702
31560,76.0,3.0,704.0,1,11.338583982516496
31560,130.0,7.0,630.0,1,12.384223015005311
31560,85.0,4.0,664.0,1,12.345838935721968
31560,61.0,3.0,90.0,1,11.511934974596556
31560,100.0,3.0,92.0,1,12.08954444723597
31560,130.0,5.0,69.0,1,11.933948911994245
31560,112.0,4.0,696.0,1,12.535379989788607
31560,59.0,3.0,2300.0,1,12.354496960983983
31560,100.0,5.0,500.0,1,12.206077645517674
31560,65.0,4.0,1006.0,1,12.345838935721968
31560,87.0,3.0,87.0,1,11.350418300109132
31560,98.0,4.0,557.0,1,12.237091546357338
31560,135.0,4.0,449.0,1,12.28535044535166
31560,49.0,1.0,666.0,1,12.022456250795278
31560,101.0,4.0,150.0,1,12.62741438362914
31560,119.0,3.0,227.0,1,11.918397239722838
31560,106.0,5.0,1349.0,1,12.388398368982116
31510,22.0,1.0,1190.0,1,11.326607934898927
31510,84.0,3.0,145.0,1,10.184937747111393
31510,162.0,6.0,1219.0,1,12.618185607609805
31510,107.0,5.0,240.0,1,11.951186847493476
31510,151.0,4.0,1168.0,1,12.314796997142643
31580,103.0,4.0,1392.0,1,12.167856627501678
31580,19.0,0.0,499.0,1,11.732069026983156
31580,143.0,5.0,729.0,1,12.506180941677355
31580,40.0,3.0,260.0,1,10.66897865021924
31510,122.0,6.0,259.0,1,12.345838935721968
31510,100.0,5.0,377.0,1,11.81303746480054
31260,110.0,3.0,963.0,1,12.206077645517674
31540,160.0,7.0,2000.0,1,12.738622578390324
31110,120.0,4.0,280.0,1,12.084362533995256
31800,212.0,3.0,950.0,1,11.3115556362825
31800,100.0,4.0,1368.0,1,12.18152889685902
31800,100.0,4.0,1124.0,1,12.078699395420928
31800,102.0,5.0,1000.0,1,11.51293546492023
31800,90.0,4.0,128.0,1,11.156264806643742
31800,64.0,3.0,845.0,1,12.640776116195056
31800,142.0,5.0,465.0,1,11.736077016252436
31800,65.0,2.0,213.0,1,11.407576060361786
31800,165.0,5.0,527.0,1,11.502885230075814
31800,190.0,4.0,1385.0,1,12.63460628389302
31800,63.0,2.0,305.0,1,11.170449240431308
31800,122.0,4.0,500.0,1,12.261038936200617
31180,84.0,4.0,0.0,0,12.691583538230216
31180,80.0,3.0,1013.0,1,12.861003808061623
31180,128.0,6.0,500.0,1,13.344067493228174
31180,152.0,5.0,500.0,1,13.353476685668044
31180,145.0,6.0,688.0,1,13.177232172065642
31180,110.0,4.0,635.0,1,12.95749109270188
31180,115.0,5.0,500.0,1,12.154784614286667
31180,100.0,4.0,1173.0,1,13.122365377402328
31390,97.0,4.0,510.0,1,12.561124773414935
31390,117.0,5.0,450.0,1,12.367345048436391
31390,133.0,4.0,540.0,1,12.493133274926212
31390,112.0,4.0,231.0,1,11.820417517632333
31390,72.0,4.0,362.0,1,12.287611157008122
31390,220.0,5.0,48.0,1,12.765405536311112
31390,80.0,4.0,715.0,1,12.524530013005734
31390,72.0,3.0,257.0,1,12.04355959836804
31390,102.0,5.0,516.0,1,12.441148720271016
31390,69.0,3.0,1564.0,1,12.245730763008234
31390,100.0,3.0,132.0,1,12.345838935721968
31390,121.0,6.0,370.0,1,12.437949946378351
31390,120.0,4.0,172.0,1,12.433212202169727
31390,128.0,5.0,802.0,1,12.713826556412922
31390,130.0,3.0,707.0,1,11.561725152903833
31390,110.0,3.0,681.0,1,12.531776395271262
31390,88.0,4.0,786.0,1,12.100717685412471
31390,101.0,4.0,672.0,1,12.63460628389302
31390,72.0,5.0,624.0,1,11.156264806643742
31390,84.0,3.0,150.0,1,11.51293546492023
31390,82.0,4.0,1500.0,1,11.918397239722838
31390,110.0,4.0,82.0,1,11.918397239722838
31390,102.0,5.0,797.0,1,12.562000810699038
31390,127.0,4.0,1342.0,1,12.542012597655985
31390,113.0,4.0,1000.0,1,12.577639650232571
31390,82.0,5.0,1487.0,1,12.469632349021774
31390,143.0,5.0,844.0,1,12.952051811085882
31390,96.0,2.0,3000.0,1,12.505810504075184
31390,100.0,4.0,201.0,1,10.819798284210286
31390,73.0,3.0,174.0,1,12.360170466817587
31390,130.0,6.0,323.0,1,12.625279567594836
31390,90.0,4.0,500.0,1,12.49223230970634
31390,111.0,5.0,588.0,1,12.41024130687912
31390,80.0,6.0,392.0,1,12.433212202169727
31390,200.0,5.0,920.0,1,12.81121067876591
31390,144.0,4.0,578.0,1,12.896719202134523
31390,122.0,4.0,500.0,1,12.501726607862306
31390,221.0,5.0,1339.0,1,12.345838935721968
31390,164.0,6.0,562.0,1,12.592426287435291
31390,108.0,4.0,1000.0,1,12.669023336174993
31390,116.0,5.0,482.0,1,12.650761671914688
31390,160.0,5.0,349.0,1,13.21526338234196
31390,70.0,5.0,507.0,1,12.653162625766091
31390,77.0,3.0,240.0,1,12.323860125621126
31390,90.0,4.0,189.0,1,11.289794413577894
31390,70.0,3.0,240.0,1,12.220966184120163
31390,160.0,5.0,1334.0,1,11.730058992216229
31390,87.0,4.0,804.0,1,12.425212191503038
31390,100.0,5.0,2937.0,1,12.345838935721968
31390,108.0,4.0,705.0,1,12.73080413304066
31390,129.0,6.0,80.0,1,12.283038316285214
31390,49.0,3.0,43.0,1,13.34902234240482
31800,160.0,6.0,495.0,1,12.24793889462678
31800,120.0,5.0,703.0,1,11.919496627840912
31800,207.0,8.0,603.0,1,12.013706813470414
31800,150.0,6.0,323.0,1,11.661354090741
31800,99.0,4.0,698.0,1,11.849404844423074
31800,94.0,4.0,646.0,1,11.908346971208951
31800,148.0,6.0,543.0,1,10.819798284210286
31800,69.0,2.0,275.0,1,10.463131911491969
31800,86.0,5.0,255.0,1,11.177466714598282
31800,92.0,6.0,730.0,1,11.775297421715829
31800,86.0,4.0,145.0,1,11.127277689932466
31800,60.0,4.0,105.0,1,10.12667110305036
31800,90.0,3.0,475.0,1,12.14632794896594
31460,88.0,4.0,750.0,1,12.367345048436391
31460,117.0,6.0,2067.0,1,12.894209796826232
31320,194.0,6.0,1000.0,1,13.229514089703514
31320,135.0,5.0,1865.0,1,13.270785106659046
31320,72.0,4.0,709.0,1,12.724869415131389
31320,100.0,4.0,2610.0,1,12.592307362583766
31320,235.0,7.0,2000.0,1,13.235693848424024
31320,150.0,5.0,808.0,1,12.206077645517674
31530,93.0,4.0,423.0,1,12.468440756144114
31530,82.0,4.0,0.0,0,12.153204427390495
31530,50.0,2.0,52.0,1,10.86858749601736
31530,82.0,3.0,255.0,1,12.296831574998258
31530,117.0,5.0,240.0,1,12.367345048436391
31530,72.0,1.0,672.0,1,12.486733879472904
31530,90.0,5.0,1076.0,1,10.859018228147889
31530,92.0,4.0,381.0,1,12.574185427296197
31530,104.0,4.0,638.0,1,12.577639650232571
31530,67.0,3.0,145.0,1,11.736077016252436
31530,86.0,4.0,147.0,1,12.037955723528178
31530,88.0,4.0,155.0,1,12.041056482892571
31530,84.0,4.0,270.0,1,12.031725210748633
31530,81.0,4.0,1615.0,1,12.241396352130646
31530,110.0,4.0,135.0,1,12.318959268856462
31530,103.0,4.0,717.0,1,12.69186042211919
31530,88.0,4.0,491.0,1,12.508031074119511
31530,115.0,4.0,24.0,1,12.022756594390604
31530,92.0,4.0,533.0,1,12.504920893554695
31800,117.0,4.0,549.0,1,12.190964083849376
31570,88.0,4.0,604.0,1,12.821260987319455
31570,115.0,4.0,837.0,1,12.128116509451258
31570,139.0,4.0,700.0,1,13.210064683005138
31570,94.0,3.0,8050.0,1,13.081543466215235
31570,103.0,4.0,650.0,1,12.881618324538298
31570,95.0,4.0,312.0,1,12.663500657121004
31570,136.0,4.0,3135.0,1,13.122365377402328
31350,176.0,3.0,2708.0,1,12.691583538230216
31110,80.0,3.0,1836.0,1,12.345838935721968
31110,128.0,4.0,893.0,1,12.493133274926212
31110,120.0,5.0,620.0,1,11.744045122410055
31110,151.0,7.0,1561.0,1,12.917798665647773
31450,160.0,5.0,2155.0,1,12.687266554396556
31450,84.0,5.0,0.0,0,12.446863562054451
31450,85.0,4.0,354.0,1,12.180759965737863
31480,103.0,5.0,1000.0,1,12.44627388376583
31410,67.0,3.0,115.0,1,10.59665973278358
31410,128.0,4.0,831.0,1,12.59946854621754
31310,91.0,4.0,45.0,1,11.094390314766317
31310,96.0,5.0,915.0,1,11.918397239722838
31310,48.0,3.0,994.0,1,11.928347504569842
31310,90.0,4.0,921.0,1,12.388398368982116
31310,70.0,3.0,56.0,1,11.350418300109132
31310,56.0,1.0,135.0,1,12.337105293891872
31310,106.0,4.0,1678.0,1,12.367345048436391
31310,84.0,4.0,1139.0,1,11.652696102959752
31310,91.0,4.0,63.0,1,11.60824473564232
31310,62.0,3.0,100.0,1,11.775297421715829
31310,47.0,3.0,70.0,1,12.045909761904731
31310,90.0,4.0,1237.0,1,12.100717685412471
31310,78.0,4.0,54.0,1,11.561725152903833
31310,78.0,4.0,160.0,1,10.799595985047786
31310,201.0,5.0,1290.0,1,12.66766915880389
31310,88.0,4.0,732.0,1,12.25629511679123
31310,130.0,3.0,164.0,1,12.04355959836804
31310,150.0,6.0,990.0,1,12.230770136157428
31310,79.0,5.0,45.0,1,11.904974309480185
31310,134.0,4.0,220.0,1,11.982935344196433
31310,92.0,4.0,965.0,1,12.190964083849376
31310,98.0,2.0,115.0,1,11.951186847493476
31310,56.0,3.0,439.0,1,11.775297421715829
31310,90.0,3.0,95.0,1,11.225256725762891
31840,98.0,5.0,604.0,1,12.59473402514672
31840,82.0,4.0,580.0,1,12.60585832282709
31840,60.0,2.0,227.0,1,11.156264806643742
31840,71.0,3.0,268.0,1,12.15214958053555
31840,116.0,5.0,802.0,1,12.727099063830192
31840,113.0,5.0,710.0,1,12.706850963741102
31840,112.0,5.0,907.0,1,12.660331092405906
31840,175.0,5.0,1000.0,1,12.04355959836804
31840,95.0,3.0,205.0,1,11.776066350866136
31840,72.0,5.0,1000.0,1,12.345838935721968
31840,93.0,4.0,0.0,0,12.48560031099168
31840,109.0,6.0,970.0,1,12.652362948153474
31840,78.0,4.0,281.0,1,12.434486285499895
31840,124.0,5.0,833.0,1,12.691583538230216
31840,96.0,4.0,392.0,1,12.651642691134644
31840,118.0,4.0,1000.0,1,12.991573366613755
31840,127.0,4.0,1215.0,1,12.98248042770808
31840,101.0,4.0,1495.0,1,12.622019296508729
31840,148.0,6.0,704.0,1,12.836016413298626
31840,113.0,4.0,1196.0,1,12.732149377656704
31840,127.0,4.0,181.0,1,12.899222326086994
31840,81.0,4.0,1200.0,1,12.45488784222084
31840,156.0,6.0,1039.0,1,13.034626646500053
31840,68.0,5.0,980.0,1,12.28535044535166
31840,95.0,5.0,403.0,1,11.918397239722838
31840,68.0,3.0,114.0,1,12.208574513247497
31840,140.0,5.0,987.0,1,12.884108726347916
31840,109.0,3.0,848.0,1,12.652746873216016
31840,100.0,3.0,650.0,1,12.653961664405363
31840,231.0,6.0,1652.0,1,13.24599770525702
31840,115.0,5.0,783.0,1,12.838144634032156
31840,36.0,2.0,420.0,1,11.60824473564232
31840,95.0,5.0,360.0,1,11.468984026707243
31840,123.0,4.0,1040.0,1,12.6748286217805
31840,91.0,4.0,1192.0,1,12.100717685412471
31840,107.0,4.0,871.0,1,12.888237237642354
31840,100.0,4.0,812.0,1,12.73670383776449
31840,88.0,4.0,800.0,1,12.676391849976817
31840,90.0,6.0,360.0,1,12.63460628389302
31840,87.0,4.0,371.0,1,12.593886211099544
31840,98.0,4.0,922.0,1,12.581769029364706
31840,83.0,4.0,347.0,1,12.764329796650726
31840,96.0,4.0,246.0,1,12.76597696326544
31840,151.0,6.0,921.0,1,13.119441111742171
31840,105.0,3.0,500.0,1,12.53816387094936
31840,95.0,4.0,1230.0,1,12.57677721244712
31840,93.0,4.0,0.0,0,12.577639650232571
31840,120.0,4.0,1355.0,1,12.457729792853977
31840,133.0,4.0,1709.0,1,12.206077645517674
31840,130.0,4.0,1132.0,1,12.85461725669396
31840,103.0,5.0,530.0,1,12.76466791291159
31840,175.0,5.0,1253.0,1,12.206077645517674
31840,90.0,3.0,600.0,1,12.409017571151187
31840,123.0,4.0,483.0,1,12.710480720812354
31840,68.0,3.0,288.0,1,11.982935344196433
31840,120.0,4.0,889.0,1,12.937625303182614
31840,123.0,5.0,816.0,1,12.657151449598697
31840,165.0,6.0,1148.0,1,12.611541086966117
31840,84.0,5.0,1093.0,1,12.59473402514672
31840,97.0,5.0,687.0,1,12.628070334272698
31620,146.0,5.0,1173.0,1,12.468440756144114
31620,150.0,4.0,1184.0,1,12.977339917490127
31620,92.0,2.0,1230.0,1,12.345838935721968
31620,100.0,4.0,731.0,1,12.790801863423264
31620,114.0,5.0,1000.0,1,12.706850963741102
31620,106.0,4.0,1058.0,1,12.449943886334644
31620,67.0,4.0,966.0,1,12.206077645517674
31620,120.0,4.0,1000.0,1,12.706850963741102
31620,132.0,4.0,1034.0,1,12.609706077142702
31620,92.0,4.0,811.0,1,11.040406675358824
31620,99.0,4.0,846.0,1,11.650225422624905
31620,107.0,4.0,1239.0,1,11.234348349642264
31210,106.0,4.0,478.0,1,11.156264806643742
31210,90.0,4.0,311.0,1,12.07254696717504
31210,85.0,4.0,770.0,1,11.918397239722838
31210,81.0,2.0,422.0,1,12.031725210748633
31210,160.0,5.0,687.0,1,12.1034361940161
31320,130.0,6.0,726.0,1,12.793862088206213
31320,127.0,5.0,950.0,1,12.670438537558448
31320,120.0,5.0,0.0,0,12.899222326086994
31320,120.0,5.0,0.0,0,12.54254845357358
31320,79.0,2.0,1980.0,1,12.388398368982116
31120,137.0,5.0,930.0,1,13.205786825468111
31120,162.0,5.0,666.0,1,13.125560261919276
31120,141.0,5.0,1000.0,1,12.976183182038383
31120,141.0,4.0,1534.0,1,12.893028197457047
31120,125.0,4.0,1053.0,1,13.29522533291766
31120,86.0,3.0,47.0,1,12.345838935721968
31120,117.0,4.0,754.0,1,12.790244451361485
31120,211.0,6.0,655.0,1,13.1364654737788
31120,124.0,5.0,615.0,1,12.869922314709145
31120,103.0,4.0,860.0,1,12.789965628771702
31120,161.0,6.0,2263.0,1,13.081543466215235
31120,89.0,4.0,1150.0,1,13.170964952363365
31120,149.0,3.0,1925.0,1,13.304686600863562
31120,130.0,5.0,978.0,1,13.030469555199032
31120,158.0,5.0,0.0,0,13.132315688453556
31120,103.0,5.0,302.0,1,12.506180941677355
31120,114.0,5.0,0.0,0,12.54254845357358
31350,90.0,4.0,5450.0,1,11.775297421715829
31310,80.0,2.0,730.0,1,11.904974309480185
31310,100.0,4.0,260.0,1,11.417196197360877
31450,107.0,6.0,1451.0,1,13.171155446333852
31450,70.0,3.0,350.0,1,12.80902429414634
31450,201.0,9.0,1720.0,1,13.222409597172716
31450,108.0,5.0,516.0,1,12.878126416092265
31450,160.0,6.0,1677.0,1,13.262996244762029
31450,98.0,3.0,1500.0,1,12.676079399771028
31450,82.0,4.0,1500.0,1,11.744045122410055
31450,152.0,7.0,1000.0,1,12.468440756144114
31160,45.0,3.0,296.0,1,11.277595459541718
31160,120.0,4.0,880.0,1,12.07254696717504
31160,97.0,3.0,66.0,1,11.289794413577894
31250,80.0,3.0,102.0,1,12.128116509451258
31250,91.0,4.0,469.0,1,12.128116509451258
31250,90.0,4.0,519.0,1,12.215423787004244
31250,145.0,6.0,136.0,1,11.461642696843066
31250,172.0,7.0,952.0,1,12.657151449598697
31250,88.0,4.0,700.0,1,12.323860125621126
31250,120.0,5.0,179.0,1,11.982935344196433
31250,150.0,7.0,326.0,1,12.367345048436391
31250,192.0,6.0,828.0,1,12.817741296450723
31250,96.0,4.0,513.0,1,12.222442918443496
31250,36.0,2.0,90.0,1,11.002116507732016
31250,120.0,3.0,895.0,1,12.259618151783464
31250,52.0,3.0,117.0,1,11.798863517502989
31250,94.0,3.0,194.0,1,11.967187086434018
31250,64.0,3.0,0.0,0,11.60824473564232
31250,87.0,4.0,560.0,1,12.08391066125752
31250,100.0,5.0,626.0,1,12.055255569732177
31250,80.0,5.0,1047.0,1,12.449022745701502
31250,62.0,3.0,296.0,1,11.678448377988165
31250,56.0,3.0,22.0,1,10.165890277802454
31250,35.0,2.0,32.0,1,11.277215789596893
31250,108.0,5.0,338.0,1,12.230770136157428
31250,150.0,6.0,1035.0,1,12.54254845357358
31250,106.0,4.0,1010.0,1,12.260707600346098
31250,170.0,6.0,440.0,1,12.264346270624156
31250,117.0,4.0,1013.0,1,12.485033044520067
31250,95.0,5.0,655.0,1,12.128116509451258
31250,86.0,4.0,637.0,1,12.36777048802826
31250,83.0,4.0,1620.0,1,13.07107218827772
31250,96.0,4.0,302.0,1,12.345838935721968
31250,94.0,3.0,996.0,1,12.388398368982116
31250,100.0,5.0,286.0,1,12.06105265381003
31250,80.0,4.0,180.0,1,11.937218869659372
31250,95.0,5.0,172.0,1,11.758386126675468
31250,88.0,4.0,0.0,0,12.180759965737863
31250,99.0,4.0,0.0,0,12.367345048436391
31250,208.0,8.0,0.0,0,12.724869415131389
31250,248.0,6.0,382.0,1,11.918397239722838
31250,106.0,5.0,500.0,1,12.42420767511326
31250,137.0,5.0,2057.0,1,12.07254696717504
31250,89.0,5.0,492.0,1,12.301387370778713
31250,95.0,4.0,45.0,1,12.100717685412471
31250,140.0,3.0,568.0,1,12.43181681231066
31250,107.0,4.0,351.0,1,12.031725210748633
