valeur_fonciere,code_postal,nom_commune,type_local,surface_reelle_bati,nombre_pieces_principales,nature_culture,surface_terrain,year,prix_mcarre
332500.0,31240,L'Union,Maison,125.0,5.0,sols,974.0,2022,2660.0
380000.0,31240,L'Union,Maison,112.0,6.0,sols,406.0,2022,3392.8571428571427
237000.0,31240,L'Union,Maison,66.0,4.0,sols,510.0,2022,3590.909090909091
301700.0,31240,L'Union,Maison,111.0,4.0,sols,578.0,2022,2718.018018018018
451000.0,31240,L'Union,Maison,143.0,6.0,sols,671.0,2022,3153.846153846154
279000.0,31240,L'Union,Maison,146.0,5.0,sols,544.0,2022,1910.958904109589
431630.0,31240,L'Union,Maison,115.0,5.0,sols,560.0,2022,3753.304347826087
326000.0,31240,L'Union,Maison,64.0,4.0,sols,389.0,2022,5093.75
373050.0,31240,L'Union,Maison,116.0,5.0,sols,834.0,2022,3215.948275862069
330000.0,31240,L'Union,Maison,84.0,4.0,sols,435.0,2022,3928.5714285714284
496250.0,31240,L'Union,Maison,163.0,5.0,sols,1000.0,2022,3044.478527607362
371000.0,31240,L'Union,Maison,82.0,4.0,sols,481.0,2022,4524.390243902439
363450.0,31240,L'Union,Maison,110.0,6.0,sols,544.0,2022,3304.090909090909
425725.0,31240,L'Union,Maison,91.0,5.0,sols,407.0,2022,4678.2967032967035
362200.0,31240,L'Union,Maison,78.0,4.0,sols,450.0,2022,4643.589743589743
353200.0,31240,L'Union,Maison,94.0,5.0,sols,419.0,2022,3757.446808510638
344316.0,31240,L'Union,Maison,96.0,4.0,,0.0,2022,3586.625
297100.0,31240,L'Union,Maison,80.0,5.0,sols,437.0,2022,3713.75
295000.0,31240,L'Union,Maison,180.0,6.0,sols,440.0,2022,1638.888888888889
320000.0,31240,L'Union,Maison,76.0,5.0,sols,409.0,2022,4210.526315789473
33335.0,31240,L'Union,Maison,67.0,4.0,sols,908.0,2022,497.53731343283584
542100.0,31240,L'Union,Maison,128.0,4.0,sols,552.0,2022,4235.15625
335000.0,31240,L'Union,Maison,115.0,6.0,sols,361.0,2022,2913.0434782608695
548550.0,31240,L'Union,Maison,150.0,5.0,sols,560.0,2022,3657.0
468000.0,31240,L'Union,Maison,106.0,5.0,sols,717.0,2022,4415.094339622641
300000.0,31240,L'Union,Maison,88.0,3.0,sols,461.0,2022,3409.090909090909
375000.0,31240,L'Union,Maison,115.0,5.0,sols,610.0,2022,3260.8695652173915
310636.0,31240,L'Union,Maison,94.0,4.0,sols,227.0,2022,3304.6382978723404
478250.0,31240,L'Union,Maison,120.0,5.0,sols,722.0,2022,3985.4166666666665
343550.0,31240,L'Union,Maison,78.0,4.0,sols,487.0,2022,4404.48717948718
275000.0,31240,L'Union,Maison,112.0,4.0,sols,508.0,2022,2455.3571428571427
360000.0,31240,L'Union,Maison,98.0,4.0,sols,719.0,2022,3673.469387755102
341000.0,31240,L'Union,Maison,130.0,6.0,sols,630.0,2022,2623.076923076923
375570.0,31240,L'Union,Maison,110.0,4.0,sols,603.0,2022,3414.2727272727275
165000.0,31240,L'Union,Maison,84.0,5.0,sols,451.0,2022,1964.2857142857142
302350.0,31240,L'Union,Maison,81.0,5.0,sols,565.0,2022,3732.716049382716
376000.0,31240,L'Union,Maison,164.0,6.0,sols,767.0,2022,2292.682926829268
500000.0,31240,L'Union,Maison,178.0,5.0,sols,650.0,2022,2808.9887640449438
425000.0,31240,L'Union,Maison,133.0,4.0,sols,739.0,2022,3195.4887218045114
506650.0,31240,L'Union,Maison,151.0,4.0,sols,547.0,2022,3355.298013245033
275500.0,31240,L'Union,Maison,78.0,4.0,sols,516.0,2022,3532.051282051282
322590.0,31240,L'Union,Maison,80.0,3.0,sols,492.0,2022,4032.375
378000.0,31240,L'Union,Maison,85.0,4.0,sols,514.0,2022,4447.058823529412
307000.0,31240,L'Union,Maison,76.0,5.0,sols,502.0,2022,4039.4736842105262
350000.0,31240,L'Union,Maison,85.0,5.0,sols,355.0,2022,4117.64705882353
226100.0,31240,L'Union,Maison,92.0,3.0,sols,575.0,2022,2457.608695652174
544000.0,31240,L'Union,Maison,128.0,6.0,sols,1004.0,2022,4250.0
138250.0,31240,L'Union,Maison,106.0,4.0,sols,551.0,2022,1304.245283018868
411225.0,31240,L'Union,Maison,124.0,5.0,terres,940.0,2022,3316.3306451612902
278058.0,31240,L'Union,Maison,64.0,4.0,sols,412.0,2022,4344.65625
340050.0,31240,L'Union,Maison,126.0,5.0,sols,533.0,2022,2698.809523809524
545970.0,31240,L'Union,Maison,218.0,8.0,sols,514.0,2022,2504.4495412844035
276000.0,31240,L'Union,Maison,76.0,5.0,sols,491.0,2022,3631.5789473684213
620000.0,31240,L'Union,Maison,127.0,6.0,sols,848.0,2022,4881.889763779527
511500.0,31240,L'Union,Maison,128.0,5.0,sols,627.0,2022,3996.09375
272000.0,31240,L'Union,Maison,67.0,4.0,sols,467.0,2022,4059.7014925373132
328500.0,31240,L'Union,Maison,80.0,4.0,sols,437.0,2022,4106.25
563600.0,31240,L'Union,Maison,102.0,4.0,sols,1436.0,2022,5525.490196078431
613100.0,31240,L'Union,Maison,125.0,4.0,sols,492.0,2022,4904.8
487450.0,31240,L'Union,Maison,103.0,5.0,sols,634.0,2022,4732.52427184466
450000.0,31240,L'Union,Maison,140.0,6.0,sols,945.0,2022,3214.285714285714
615000.0,31240,L'Union,Maison,125.0,4.0,sols,1149.0,2022,4920.0
420000.0,31240,L'Union,Maison,100.0,5.0,sols,382.0,2022,4200.0
290000.0,31240,L'Union,Maison,67.0,4.0,sols,396.0,2022,4328.358208955224
276000.0,31240,L'Union,Maison,60.0,4.0,sols,416.0,2022,4600.0
45445.0,31240,L'Union,Maison,67.0,4.0,sols,908.0,2022,678.2835820895523
155000.0,31240,L'Union,Maison,68.0,4.0,sols,358.0,2022,2279.4117647058824
455670.0,31240,L'Union,Maison,215.0,6.0,sols,669.0,2022,2119.3953488372094
282000.0,31240,L'Union,Maison,65.0,3.0,sols,618.0,2022,4338.461538461538
311000.0,31240,L'Union,Maison,100.0,6.0,sols,390.0,2022,3110.0
438500.0,31240,L'Union,Maison,116.0,5.0,sols,989.0,2022,3780.1724137931033
217000.0,31240,L'Union,Maison,65.0,4.0,sols,257.0,2022,3338.4615384615386
385850.0,31240,L'Union,Maison,87.0,5.0,sols,490.0,2022,4435.057471264367
424000.0,31240,L'Union,Maison,99.0,5.0,sols,405.0,2022,4282.828282828283
452000.0,31240,L'Union,Maison,112.0,4.0,sols,703.0,2022,4035.714285714286
374500.0,31240,L'Union,Maison,102.0,4.0,sols,491.0,2022,3671.5686274509803
491000.0,31240,L'Union,Maison,185.0,6.0,sols,778.0,2022,2654.054054054054
185000.0,31240,L'Union,Maison,90.0,4.0,sols,253.0,2022,2055.5555555555557
220000.0,31240,L'Union,Maison,94.0,4.0,sols,285.0,2022,2340.425531914894
210000.0,31240,L'Union,Maison,53.0,3.0,sols,284.0,2022,3962.264150943396
254490.0,31240,L'Union,Maison,92.0,3.0,sols,465.0,2022,2766.195652173913
230000.0,31240,L'Union,Maison,105.0,4.0,sols,437.0,2022,2190.4761904761904
380000.0,31240,L'Union,Maison,108.0,5.0,sols,611.0,2022,3518.5185185185187
275000.0,31240,L'Union,Maison,78.0,4.0,sols,539.0,2022,3525.641025641026
559150.0,31240,L'Union,Maison,133.0,6.0,sols,1040.0,2022,4204.1353383458645
370000.0,31240,L'Union,Maison,106.0,5.0,sols,462.0,2022,3490.566037735849
487000.0,31240,L'Union,Maison,155.0,5.0,sols,903.0,2022,3141.935483870968
265000.0,31240,L'Union,Maison,60.0,4.0,sols,412.0,2022,4416.666666666667
292500.0,31240,L'Union,Maison,76.0,5.0,sols,416.0,2022,3848.684210526316
210000.0,31240,L'Union,Maison,79.0,4.0,,0.0,2022,2658.227848101266
315000.0,31240,L'Union,Maison,94.0,4.0,sols,381.0,2022,3351.063829787234
449100.0,31240,L'Union,Maison,90.0,5.0,sols,683.0,2022,4990.0
259500.0,31240,L'Union,Maison,100.0,4.0,terrains a bâtir,456.0,2022,2595.0
142500.0,31240,L'Union,Maison,69.0,3.0,sols,456.0,2022,2065.217391304348
289500.0,31240,L'Union,Maison,83.0,4.0,sols,653.0,2022,3487.9518072289156
492090.0,31240,L'Union,Maison,92.0,4.0,sols,621.0,2022,5348.804347826087
305000.0,31240,L'Union,Maison,114.0,5.0,sols,331.0,2022,2675.438596491228
304800.0,31240,L'Union,Maison,95.0,4.0,sols,227.0,2022,3208.4210526315787
325000.0,31240,L'Union,Maison,81.0,4.0,sols,553.0,2022,4012.3456790123455
404800.0,31240,L'Union,Maison,159.0,5.0,sols,704.0,2022,2545.9119496855346
437300.0,31240,L'Union,Maison,101.0,4.0,sols,800.0,2022,4329.702970297029
288000.0,31240,L'Union,Maison,86.0,4.0,sols,260.0,2022,3348.8372093023254
495000.0,31240,L'Union,Maison,135.0,5.0,sols,1003.0,2022,3666.6666666666665
414590.0,31240,L'Union,Maison,96.0,4.0,jardins,603.0,2022,4318.645833333333
534293.0,31240,L'Union,Maison,124.0,4.0,sols,1000.0,2022,4308.814516129032
253000.0,31240,L'Union,Maison,66.0,4.0,sols,371.0,2022,3833.3333333333335
314850.0,31240,L'Union,Maison,89.0,4.0,sols,441.0,2022,3537.6404494382023
600000.0,31240,L'Union,Maison,154.0,6.0,sols,934.0,2022,3896.103896103896
510400.0,31240,L'Union,Maison,148.0,5.0,terrains a bâtir,1500.0,2022,3448.6486486486488
305650.0,31240,L'Union,Maison,115.0,4.0,sols,974.0,2022,2657.8260869565215
190000.0,31240,L'Union,Maison,114.0,4.0,sols,492.0,2022,1666.6666666666667
220000.0,31240,L'Union,Maison,122.0,5.0,sols,437.0,2022,1803.27868852459
506250.0,31240,L'Union,Maison,118.0,3.0,sols,815.0,2022,4290.254237288135
265000.0,31240,L'Union,Maison,103.0,5.0,sols,409.0,2022,2572.8155339805826
250400.0,31240,L'Union,Maison,67.0,3.0,sols,463.0,2022,3737.313432835821
265000.0,31240,L'Union,Maison,67.0,4.0,sols,394.0,2022,3955.223880597015
351500.0,31410,Montaut,Maison,131.0,4.0,sols,1000.0,2023,2683.206106870229
230000.0,31410,Montaut,Maison,72.0,4.0,terrains d'agrément,1109.0,2023,3194.4444444444443
200000.0,31410,Montaut,Maison,92.0,5.0,sols,1229.0,2023,2173.913043478261
275000.0,31410,Montaut,Maison,121.0,4.0,sols,884.0,2023,2272.7272727272725
155000.0,31350,Ciadoux,Maison,96.0,4.0,sols,465.0,2022,1614.5833333333333
294580.0,31350,Ciadoux,Maison,136.0,4.0,terrains d'agrément,1200.0,2022,2166.029411764706
26368.0,31350,Ciadoux,Maison,81.0,2.0,sols,770.0,2022,325.5308641975309
224000.0,31350,Ciadoux,Maison,130.0,4.0,sols,1055.0,2022,1723.076923076923
206500.0,31210,Ausson,Maison,105.0,4.0,sols,800.0,2023,1966.6666666666667
100000.0,31210,Ausson,Maison,68.0,3.0,sols,800.0,2023,1470.5882352941176
150000.0,31210,Ausson,Maison,62.0,3.0,sols,1172.0,2023,2419.3548387096776
50000.0,31210,Ausson,Maison,59.0,2.0,prés,3278.0,2023,847.457627118644
137000.0,31210,Ausson,Maison,79.0,4.0,sols,1000.0,2023,1734.1772151898733
194000.0,31210,Ausson,Maison,131.0,5.0,terrains d'agrément,1002.0,2023,1480.9160305343512
171950.0,31210,Ausson,Maison,147.0,5.0,sols,753.0,2023,1169.7278911564626
194000.0,31210,Ausson,Maison,120.0,4.0,sols,582.0,2023,1616.6666666666667
210000.0,31210,Ausson,Maison,87.0,4.0,terrains d'agrément,1540.0,2023,2413.793103448276
337000.0,31210,Ausson,Maison,198.0,6.0,terrains d'agrément,1892.0,2023,1702.020202020202
224000.0,31810,Vernet,Maison,87.0,4.0,sols,247.0,2022,2574.712643678161
191500.0,31810,Vernet,Maison,78.0,4.0,sols,151.0,2022,2455.128205128205
375100.0,31810,Vernet,Maison,134.0,4.0,sols,689.0,2022,2799.2537313432836
407000.0,31810,Vernet,Maison,134.0,5.0,sols,306.0,2022,3037.313432835821
138000.0,31810,Vernet,Maison,48.0,3.0,sols,205.0,2022,2875.0
335600.0,31810,Vernet,Maison,156.0,6.0,sols,1348.0,2022,2151.2820512820513
420000.0,31810,Vernet,Maison,236.0,6.0,sols,809.0,2022,1779.6610169491526
220210.0,31810,Vernet,Maison,87.0,4.0,sols,286.0,2022,2531.1494252873563
218000.0,31810,Vernet,Maison,155.0,5.0,,0.0,2022,1406.4516129032259
150000.0,31810,Vernet,Maison,90.0,4.0,sols,104.0,2022,1666.6666666666667
245000.0,31810,Vernet,Maison,90.0,4.0,sols,1097.0,2022,2722.222222222222
89000.0,31810,Vernet,Maison,87.0,3.0,sols,756.0,2022,1022.9885057471264
308750.0,31810,Vernet,Maison,97.0,4.0,sols,740.0,2022,3182.9896907216494
260780.0,31810,Vernet,Maison,85.0,4.0,sols,1969.0,2022,3068.0
245000.0,31810,Vernet,Maison,82.0,5.0,sols,1000.0,2022,2987.8048780487807
351252.0,31810,Vernet,Maison,96.0,4.0,sols,1496.0,2022,3658.875
221200.0,31810,Vernet,Maison,55.0,2.0,,0.0,2022,4021.818181818182
289990.0,31810,Vernet,Maison,98.0,4.0,terres,863.0,2022,2959.081632653061
265000.0,31810,Vernet,Maison,110.0,5.0,sols,800.0,2022,2409.090909090909
350000.0,31810,Vernet,Maison,102.0,4.0,sols,510.0,2022,3431.372549019608
350000.0,31810,Vernet,Maison,73.0,3.0,sols,1000.0,2022,4794.520547945205
304100.0,31810,Vernet,Maison,122.0,4.0,sols,994.0,2022,2492.622950819672
237000.0,31810,Vernet,Maison,87.0,4.0,sols,267.0,2022,2724.137931034483
360000.0,31810,Vernet,Maison,103.0,5.0,sols,612.0,2022,3495.145631067961
277000.0,31810,Vernet,Maison,112.0,5.0,sols,1274.0,2022,2473.214285714286
237500.0,31810,Vernet,Maison,122.0,5.0,sols,175.0,2022,1946.72131147541
262000.0,31810,Vernet,Maison,105.0,4.0,sols,311.0,2022,2495.2380952380954
110000.0,31810,Vernet,Maison,74.0,4.0,,0.0,2022,1486.4864864864865
256900.0,31810,Vernet,Maison,109.0,5.0,sols,349.0,2022,2356.880733944954
294000.0,31810,Vernet,Maison,100.0,4.0,sols,1151.0,2022,2940.0
232200.0,31810,Vernet,Maison,80.0,4.0,sols,200.0,2022,2902.5
277000.0,31810,Vernet,Maison,142.0,6.0,sols,543.0,2022,1950.7042253521126
88500.0,31810,Vernet,Maison,145.0,4.0,sols,1369.0,2022,610.3448275862069
400000.0,31810,Vernet,Maison,142.0,5.0,sols,1176.0,2022,2816.9014084507044
236300.0,31810,Vernet,Maison,70.0,3.0,sols,331.0,2022,3375.714285714286
246000.0,31810,Vernet,Maison,67.0,4.0,,0.0,2022,3671.6417910447763
260400.0,31810,Vernet,Maison,97.0,4.0,sols,224.0,2022,2684.536082474227
240000.0,31810,Vernet,Maison,110.0,3.0,sols,1606.0,2022,2181.818181818182
273000.0,31810,Vernet,Maison,93.0,5.0,sols,899.0,2022,2935.483870967742
350000.0,31810,Vernet,Maison,96.0,4.0,sols,568.0,2022,3645.8333333333335
180000.0,31370,Rieumes,Maison,165.0,5.0,terrains d'agrément,3007.0,2023,1090.909090909091
80000.0,31370,Rieumes,Maison,60.0,1.0,sols,69.0,2023,1333.3333333333333
132650.0,31370,Rieumes,Maison,94.0,5.0,sols,150.0,2023,1411.1702127659576
150000.0,31370,Rieumes,Maison,80.0,3.0,sols,70.0,2023,1875.0
160000.0,31370,Rieumes,Maison,83.0,5.0,sols,110.0,2023,1927.710843373494
152900.0,31370,Rieumes,Maison,78.0,3.0,sols,105.0,2023,1960.2564102564102
200000.0,31370,Rieumes,Maison,95.0,3.0,terrains d'agrément,1053.0,2023,2105.2631578947367
274000.0,31370,Rieumes,Maison,102.0,4.0,sols,783.0,2023,2686.274509803922
203700.0,31370,Rieumes,Maison,105.0,4.0,,0.0,2023,1940.0
227500.0,31370,Rieumes,Maison,138.0,6.0,sols,659.0,2023,1648.5507246376812
166667.0,31370,Rieumes,Maison,94.0,5.0,sols,301.0,2023,1773.0531914893618
180000.0,31370,Rieumes,Maison,95.0,4.0,sols,650.0,2023,1894.7368421052631
165000.0,31370,Rieumes,Maison,92.0,5.0,sols,190.0,2023,1793.4782608695652
363900.0,31370,Rieumes,Maison,106.0,3.0,sols,1260.0,2023,3433.0188679245284
223000.0,31370,Rieumes,Maison,83.0,4.0,sols,383.0,2023,2686.746987951807
237080.0,31370,Rieumes,Maison,99.0,5.0,sols,328.0,2023,2394.747474747475
246750.0,31370,Rieumes,Maison,62.0,1.0,sols,2620.0,2023,3979.8387096774195
212000.0,31370,Rieumes,Maison,130.0,4.0,sols,235.0,2023,1630.7692307692307
65000.0,31370,Rieumes,Maison,36.0,0.0,sols,40.0,2023,1805.5555555555557
115000.0,31370,Rieumes,Maison,182.0,5.0,sols,108.0,2023,631.8681318681319
155000.0,31370,Rieumes,Maison,84.0,4.0,sols,583.0,2023,1845.2380952380952
254812.0,31370,Rieumes,Maison,169.0,5.0,sols,1583.0,2023,1507.7633136094676
266100.0,31370,Rieumes,Maison,144.0,6.0,sols,816.0,2023,1847.9166666666667
76200.0,31370,Rieumes,Maison,50.0,3.0,sols,188.0,2023,1524.0
209500.0,31370,Rieumes,Maison,148.0,6.0,sols,480.0,2023,1415.5405405405406
140000.0,31370,Rieumes,Maison,80.0,4.0,sols,400.0,2023,1750.0
251000.0,31370,Rieumes,Maison,98.0,4.0,sols,452.0,2023,2561.2244897959185
187000.0,31370,Rieumes,Maison,79.0,4.0,sols,306.0,2023,2367.0886075949365
184000.0,31370,Rieumes,Maison,45.0,2.0,sols,1000.0,2023,4088.8888888888887
210930.0,31370,Rieumes,Maison,93.0,5.0,sols,241.0,2023,2268.064516129032
150000.0,31370,Rieumes,Maison,34.0,2.0,sols,116.0,2023,4411.764705882353
297480.0,31370,Rieumes,Maison,120.0,4.0,sols,1070.0,2023,2479.0
115000.0,31210,Martres-de-Rivière,Maison,110.0,4.0,sols,765.0,2023,1045.4545454545455
20000.0,31210,Martres-de-Rivière,Maison,32.0,2.0,sols,85.0,2023,625.0
13300.0,31510,Labroquère,Maison,88.0,3.0,sols,337.0,2023,151.13636363636363
145000.0,31510,Labroquère,Maison,120.0,5.0,sols,1020.0,2023,1208.3333333333333
360000.0,31340,Villematier,Maison,189.0,5.0,terres,970.0,2022,1904.7619047619048
232100.0,31340,Villematier,Maison,105.0,4.0,sols,53.0,2022,2210.4761904761904
190000.0,31340,Villematier,Maison,115.0,5.0,sols,307.0,2022,1652.1739130434783
294650.0,31340,Villematier,Maison,84.0,3.0,terrains d'agrément,500.0,2022,3507.7380952380954
376400.0,31340,Villematier,Maison,120.0,4.0,sols,1429.0,2022,3136.6666666666665
125800.0,31340,Villematier,Maison,64.0,3.0,sols,1000.0,2022,1965.625
240000.0,31340,Villematier,Maison,107.0,5.0,sols,1000.0,2022,2242.9906542056074
200000.0,31340,Villematier,Maison,93.0,4.0,sols,1870.0,2022,2150.537634408602
295431.0,31340,Villematier,Maison,104.0,4.0,terres,2000.0,2022,2840.6826923076924
344157.0,31340,Villematier,Maison,103.0,5.0,terres,900.0,2022,3341.330097087379
315000.0,31340,Villematier,Maison,95.0,4.0,terrains d'agrément,563.0,2022,3315.7894736842104
240000.0,31340,Villematier,Maison,81.0,5.0,terres,1289.0,2022,2962.962962962963
327500.0,31340,Villematier,Maison,97.0,4.0,sols,903.0,2022,3376.2886597938145
180600.0,31340,Villematier,Maison,90.0,4.0,sols,146.0,2022,2006.6666666666667
312700.0,31340,Villematier,Maison,89.0,4.0,sols,1000.0,2022,3513.483146067416
315000.0,31370,Lautignac,Maison,118.0,5.0,sols,1190.0,2023,2669.491525423729
192000.0,31370,Lautignac,Maison,89.0,3.0,sols,3200.0,2023,2157.303370786517
126666.0,31370,Lautignac,Maison,68.0,2.0,sols,4010.0,2023,1862.735294117647
235300.0,31260,Cassagne,Maison,102.0,4.0,sols,500.0,2023,2306.8627450980393
55000.0,31260,Cassagne,Maison,87.0,4.0,sols,423.0,2023,632.183908045977
20000.0,31260,Cassagne,Maison,110.0,3.0,sols,509.0,2023,181.8181818181818
121000.0,31260,Cassagne,Maison,74.0,4.0,sols,792.0,2023,1635.1351351351352
110185.0,31260,Cassagne,Maison,60.0,3.0,sols,151.0,2023,1836.4166666666667
135000.0,31260,Cassagne,Maison,120.0,3.0,sols,420.0,2023,1125.0
130000.0,31260,Cassagne,Maison,87.0,4.0,sols,532.0,2023,1494.2528735632184
165000.0,31260,Cassagne,Maison,177.0,7.0,sols,1681.0,2023,932.2033898305085
149000.0,31260,Cassagne,Maison,68.0,4.0,sols,700.0,2023,2191.176470588235
126700.0,31220,Mauran,Maison,80.0,3.0,sols,38.0,2022,1583.75
205920.0,31220,Mauran,Maison,88.0,4.0,terrains d'agrément,277.0,2022,2340.0
249405.0,31220,Mauran,Maison,120.0,5.0,sols,427.0,2022,2078.375
156100.0,31220,Mauran,Maison,90.0,4.0,sols,96.0,2022,1734.4444444444443
149150.0,31480,Lagraulet-Saint-Nicolas,Maison,100.0,3.0,sols,2150.0,2023,1491.5
60000.0,31480,Lagraulet-Saint-Nicolas,Maison,73.0,5.0,sols,230.0,2023,821.917808219178
127000.0,31350,Cardeilhac,Maison,80.0,2.0,terres,2280.0,2022,1587.5
286000.0,31350,Cardeilhac,Maison,90.0,3.0,sols,500.0,2022,3177.777777777778
243800.0,31140,Pechbonnieu,Maison,97.0,4.0,sols,563.0,2022,2513.40206185567
89741.2,31140,Pechbonnieu,Maison,109.0,5.0,sols,700.0,2022,823.3137614678899
510900.0,31140,Pechbonnieu,Maison,122.0,5.0,,0.0,2022,4187.704918032787
335000.0,31140,Pechbonnieu,Maison,145.0,5.0,sols,875.0,2022,2310.344827586207
355100.0,31140,Pechbonnieu,Maison,110.0,5.0,sols,714.0,2022,3228.181818181818
368098.0,31140,Pechbonnieu,Maison,97.0,4.0,sols,393.0,2022,3794.824742268041
220000.0,31140,Pechbonnieu,Maison,142.0,5.0,terrains a bâtir,1285.0,2022,1549.2957746478874
378000.0,31140,Pechbonnieu,Maison,147.0,5.0,sols,1020.0,2022,2571.4285714285716
334700.0,31140,Pechbonnieu,Maison,104.0,5.0,sols,461.0,2022,3218.269230769231
224000.0,31140,Pechbonnieu,Maison,82.0,4.0,sols,98.0,2022,2731.7073170731705
617900.0,31140,Pechbonnieu,Maison,218.0,5.0,terrains d'agrément,943.0,2022,2834.4036697247707
310400.0,31140,Pechbonnieu,Maison,101.0,5.0,sols,988.0,2022,3073.267326732673
512000.0,31140,Pechbonnieu,Maison,167.0,5.0,terrains d'agrément,767.0,2022,3065.868263473054
418000.0,31140,Pechbonnieu,Maison,96.0,4.0,sols,1232.0,2022,4354.166666666667
435000.0,31140,Pechbonnieu,Maison,169.0,6.0,sols,702.0,2022,2573.96449704142
322100.0,31140,Pechbonnieu,Maison,130.0,5.0,sols,381.0,2022,2477.6923076923076
188100.0,31140,Pechbonnieu,Maison,78.0,4.0,terres,2020.0,2022,2411.5384615384614
250000.0,31140,Pechbonnieu,Maison,115.0,4.0,sols,89.0,2022,2173.913043478261
299500.0,31140,Pechbonnieu,Maison,112.0,4.0,,0.0,2022,2674.1071428571427
393451.0,31140,Pechbonnieu,Maison,94.0,5.0,sols,643.0,2022,4185.648936170212
625500.0,31140,Pechbonnieu,Maison,204.0,6.0,sols,700.0,2022,3066.176470588235
307973.0,31140,Pechbonnieu,Maison,88.0,4.0,sols,964.0,2022,3499.693181818182
299000.0,31140,Pechbonnieu,Maison,88.0,4.0,sols,439.0,2022,3397.7272727272725
423400.0,31140,Pechbonnieu,Maison,114.0,5.0,sols,1000.0,2022,3714.035087719298
485000.0,31140,Pechbonnieu,Maison,85.0,5.0,terrains d'agrément,2956.0,2022,5705.882352941177
311558.0,31140,Pechbonnieu,Maison,94.0,4.0,terrains a bâtir,126.0,2022,3314.446808510638
176500.0,31140,Pechbonnieu,Maison,66.0,3.0,terrains a bâtir,110.0,2022,2674.242424242424
178500.0,31140,Pechbonnieu,Maison,96.0,5.0,terrains a bâtir,127.0,2022,1859.375
237000.0,31140,Pechbonnieu,Maison,88.0,4.0,,0.0,2022,2693.181818181818
227000.0,31140,Pechbonnieu,Maison,82.0,4.0,terrains a bâtir,137.0,2022,2768.2926829268295
278000.0,31140,Pechbonnieu,Maison,89.0,4.0,terrains a bâtir,524.0,2022,3123.5955056179773
255000.0,31140,Pechbonnieu,Maison,81.0,4.0,sols,252.0,2022,3148.1481481481483
297200.0,31140,Pechbonnieu,Maison,105.0,4.0,sols,395.0,2022,2830.4761904761904
243000.0,31140,Pechbonnieu,Maison,82.0,4.0,sols,96.0,2022,2963.4146341463415
472952.0,31140,Pechbonnieu,Maison,165.0,5.0,sols,845.0,2022,2866.3757575757577
223000.0,31140,Pechbonnieu,Maison,82.0,3.0,terrains a bâtir,129.0,2022,2719.512195121951
176500.0,31140,Pechbonnieu,Maison,66.0,3.0,terrains a bâtir,106.0,2022,2674.242424242424
178500.0,31140,Pechbonnieu,Maison,66.0,3.0,terrains a bâtir,113.0,2022,2704.5454545454545
272000.0,31140,Pechbonnieu,Maison,86.0,4.0,sols,90.0,2022,3162.7906976744184
227000.0,31140,Pechbonnieu,Maison,82.0,4.0,terrains a bâtir,128.0,2022,2768.2926829268295
245000.0,31140,Pechbonnieu,Maison,96.0,5.0,terrains a bâtir,139.0,2022,2552.0833333333335
174500.0,31140,Pechbonnieu,Maison,66.0,3.0,terrains a bâtir,110.0,2022,2643.939393939394
430000.0,31140,Pechbonnieu,Maison,163.0,5.0,sols,1218.0,2022,2638.036809815951
265000.0,31140,Pechbonnieu,Maison,90.0,4.0,sols,248.0,2022,2944.4444444444443
303000.0,31140,Pechbonnieu,Maison,88.0,4.0,sols,714.0,2022,3443.181818181818
178500.0,31140,Pechbonnieu,Maison,66.0,3.0,terrains a bâtir,113.0,2022,2704.5454545454545
227000.0,31140,Pechbonnieu,Maison,82.0,4.0,terrains a bâtir,150.0,2022,2768.2926829268295
245000.0,31140,Pechbonnieu,Maison,96.0,5.0,terrains a bâtir,143.0,2022,2552.0833333333335
246100.0,31140,Pechbonnieu,Maison,80.0,4.0,sols,292.0,2022,3076.25
168000.0,31140,Pechbonnieu,Maison,65.0,3.0,sols,90.0,2022,2584.6153846153848
352700.0,31140,Pechbonnieu,Maison,96.0,4.0,terrains a bâtir,515.0,2022,3673.9583333333335
352909.0,31140,Pechbonnieu,Maison,100.0,2.0,sols,401.0,2022,3529.09
335000.0,31140,Pechbonnieu,Maison,130.0,4.0,sols,650.0,2022,2576.923076923077
245000.0,31140,Pechbonnieu,Maison,96.0,5.0,terrains a bâtir,139.0,2022,2552.0833333333335
227000.0,31140,Pechbonnieu,Maison,82.0,4.0,terrains a bâtir,138.0,2022,2768.2926829268295
161370.0,31140,Pechbonnieu,Maison,65.0,3.0,sols,86.0,2022,2482.6153846153848
245000.0,31140,Pechbonnieu,Maison,91.0,5.0,terrains a bâtir,232.0,2022,2692.3076923076924
218000.0,31140,Pechbonnieu,Maison,83.0,4.0,sols,97.0,2022,2626.5060240963853
318000.0,31600,Labastidette,Maison,83.0,3.0,sols,800.0,2023,3831.3253012048194
173250.0,31600,Labastidette,Maison,93.0,3.0,sols,61.0,2023,1862.9032258064517
283500.0,31600,Labastidette,Maison,105.0,4.0,sols,610.0,2023,2700.0
278300.0,31600,Labastidette,Maison,92.0,4.0,sols,501.0,2023,3025.0
323000.0,31600,Labastidette,Maison,122.0,6.0,sols,900.0,2023,2647.5409836065573
310070.0,31600,Labastidette,Maison,130.0,6.0,jardins,800.0,2023,2385.153846153846
291500.0,31600,Labastidette,Maison,93.0,4.0,sols,422.0,2023,3134.4086021505377
