valeur_fonciere,code_postal,surface_reelle_bati,nombre_pieces_principales,surface_terrain,exterieur
256150.0,31450.0,103.0,5.0,107.0,1
227610.0,31450.0,70.0,3.0,95.0,1
439000.0,31450.0,145.0,5.0,500.0,1
305000.0,31450.0,100.0,5.0,525.0,1
376350.0,31450.0,158.0,4.0,394.0,1
327400.0,31450.0,112.0,4.0,167.0,1
384050.0,31450.0,139.0,5.0,1052.0,1
224367.0,31450.0,98.0,4.0,624.0,1
172000.0,31450.0,116.0,4.0,0.0,0
316390.0,31450.0,71.0,4.0,160.0,1
332270.0,31450.0,106.0,5.0,1236.0,1
481000.0,31450.0,158.0,7.0,3050.0,1
70000.0,31420.0,80.0,2.0,986.0,1
199000.0,31230.0,60.0,3.0,580.0,1
285000.0,31230.0,122.0,6.0,800.0,1
340600.0,31570.0,94.0,4.0,783.0,1
135000.0,31570.0,109.0,4.0,1200.0,1
322000.0,31570.0,92.0,4.0,946.0,1
200000.0,31570.0,95.0,4.0,147.0,1
403500.0,31570.0,163.0,4.0,1503.0,1
180000.0,31570.0,130.0,4.0,1500.0,1
233000.0,31570.0,96.0,4.0,141.0,1
362000.0,31570.0,94.0,4.0,925.0,1
307500.0,31570.0,117.0,5.0,717.0,1
205000.0,31570.0,94.0,4.0,398.0,1
322200.0,31570.0,87.0,4.0,400.0,1
283000.0,31570.0,96.0,4.0,222.0,1
135185.0,31110.0,162.0,5.0,320.0,1
145000.0,31560.0,86.0,4.0,0.0,0
100000.0,31560.0,76.0,4.0,234.0,1
244000.0,31560.0,90.0,4.0,470.0,1
108020.0,31560.0,84.0,4.0,56.0,1
187520.0,31560.0,117.0,5.0,1082.0,1
97000.0,31560.0,64.0,3.0,0.0,0
309000.0,31560.0,169.0,7.0,226.0,1
77900.0,31560.0,91.0,4.0,758.0,1
224000.0,31560.0,98.0,4.0,666.0,1
113500.0,31560.0,126.0,4.0,184.0,1
276750.0,31560.0,128.0,5.0,640.0,1
328000.0,31560.0,120.0,5.0,815.0,1
255000.0,31560.0,129.0,6.0,459.0,1
259000.0,31560.0,123.0,6.0,549.0,1
237400.0,31560.0,110.0,4.0,220.0,1
200000.0,31560.0,81.0,3.0,6084.0,1
224000.0,31560.0,93.0,4.0,340.0,1
395000.0,31560.0,138.0,5.0,0.0,0
213635.58,31560.0,110.0,5.0,702.0,1
115000.0,31560.0,65.0,3.0,0.0,0
274000.0,31560.0,116.0,5.0,665.0,1
160000.0,31560.0,67.0,4.0,246.0,1
284000.0,31560.0,107.0,5.0,697.0,1
116000.0,31560.0,90.0,5.0,0.0,0
104000.0,31560.0,81.0,4.0,217.0,1
251300.0,31560.0,105.0,4.0,842.0,1
418930.0,31560.0,167.0,6.0,386.0,1
235550.0,31560.0,89.0,4.0,394.0,1
213050.0,31560.0,100.0,4.0,310.0,1
182000.0,31560.0,106.0,4.0,257.0,1
127000.0,31560.0,79.0,4.0,0.0,0
102500.0,31560.0,70.0,5.0,107.0,1
343500.0,31560.0,167.0,6.0,1166.0,1
174000.0,31560.0,102.0,3.0,187.0,1
153000.0,31560.0,90.0,4.0,0.0,0
340000.0,31560.0,133.0,5.0,1000.0,1
182230.0,31560.0,84.0,4.0,0.0,0
221200.0,31560.0,95.0,4.0,574.0,1
229000.0,31560.0,83.0,5.0,510.0,1
141800.0,31560.0,72.0,4.0,71.0,1
160000.0,31560.0,101.0,3.0,1370.0,1
400000.0,31560.0,145.0,5.0,149.0,1
165000.0,31560.0,84.0,4.0,535.0,1
208050.0,31560.0,80.0,4.0,900.0,1
157000.0,31560.0,80.0,2.0,95.0,1
282666.0,31560.0,119.0,5.0,546.0,1
154000.0,31560.0,81.0,4.0,0.0,0
315000.0,31560.0,110.0,5.0,655.0,1
365700.0,31560.0,155.0,5.0,720.0,1
145000.0,31560.0,86.0,3.0,912.0,1
93586.57,31560.0,96.0,4.0,1052.0,1
135000.0,31560.0,63.0,3.0,0.0,0
148600.0,31560.0,78.0,4.0,0.0,0
352000.0,31560.0,128.0,5.0,640.0,1
212000.0,31560.0,88.0,4.0,213.0,1
228000.0,31560.0,106.0,5.0,1047.0,1
135362.0,31560.0,66.0,3.0,0.0,0
152000.0,31560.0,65.0,3.0,0.0,0
270000.0,31560.0,85.0,4.0,1054.0,1
131000.0,31560.0,47.0,2.0,354.0,1
456000.0,31560.0,149.0,6.0,594.0,1
278500.0,31620.0,100.0,4.0,90.0,1
383000.0,31620.0,132.0,6.0,2369.0,1
245940.0,31620.0,100.0,4.0,1594.0,1
280000.0,31620.0,86.0,4.0,1169.0,1
280000.0,31620.0,132.0,5.0,333.0,1
316500.0,31620.0,93.0,4.0,910.0,1
270000.0,31620.0,113.0,5.0,2446.0,1
245800.0,31620.0,83.0,3.0,409.0,1
306000.0,31620.0,117.0,4.0,0.0,0
230000.0,31620.0,117.0,4.0,0.0,0
169600.0,31620.0,73.0,3.0,103.0,1
285000.0,31620.0,58.0,2.0,137.0,1
257000.0,31620.0,130.0,4.0,2076.0,1
293700.0,31620.0,95.0,5.0,962.0,1
309000.0,31620.0,91.0,4.0,924.0,1
250000.0,31620.0,100.0,4.0,1500.0,1
321476.0,31620.0,98.0,4.0,900.0,1
205000.0,31620.0,50.0,2.0,118.0,1
199000.0,31620.0,81.0,3.0,803.0,1
264700.0,31620.0,88.0,4.0,776.0,1
256375.0,31620.0,103.0,5.0,1015.0,1
496100.0,31620.0,144.0,5.0,1000.0,1
301500.0,31620.0,102.0,5.0,567.0,1
289600.0,31620.0,103.0,4.0,892.0,1
247350.0,31620.0,87.0,3.0,457.0,1
374600.0,31620.0,123.0,5.0,1750.0,1
287300.0,31620.0,200.0,5.0,162.0,1
297670.0,31620.0,117.0,5.0,596.0,1
200000.0,31620.0,110.0,5.0,0.0,0
252830.0,31620.0,98.0,4.0,281.0,1
271000.0,31620.0,88.0,4.0,446.0,1
128000.0,31620.0,88.0,3.0,134.0,1
276550.0,31620.0,69.0,4.0,402.0,1
383550.0,31620.0,115.0,4.0,1000.0,1
419450.0,31620.0,160.0,7.0,1500.0,1
278850.0,31620.0,200.0,5.0,634.0,1
285000.0,31620.0,143.0,5.0,1000.0,1
275000.0,31620.0,202.0,8.0,1096.0,1
280000.0,31620.0,90.0,4.0,603.0,1
210000.0,31620.0,78.0,3.0,0.0,0
126000.0,31620.0,72.0,3.0,95.0,1
369400.0,31620.0,126.0,6.0,1039.0,1
340680.0,31620.0,105.0,4.0,520.0,1
261750.0,31620.0,110.0,5.0,949.0,1
282900.0,31620.0,100.0,5.0,803.0,1
350000.0,31620.0,217.0,8.0,1004.0,1
200000.0,31620.0,149.0,5.0,619.0,1
160000.0,31620.0,80.0,5.0,344.0,1
265940.0,31620.0,100.0,4.0,1594.0,1
175000.0,31620.0,71.0,3.0,969.0,1
310810.0,31620.0,115.0,5.0,439.0,1
207500.0,31620.0,143.0,8.0,1235.0,1
290000.0,31620.0,82.0,4.0,940.0,1
213385.0,31620.0,89.0,4.0,989.0,1
122590.0,31160.0,80.0,3.0,587.0,1
245000.0,31360.0,154.0,6.0,837.0,1
80000.0,31360.0,85.0,3.0,752.0,1
45759.0,31360.0,59.0,1.0,983.0,1
172000.0,31800.0,82.0,4.0,0.0,0
100000.0,31800.0,89.0,5.0,1009.0,1
112010.0,31800.0,90.0,3.0,1252.0,1
135000.0,31800.0,107.0,3.0,1245.0,1
100000.0,31800.0,83.0,3.0,617.0,1
195000.0,31800.0,130.0,5.0,807.0,1
60000.0,31800.0,74.0,2.0,1050.0,1
108500.0,31800.0,93.0,4.0,718.0,1
214800.0,31800.0,111.0,4.0,762.0,1
212800.0,31800.0,121.0,5.0,1286.0,1
89149.71,31800.0,84.0,5.0,1257.0,1
83000.0,31800.0,71.0,4.0,195.0,1
125000.0,31800.0,98.0,4.0,33.0,1
328000.0,31800.0,116.0,3.0,1069.0,1
120000.0,31800.0,55.0,3.0,188.0,1
130000.0,31800.0,84.0,5.0,1680.0,1
145000.0,31800.0,130.0,4.0,573.0,1
184900.0,31800.0,94.0,5.0,1970.0,1
266415.0,31800.0,123.0,4.0,1000.0,1
110000.0,31800.0,97.0,3.0,838.0,1
225000.0,31260.0,47.0,2.0,815.0,1
350650.0,31370.0,150.0,7.0,910.0,1
168000.0,31370.0,65.0,3.0,80.0,1
345000.0,31370.0,125.0,3.0,2041.0,1
170000.0,31370.0,48.0,2.0,720.0,1
198590.0,31370.0,89.0,4.0,545.0,1
258700.0,31370.0,109.0,5.0,789.0,1
428800.0,31370.0,140.0,4.0,3592.0,1
430000.0,31370.0,161.0,4.0,3000.0,1
351220.0,31370.0,184.0,4.0,4106.0,1
315000.0,31370.0,142.0,4.0,1238.0,1
269000.0,31370.0,126.0,4.0,260.0,1
138000.0,31370.0,75.0,3.0,838.0,1
325000.0,31370.0,96.0,4.0,3968.0,1
463400.0,31310.0,149.0,4.0,4132.0,1
460000.0,31310.0,368.0,8.0,3380.0,1
50000.0,31310.0,60.0,2.0,50.0,1
335000.0,31310.0,84.0,3.0,3552.0,1
199950.0,31310.0,80.0,3.0,1765.0,1
130000.0,31310.0,159.0,6.0,425.0,1
220000.0,31310.0,89.0,3.0,1500.0,1
130000.0,31510.0,95.0,6.0,2540.0,1
65000.0,31360.0,60.0,2.0,45.0,1
115000.0,31360.0,160.0,5.0,174.0,1
194580.0,31360.0,87.0,5.0,607.0,1
281000.0,31360.0,130.0,5.0,590.0,1
47400.0,31360.0,40.0,1.0,89.0,1
240000.0,31360.0,107.0,5.0,593.0,1
168450.0,31360.0,77.0,3.0,500.0,1
146000.0,31360.0,103.0,4.0,500.0,1
93000.0,31360.0,108.0,4.0,715.0,1
75000.0,31360.0,100.0,4.0,694.0,1
144000.0,31360.0,105.0,4.0,194.0,1
113474.0,31360.0,110.0,5.0,53.0,1
82700.0,31360.0,85.0,3.0,189.0,1
267000.0,31110.0,101.0,5.0,498.0,1
291900.0,31110.0,176.0,8.0,555.0,1
184400.0,31110.0,113.0,4.0,340.0,1
96000.0,31110.0,59.0,4.0,116.0,1
95000.0,31110.0,82.0,5.0,40.0,1
251347.0,31110.0,83.0,4.0,165.0,1
135500.0,31110.0,77.0,4.0,105.0,1
304000.0,31110.0,118.0,6.0,700.0,1
226390.0,31110.0,50.0,3.0,59.0,1
268829.0,31110.0,180.0,8.0,184.0,1
137000.0,31110.0,81.0,4.0,65.0,1
110000.0,31110.0,90.0,3.0,32.0,1
215500.0,31110.0,130.0,4.0,108.0,1
285000.0,31110.0,70.0,4.0,350.0,1
482345.0,31110.0,203.0,5.0,699.0,1
155000.0,31110.0,85.0,4.0,66.0,1
99095.0,31110.0,55.0,3.0,0.0,0
243660.0,31110.0,91.0,5.0,235.0,1
260000.0,31110.0,150.0,5.0,630.0,1
189000.0,31110.0,40.0,2.0,0.0,0
119000.0,31110.0,60.0,3.0,144.0,1
150000.0,31110.0,69.0,4.0,417.0,1
156500.0,31110.0,42.0,3.0,84.0,1
90000.0,31110.0,98.0,5.0,417.0,1
444400.0,31110.0,160.0,7.0,615.0,1
100000.0,31580.0,55.0,1.0,1145.0,1
60000.0,31580.0,35.0,0.0,215.0,1
185000.0,31580.0,85.0,2.0,1981.0,1
245000.0,31580.0,180.0,7.0,1593.0,1
160350.0,31110.0,105.0,5.0,332.0,1
167800.0,31110.0,100.0,4.0,585.0,1
170000.0,31310.0,84.0,4.0,700.0,1
157000.0,31110.0,80.0,3.0,500.0,1
140000.0,31110.0,44.0,2.0,527.0,1
145000.0,31110.0,115.0,4.0,210.0,1
114000.0,31110.0,96.0,2.0,100.0,1
150000.0,31110.0,44.0,2.0,527.0,1
236250.0,31160.0,121.0,4.0,745.0,1
132000.0,31160.0,46.0,2.0,1149.0,1
190000.0,31160.0,112.0,4.0,565.0,1
166000.0,31110.0,88.0,3.0,970.0,1
362000.0,31130.0,90.0,5.0,187.0,1
481160.0,31130.0,100.0,4.0,612.0,1
340000.0,31130.0,90.0,5.0,303.0,1
180000.0,31130.0,67.0,4.0,200.0,1
621780.0,31130.0,126.0,5.0,866.0,1
392000.0,31130.0,109.0,5.0,336.0,1
585000.0,31130.0,131.0,4.0,762.0,1
524000.0,31130.0,105.0,4.0,686.0,1
489650.0,31130.0,122.0,5.0,675.0,1
311754.0,31130.0,67.0,4.0,226.0,1
384900.0,31130.0,85.0,4.0,144.0,1
450000.0,31130.0,136.0,10.0,224.0,1
100000.0,31130.0,80.0,5.0,172.0,1
480000.0,31130.0,104.0,5.0,580.0,1
530000.0,31130.0,105.0,4.0,621.0,1
370000.0,31130.0,96.0,4.0,628.0,1
535046.5,31130.0,164.0,6.0,320.0,1
564000.0,31130.0,120.0,7.0,677.0,1
420630.0,31130.0,94.0,4.0,350.0,1
387950.0,31130.0,83.0,5.0,196.0,1
450000.0,31130.0,104.0,4.0,1545.0,1
254355.0,31130.0,92.0,5.0,0.0,0
352000.0,31130.0,100.0,4.0,626.0,1
572800.0,31130.0,113.0,5.0,583.0,1
496200.0,31130.0,123.0,6.0,665.0,1
338000.0,31130.0,85.0,4.0,0.0,0
628463.0,31130.0,147.0,5.0,771.0,1
440000.0,31130.0,110.0,5.0,796.0,1
443000.0,31130.0,116.0,5.0,226.0,1
298023.0,31130.0,94.0,5.0,0.0,0
450000.0,31130.0,96.0,4.0,976.0,1
250000.0,31130.0,67.0,4.0,250.0,1
494000.0,31130.0,100.0,5.0,320.0,1
360200.0,31130.0,96.0,4.0,612.0,1
482600.0,31130.0,103.0,4.0,950.0,1
438000.0,31130.0,97.0,3.0,577.0,1
480000.0,31130.0,120.0,5.0,825.0,1
460000.0,31130.0,113.0,5.0,507.0,1
386232.0,31130.0,133.0,6.0,378.0,1
371000.0,31130.0,116.0,4.0,815.0,1
420000.0,31130.0,123.0,7.0,205.0,1
