valeur_fonciere,code_postal,nom_commune,type_local,surface_reelle_bati,nombre_pieces_principales,nature_culture,surface_terrain
750000.0,31220,Lavelanet-de-Comminges,Maison,250.0,7.0,sols,8820.0
36000.0,31220,Lavelanet-de-Comminges,Maison,120.0,3.0,sols,60.0
234336.0,31220,Lavelanet-de-Comminges,Maison,106.0,5.0,sols,1000.0
40000.0,31220,Lavelanet-de-Comminges,Maison,36.0,3.0,sols,261.0
175000.0,31220,Lavelanet-de-Comminges,Maison,78.0,3.0,sols,580.0
160000.0,31550,Gaillac-Toulza,Maison,71.0,3.0,sols,117.0
70000.0,31550,Gaillac-Toulza,Maison,93.0,3.0,sols,137.0
50000.0,31550,Gaillac-Toulza,Maison,70.0,2.0,sols,40.0
270000.0,31550,Gaillac-Toulza,Maison,108.0,5.0,sols,1943.0
200000.0,31550,Gaillac-Toulza,Maison,98.0,5.0,sols,7335.0
354000.0,31550,Gaillac-Toulza,Maison,100.0,5.0,sols,6671.0
100000.0,31550,Gaillac-Toulza,Maison,102.0,4.0,landes,8970.0
181500.0,31550,Gaillac-Toulza,Maison,115.0,3.0,sols,2676.0
165000.0,31550,Gaillac-Toulza,Maison,101.0,3.0,sols,171.0
176250.0,31550,Gaillac-Toulza,Maison,75.0,2.0,sols,204.0
269000.0,31550,Gaillac-Toulza,Maison,110.0,4.0,sols,3250.0
130000.0,31550,Gaillac-Toulza,Maison,126.0,4.0,sols,102.0
285250.0,31390,Carbonne,Maison,97.0,4.0,sols,510.0
235000.0,31390,Carbonne,Maison,117.0,5.0,sols,450.0
266500.0,31390,Carbonne,Maison,133.0,4.0,terrains d'agrément,540.0
136000.0,31390,Carbonne,Maison,112.0,4.0,sols,231.0
216990.0,31390,Carbonne,Maison,72.0,4.0,sols,362.0
349900.0,31390,Carbonne,Maison,220.0,5.0,sols,48.0
275000.0,31390,Carbonne,Maison,80.0,4.0,sols,715.0
170000.0,31390,Carbonne,Maison,72.0,3.0,sols,257.0
253000.0,31390,Carbonne,Maison,102.0,5.0,terrains d'agrément,516.0
208090.0,31390,Carbonne,Maison,69.0,3.0,sols,1564.0
230000.0,31390,Carbonne,Maison,100.0,3.0,sols,132.0
252192.0,31390,Carbonne,Maison,121.0,6.0,sols,370.0
251000.0,31390,Carbonne,Maison,120.0,4.0,sols,172.0
332310.0,31390,Carbonne,Maison,128.0,5.0,sols,802.0
105000.0,31390,Carbonne,Maison,130.0,3.0,sols,707.0
277000.0,31390,Carbonne,Maison,110.0,3.0,sols,681.0
180000.0,31390,Carbonne,Maison,88.0,4.0,sols,786.0
307000.0,31390,Carbonne,Maison,101.0,4.0,sols,672.0
70000.0,31390,Carbonne,Maison,72.0,5.0,sols,624.0
100000.0,31390,Carbonne,Maison,84.0,3.0,sols,150.0
150000.0,31390,Carbonne,Maison,82.0,4.0,jardins,1500.0
150000.0,31390,Carbonne,Maison,110.0,4.0,sols,82.0
285500.0,31390,Carbonne,Maison,102.0,5.0,terrains d'agrément,797.0
279850.0,31390,Carbonne,Maison,127.0,4.0,sols,1342.0
290000.0,31390,Carbonne,Maison,113.0,4.0,sols,1000.0
260310.0,31390,Carbonne,Maison,82.0,5.0,sols,1487.0
421700.0,31390,Carbonne,Maison,143.0,5.0,sols,844.0
269900.0,31390,Carbonne,Maison,96.0,2.0,terres,3000.0
3530860.2,31390,Carbonne,Maison,56.0,2.0,terrains a bâtir,160.0
50000.0,31390,Carbonne,Maison,100.0,4.0,sols,201.0
233320.0,31390,Carbonne,Maison,73.0,3.0,sols,174.0
304150.0,31390,Carbonne,Maison,130.0,6.0,sols,323.0
266260.0,31390,Carbonne,Maison,90.0,4.0,terrains d'agrément,500.0
245300.0,31390,Carbonne,Maison,111.0,5.0,sols,588.0
251000.0,31390,Carbonne,Maison,80.0,6.0,sols,392.0
366300.0,31390,Carbonne,Maison,200.0,5.0,sols,920.0
399000.0,31390,Carbonne,Maison,144.0,4.0,sols,578.0
