valeur_fonciere,code_postal,nom_commune,type_local,surface_reelle_bati,nombre_pieces_principales,nature_culture,surface_terrain
167250.0,31650,Saint-Orens-de-Gameville,Appartement,44.0,2.0,,0.0
199020.0,31650,Saint-Orens-de-Gameville,Appartement,63.0,3.0,,0.0
301000.0,31650,Saint-Orens-de-Gameville,Appartement,94.0,4.0,,0.0
85000.0,31650,Saint-Orens-de-Gameville,Appartement,31.0,2.0,,0.0
292000.0,31650,Saint-Orens-de-Gameville,Appartement,86.0,4.0,,0.0
120000.0,31650,Saint-Orens-de-Gameville,Appartement,45.0,2.0,,0.0
185800.0,31650,Saint-Orens-de-Gameville,Appartement,63.0,3.0,,0.0
235256.0,31650,Saint-Orens-de-Gameville,Appartement,99.0,5.0,,0.0
250000.0,31650,Saint-Orens-de-Gameville,Appartement,66.0,3.0,,0.0
256600.0,31650,Saint-Orens-de-Gameville,Appartement,85.0,4.0,,0.0
117900.0,31650,Saint-Orens-de-Gameville,Appartement,44.0,2.0,,0.0
197450.0,31650,Saint-Orens-de-Gameville,Appartement,67.0,3.0,,0.0
334700.0,31650,Saint-Orens-de-Gameville,Appartement,98.0,4.0,,0.0
158000.0,31650,Saint-Orens-de-Gameville,Appartement,44.0,2.0,,0.0
160380.0,31650,Saint-Orens-de-Gameville,Appartement,65.0,3.0,,0.0
132000.0,31650,Saint-Orens-de-Gameville,Appartement,42.0,2.0,,0.0
219050.0,31650,Saint-Orens-de-Gameville,Appartement,60.0,3.0,,0.0
219000.0,31650,Saint-Orens-de-Gameville,Appartement,72.0,4.0,,0.0
105000.0,31650,Saint-Orens-de-Gameville,Appartement,35.0,2.0,,0.0
109500.0,31650,Saint-Orens-de-Gameville,Appartement,36.0,2.0,,0.0
132000.0,31650,Saint-Orens-de-Gameville,Appartement,40.0,2.0,,0.0
180000.0,31650,Saint-Orens-de-Gameville,Appartement,66.0,3.0,,0.0
175467.0,31650,Saint-Orens-de-Gameville,Appartement,49.0,2.0,,0.0
192500.0,31650,Saint-Orens-de-Gameville,Appartement,59.0,3.0,,0.0
212250.0,31650,Saint-Orens-de-Gameville,Appartement,61.0,3.0,,0.0
112450.0,31650,Saint-Orens-de-Gameville,Appartement,48.0,2.0,,0.0
210000.0,31650,Saint-Orens-de-Gameville,Appartement,66.0,3.0,,0.0
176000.0,31650,Saint-Orens-de-Gameville,Appartement,63.0,3.0,,0.0
199000.0,31650,Saint-Orens-de-Gameville,Appartement,62.0,3.0,,0.0
125500.0,31650,Saint-Orens-de-Gameville,Appartement,48.0,2.0,,0.0
147000.0,31650,Saint-Orens-de-Gameville,Appartement,42.0,2.0,,0.0
150000.0,31650,Saint-Orens-de-Gameville,Appartement,49.0,2.0,,0.0
152800.0,31650,Saint-Orens-de-Gameville,Appartement,42.0,2.0,,0.0
250000.0,31650,Saint-Orens-de-Gameville,Appartement,60.0,3.0,,0.0
147000.0,31650,Saint-Orens-de-Gameville,Appartement,46.0,2.0,,0.0
141600.0,31650,Saint-Orens-de-Gameville,Appartement,40.0,2.0,,0.0
151100.0,31650,Saint-Orens-de-Gameville,Appartement,51.0,2.0,,0.0
228632.0,31650,Saint-Orens-de-Gameville,Appartement,65.0,3.0,,0.0
202846.0,31650,Saint-Orens-de-Gameville,Appartement,64.0,3.0,,0.0
170280.0,31650,Saint-Orens-de-Gameville,Appartement,62.0,3.0,,0.0
138400.0,31290,Gardouch,Appartement,63.0,3.0,,0.0
80000.0,31660,Bessières,Appartement,44.0,2.0,,0.0
92000.0,31660,Bessières,Appartement,67.0,3.0,,0.0
114000.0,31660,Bessières,Appartement,60.0,3.0,,0.0
197750.0,31660,Bessières,Appartement,100.0,4.0,,0.0
125000.0,31660,Bessières,Appartement,57.0,3.0,,0.0
202000.0,31660,Bessières,Appartement,74.0,2.0,,0.0
82000.0,31660,Bessières,Appartement,44.0,2.0,,0.0
102060.0,31660,Bessières,Appartement,55.0,3.0,,0.0
394000.0,31660,Bessières,Appartement,60.0,3.0,sols,472.0
99900.0,31660,Bessières,Appartement,40.0,2.0,,0.0
260000.0,31410,Noé,Appartement,88.0,4.0,sols,1081.0
143000.0,31410,Noé,Appartement,31.0,2.0,sols,143.0
323250.0,31410,Noé,Appartement,63.0,2.0,sols,620.0
120000.0,31410,Noé,Appartement,58.0,3.0,,0.0
95500.0,31410,Noé,Appartement,43.0,2.0,,0.0
124000.0,31450,Labastide-Beauvoir,Appartement,66.0,3.0,,0.0
206030.0,31410,Saint-Sulpice-sur-Lèze,Appartement,58.0,1.0,,0.0
148500.0,31130,Quint-Fonsegrives,Appartement,40.0,2.0,,0.0
169877.0,31130,Quint-Fonsegrives,Appartement,48.0,2.0,,0.0
147030.0,31130,Quint-Fonsegrives,Appartement,40.0,2.0,,0.0
206000.0,31130,Quint-Fonsegrives,Appartement,65.0,3.0,,0.0
190050.0,31130,Quint-Fonsegrives,Appartement,47.0,2.0,,0.0
150000.0,31130,Quint-Fonsegrives,Appartement,40.0,2.0,,0.0
310000.0,31130,Quint-Fonsegrives,Appartement,77.0,4.0,,0.0
194000.0,31130,Quint-Fonsegrives,Appartement,58.0,3.0,,0.0
250000.0,31130,Quint-Fonsegrives,Appartement,72.0,3.0,,0.0
161550.0,31130,Quint-Fonsegrives,Appartement,43.0,2.0,,0.0
143900.0,31130,Quint-Fonsegrives,Appartement,35.0,2.0,,0.0
255050.0,31130,Quint-Fonsegrives,Appartement,61.0,3.0,,0.0
119700.0,31130,Quint-Fonsegrives,Appartement,35.0,2.0,,0.0
214000.0,31130,Quint-Fonsegrives,Appartement,63.0,3.0,,0.0
98000.0,31130,Quint-Fonsegrives,Appartement,25.0,1.0,,0.0
207000.0,31130,Quint-Fonsegrives,Appartement,63.0,3.0,,0.0
189000.0,31130,Quint-Fonsegrives,Appartement,65.0,3.0,,0.0
335000.0,31130,Quint-Fonsegrives,Appartement,83.0,4.0,,0.0
230000.0,31130,Quint-Fonsegrives,Appartement,67.0,3.0,,0.0
285000.0,31130,Quint-Fonsegrives,Appartement,60.0,3.0,,0.0
243450.0,31130,Quint-Fonsegrives,Appartement,64.0,3.0,,0.0
217900.0,31130,Quint-Fonsegrives,Appartement,64.0,3.0,,0.0
521240.0,31130,Quint-Fonsegrives,Appartement,101.0,4.0,,0.0
275500.0,31130,Quint-Fonsegrives,Appartement,64.0,2.0,,0.0
66410.0,31150,Bruguières,Appartement,28.0,1.0,,0.0
220000.0,31150,Bruguières,Appartement,109.0,4.0,,0.0
87000.0,31150,Bruguières,Appartement,35.0,2.0,,0.0
244328.6,31150,Bruguières,Appartement,50.0,3.0,sols,700.0
89000.0,31150,Bruguières,Appartement,36.0,2.0,,0.0
167000.0,31150,Bruguières,Appartement,72.0,3.0,,0.0
110000.0,31150,Bruguières,Appartement,45.0,2.0,,0.0
185000.0,31150,Bruguières,Appartement,68.0,4.0,,0.0
290000.0,31150,Bruguières,Appartement,40.0,2.0,sols,699.0
151000.0,31150,Bruguières,Appartement,59.0,2.0,,0.0
78100.0,31150,Bruguières,Appartement,35.0,2.0,,0.0
139000.0,31150,Bruguières,Appartement,42.0,2.0,,0.0
165200.0,31150,Bruguières,Appartement,56.0,3.0,,0.0
75000.0,31180,Rouffiac-Tolosan,Appartement,39.0,2.0,,0.0
59900.0,31180,Rouffiac-Tolosan,Appartement,30.0,1.0,,0.0
76000.0,31180,Rouffiac-Tolosan,Appartement,30.0,1.0,,0.0
190000.0,31180,Rouffiac-Tolosan,Appartement,61.0,3.0,,0.0
84600.0,31180,Rouffiac-Tolosan,Appartement,35.0,2.0,,0.0
69500.0,31180,Rouffiac-Tolosan,Appartement,30.0,1.0,,0.0
83000.0,31180,Rouffiac-Tolosan,Appartement,38.0,2.0,,0.0
104700.0,31180,Rouffiac-Tolosan,Appartement,43.0,2.0,,0.0
76000.0,31180,Rouffiac-Tolosan,Appartement,39.0,2.0,,0.0
77600.0,31180,Rouffiac-Tolosan,Appartement,42.0,2.0,,0.0
