valeur_fonciere,code_postal,nom_commune,type_local,surface_reelle_bati,nombre_pieces_principales,nature_culture,surface_terrain,year
240000.0,31840,Seilh,Maison,42.0,2.0,sols,1105.0,2022
329533.0,31840,Seilh,Maison,92.0,4.0,sols,591.0,2022
114000.0,31840,Seilh,Appartement,43.0,2.0,None,0.0,2022
164300.0,31840,Seilh,Appartement,60.0,3.0,None,0.0,2022
260000.0,31840,Seilh,Maison,85.0,4.0,sols,276.0,2022
177000.0,31840,Seilh,Appartement,60.0,3.0,None,0.0,2022
270000.0,31840,Seilh,Maison,86.0,5.0,sols,116.0,2022
57990.0,31840,Seilh,Appartement,22.0,1.0,None,0.0,2022
910000.0,31840,Seilh,Maison,158.0,5.0,None,0.0,2022
147000.0,31840,Seilh,Appartement,59.0,3.0,None,0.0,2022
105000.0,31840,Seilh,Appartement,38.0,2.0,None,0.0,2022
764500.0,31840,Seilh,Maison,268.0,10.0,sols,2039.0,2022
121500.0,31840,Seilh,Appartement,42.0,2.0,None,0.0,2022
551000.0,31840,Seilh,Maison,165.0,5.0,sols,955.0,2022
120000.0,31840,Seilh,Appartement,41.0,2.0,None,0.0,2022
130000.0,31840,Seilh,Appartement,42.0,2.0,None,0.0,2022
123787.0,31840,Seilh,Appartement,44.0,2.0,None,0.0,2022
445600.0,31840,Seilh,Maison,154.0,6.0,sols,1096.0,2022
132890.0,31840,Seilh,Appartement,45.0,2.0,None,0.0,2022
240000.0,31840,Seilh,Maison,84.0,4.0,None,0.0,2022
125000.0,31840,Seilh,Appartement,40.0,2.0,None,0.0,2022
145000.0,31840,Seilh,Appartement,40.0,2.0,None,0.0,2022
177600.0,31840,Seilh,Appartement,55.0,3.0,None,0.0,2022
600000.0,31840,Seilh,Maison,136.0,6.0,sols,558.0,2022
238000.0,31840,Seilh,Maison,83.0,4.0,None,0.0,2022
154042.0,31840,Seilh,Appartement,63.0,3.0,None,0.0,2022
338600.0,31840,Seilh,Maison,150.0,5.0,sols,1500.0,2022
340000.0,31840,Seilh,Maison,98.0,4.0,terrains a bâtir,328.0,2022
286110.0,31840,Seilh,Appartement,75.0,3.0,None,0.0,2022
138985.0,31840,Seilh,Appartement,41.0,2.0,None,0.0,2022
175700.0,31840,Seilh,Appartement,55.0,3.0,None,0.0,2022
143200.0,31840,Seilh,Appartement,40.0,2.0,None,0.0,2022
320000.0,31840,Seilh,Maison,119.0,4.0,sols,1233.0,2022
122000.0,31840,Seilh,Appartement,41.0,2.0,None,0.0,2022
443500.0,31840,Seilh,Maison,122.0,5.0,sols,599.0,2022
210409.0,31840,Seilh,Appartement,60.0,3.0,None,0.0,2022
315000.0,31840,Seilh,Appartement,74.0,3.0,None,0.0,2022
404450.0,31840,Seilh,Maison,92.0,5.0,sols,725.0,2022
159000.0,31840,Seilh,Appartement,55.0,3.0,None,0.0,2022
313500.0,31840,Seilh,Appartement,80.0,4.0,None,0.0,2022
264000.0,31840,Seilh,Maison,87.0,4.0,terrains a bâtir,107.0,2022
695000.0,31840,Seilh,Maison,158.0,5.0,sols,1359.0,2022
206350.0,31840,Seilh,Appartement,63.0,3.0,None,0.0,2022
127950.0,31840,Seilh,Appartement,40.0,2.0,None,0.0,2022
105000.0,31840,Seilh,Appartement,40.0,2.0,None,0.0,2022
695000.0,31840,Seilh,Maison,205.0,7.0,taillis simples,1835.0,2022
140000.0,31840,Seilh,Appartement,40.0,2.0,None,0.0,2022
180000.0,31840,Seilh,Appartement,60.0,3.0,None,0.0,2022
255000.0,31840,Seilh,Maison,78.0,4.0,sols,253.0,2022
469500.0,31840,Seilh,Maison,150.0,5.0,sols,713.0,2022
140894.27,31840,Seilh,Appartement,41.0,2.0,None,0.0,2022
254000.0,31840,Seilh,Maison,92.0,4.0,sols,391.0,2022
1249960.0,31840,Seilh,Maison,261.0,6.0,sols,1000.0,2022
174000.0,31840,Seilh,Appartement,66.0,3.0,None,0.0,2022
468300.0,31840,Seilh,Maison,110.0,5.0,sols,757.0,2022
230000.0,31840,Seilh,Maison,84.0,4.0,None,0.0,2022
235000.0,31840,Seilh,Maison,90.0,4.0,terrains a bâtir,128.0,2022
160000.0,31840,Seilh,Appartement,44.0,2.0,None,0.0,2022
103000.0,31840,Seilh,Appartement,30.0,2.0,None,0.0,2022
205000.0,31840,Seilh,Appartement,60.0,3.0,None,0.0,2022
540500.0,31840,Seilh,Maison,135.0,6.0,sols,1582.0,2022
124000.0,31840,Seilh,Appartement,45.0,2.0,None,0.0,2022
150000.0,31840,Seilh,Appartement,55.0,3.0,None,0.0,2022
160000.0,31840,Seilh,Appartement,65.0,3.0,None,0.0,2022
159910.0,31840,Seilh,Appartement,65.0,3.0,None,0.0,2022
127000.0,31840,Seilh,Appartement,39.0,2.0,None,0.0,2022
208000.0,31840,Seilh,Appartement,63.0,3.0,None,0.0,2022
350000.0,31840,Seilh,Maison,112.0,3.0,terrains a bâtir,1012.0,2022
342320.0,31840,Seilh,Appartement,96.0,4.0,None,0.0,2022
207500.0,31840,Seilh,Appartement,63.0,3.0,None,0.0,2022
138000.0,31840,Seilh,Appartement,43.0,2.0,None,0.0,2022
275000.0,31840,Seilh,Appartement,84.0,4.0,None,0.0,2022
115000.0,31840,Seilh,Appartement,41.0,2.0,None,0.0,2022
189500.0,31840,Seilh,Appartement,80.0,4.0,None,0.0,2022
185000.0,31840,Seilh,Appartement,55.0,3.0,None,0.0,2022
262000.0,31840,Seilh,Appartement,79.0,4.0,None,0.0,2022
87000.0,31840,Seilh,Appartement,23.0,1.0,None,0.0,2022
181843.0,31840,Seilh,Appartement,71.0,3.0,None,0.0,2022
209000.0,31840,Seilh,Appartement,62.0,3.0,None,0.0,2022
300380.0,31840,Seilh,Maison,86.0,4.0,terrains a bâtir,128.0,2022
129000.0,31840,Seilh,Appartement,42.0,2.0,None,0.0,2022
213500.0,31840,Seilh,Appartement,65.0,3.0,None,0.0,2022
67500.0,31840,Seilh,Appartement,43.0,2.0,None,0.0,2022
418100.0,31370,Forgues,Maison,265.0,6.0,sols,2453.0,2022
188000.0,31160,Soueich,Maison,141.0,4.0,sols,950.0,2023
242735.0,31160,Soueich,Maison,109.0,5.0,sols,500.0,2023
110000.0,31160,Soueich,Maison,60.0,4.0,sols,278.0,2023
130000.0,31160,Soueich,Maison,112.0,4.0,sols,235.0,2023
180250.0,31160,Soueich,Maison,120.0,4.0,sols,735.0,2023
116568.0,31160,Soueich,Maison,114.0,3.0,sols,107.0,2023
285000.0,31620,Villaudric,Maison,86.0,4.0,terres,3030.0,2022
338800.0,31620,Villaudric,Maison,100.0,4.0,terres,3590.0,2022
254600.0,31620,Villaudric,Maison,103.0,4.0,sols,679.0,2022
409500.0,31620,Villaudric,Maison,176.0,6.0,terrains d'agrément,1587.0,2022
103000.0,31620,Villaudric,Maison,78.0,2.0,sols,625.0,2022
482700.0,31620,Villaudric,Maison,147.0,8.0,terres,3400.0,2022
200000.0,31620,Villaudric,Maison,150.0,5.0,sols,757.0,2022
355000.0,31620,Villaudric,Maison,139.0,5.0,sols,1000.0,2022
170000.0,31620,Villaudric,Maison,82.0,3.0,None,0.0,2022
135200.0,31620,Villaudric,Maison,79.0,4.0,sols,643.0,2022
135000.0,31620,Villaudric,Maison,137.0,6.0,sols,717.0,2022
284280.0,31620,Villaudric,Maison,99.0,5.0,terrains d'agrément,257.0,2022
271000.0,31620,Villaudric,Maison,91.0,4.0,sols,691.0,2022
341000.0,31620,Villaudric,Maison,124.0,5.0,sols,991.0,2022
285000.0,31620,Villaudric,Maison,88.0,4.0,terrains a bâtir,93.0,2022
465600.0,31620,Villaudric,Maison,132.0,5.0,sols,1100.0,2022
210640.0,31620,Villaudric,Maison,83.0,3.0,None,0.0,2022
297400.0,31620,Villaudric,Maison,88.0,3.0,sols,1057.0,2022
216000.0,31620,Villaudric,Maison,104.0,7.0,sols,676.0,2022
200000.0,31620,Villaudric,Maison,104.0,7.0,sols,676.0,2022
247500.0,31620,Villaudric,Maison,82.0,4.0,sols,595.0,2022
420000.0,31620,Villaudric,Maison,129.0,5.0,terrains d'agrément,2221.0,2022
251000.0,31620,Villaudric,Maison,89.0,4.0,sols,607.0,2022
329510.0,31620,Villaudric,Maison,140.0,6.0,sols,1000.0,2022
287060.84,31620,Villaudric,Maison,117.0,5.0,None,0.0,2022
204300.0,31620,Villaudric,Maison,78.0,3.0,sols,604.0,2022
257150.0,31620,Villaudric,Maison,99.0,5.0,sols,526.0,2022
275000.0,31620,Villaudric,Maison,85.0,3.0,sols,1154.0,2022
63000.0,31210,Ardiège,Maison,122.0,4.0,sols,295.0,2022
271600.0,31210,Ardiège,Maison,123.0,5.0,sols,404.0,2022
160000.0,31210,Ardiège,Maison,230.0,5.0,sols,615.0,2022
140000.0,31210,Ardiège,Maison,95.0,3.0,sols,538.0,2022
55000.0,31210,Ardiège,Maison,52.0,3.0,sols,375.0,2022
123600.0,31160,Juzet-d'Izaut,Maison,85.0,4.0,sols,1487.0,2022
143000.0,31160,Juzet-d'Izaut,Maison,84.0,3.0,sols,1190.0,2022
70000.0,31160,Juzet-d'Izaut,Maison,81.0,3.0,sols,62.0,2022
195000.0,31160,Juzet-d'Izaut,Maison,50.0,1.0,sols,872.0,2022
247000.0,31160,Juzet-d'Izaut,Maison,260.0,4.0,sols,618.0,2022
80000.0,31160,Juzet-d'Izaut,Maison,195.0,5.0,sols,683.0,2022
120000.0,31360,Beauchalot,Maison,106.0,5.0,sols,340.0,2023
217000.0,31360,Beauchalot,Maison,112.0,4.0,terres,1900.0,2023
249839.0,31330,Merville,Maison,81.0,4.0,sols,121.0,2023
95000.0,31330,Merville,Appartement,42.0,2.0,None,0.0,2023
238900.0,31330,Merville,Maison,99.0,4.0,None,0.0,2023
199000.0,31330,Merville,Appartement,63.0,3.0,None,0.0,2023
210000.0,31330,Merville,Maison,84.0,5.0,sols,100.0,2023
215000.0,31330,Merville,Maison,63.0,3.0,sols,705.0,2023
401100.0,31330,Merville,Maison,120.0,5.0,sols,1190.0,2023
236000.0,31330,Merville,Maison,87.0,5.0,sols,612.0,2023
322700.0,31330,Merville,Maison,45.0,2.0,None,0.0,2023
210000.0,31330,Merville,Maison,81.0,4.0,None,0.0,2023
317000.0,31330,Merville,Maison,88.0,5.0,sols,1040.0,2023
210000.0,31330,Merville,Maison,70.0,3.0,sols,122.0,2023
98000.0,31330,Merville,Appartement,41.0,2.0,None,0.0,2023
405000.0,31330,Merville,Maison,126.0,5.0,sols,631.0,2023
105000.0,31330,Merville,Appartement,42.0,2.0,None,0.0,2023
156000.0,31330,Merville,Maison,70.0,3.0,sols,119.0,2023
135100.0,31330,Merville,Appartement,63.0,3.0,None,0.0,2023
385000.0,31330,Merville,Maison,154.0,7.0,terrains d'agrément,950.0,2023
178000.0,31330,Merville,Maison,79.0,4.0,terrains d'agrément,664.0,2023
384200.0,31330,Merville,Maison,140.0,5.0,sols,1117.0,2023
143850.0,31330,Merville,Appartement,61.0,3.0,None,0.0,2023
434810.0,31330,Merville,Maison,157.0,6.0,sols,455.0,2023
362500.0,31330,Merville,Maison,100.0,4.0,sols,600.0,2023
95066.0,31330,Merville,Appartement,43.0,2.0,None,0.0,2023
141600.0,31330,Merville,Appartement,63.0,3.0,None,0.0,2023
401340.0,31330,Merville,Maison,111.0,5.0,terrains d'agrément,500.0,2023
310170.0,31330,Merville,Maison,119.0,5.0,sols,1000.0,2023
232000.0,31330,Merville,Maison,81.0,3.0,sols,778.0,2023
142600.0,31330,Merville,Appartement,62.0,3.0,None,0.0,2023
299800.0,31330,Merville,Maison,98.0,4.0,sols,549.0,2023
149000.0,31330,Merville,Appartement,62.0,3.0,None,0.0,2023
390000.0,31330,Merville,Maison,139.0,4.0,sols,1563.0,2023
207729.0,31330,Merville,Maison,70.0,3.0,sols,113.0,2023
265000.0,31330,Merville,Maison,109.0,4.0,sols,663.0,2023
187000.0,31330,Merville,Maison,89.0,4.0,sols,120.0,2023
276875.0,31330,Merville,Maison,88.0,4.0,sols,435.0,2023
94000.0,31330,Merville,Appartement,40.0,2.0,None,0.0,2023
374000.0,31330,Merville,Maison,139.0,6.0,sols,774.0,2023
164000.0,31330,Merville,Appartement,61.0,3.0,None,0.0,2023
287500.0,31330,Merville,Maison,101.0,5.0,None,0.0,2023
134000.0,31330,Merville,Appartement,62.0,3.0,None,0.0,2023
240000.0,31330,Merville,Maison,97.0,4.0,sols,1192.0,2023
196800.0,31330,Merville,Appartement,84.0,4.0,None,0.0,2023
136750.0,31330,Merville,Appartement,100.0,3.0,sols,124.0,2023
184500.0,31330,Merville,Maison,89.0,5.0,sols,689.0,2023
355000.0,31330,Merville,Appartement,24.0,1.0,sols,1119.0,2023
62500.0,31330,Merville,Maison,148.0,5.0,sols,1800.0,2023
103500.0,31330,Merville,Maison,76.0,2.0,sols,1000.0,2023
238000.0,31330,Merville,Appartement,50.0,3.0,sols,116.0,2023
137000.0,31330,Merville,Maison,63.0,3.0,sols,126.0,2023
140000.0,31330,Merville,Appartement,62.0,3.0,None,0.0,2023
50000.0,31220,Saint-Michel,Maison,90.0,4.0,sols,729.0,2022
125000.0,31220,Saint-Michel,Maison,100.0,3.0,sols,664.0,2022
133000.0,31220,Saint-Michel,Maison,58.0,3.0,terres,3584.0,2022
36000.0,31220,Saint-Michel,Maison,80.0,3.0,sols,456.0,2022
346290.0,31600,Saint-Clar-de-Rivière,Maison,111.0,4.0,sols,775.0,2023
285850.0,31600,Saint-Clar-de-Rivière,Maison,80.0,4.0,sols,452.0,2023
408825.0,31600,Saint-Clar-de-Rivière,Maison,130.0,4.0,terres,1500.0,2023
200490.0,31600,Saint-Clar-de-Rivière,Maison,95.0,4.0,sols,124.0,2023
225000.0,31600,Saint-Clar-de-Rivière,Maison,127.0,4.0,sols,1204.0,2023
242930.0,31600,Saint-Clar-de-Rivière,Maison,76.0,4.0,sols,353.0,2023
305000.0,31600,Saint-Clar-de-Rivière,Maison,103.0,4.0,sols,181.0,2023
121260.0,31600,Saint-Clar-de-Rivière,Appartement,69.0,3.0,None,0.0,2023
57000.0,31600,Saint-Clar-de-Rivière,Maison,90.0,4.0,terrains d'agrément,356.0,2023
127000.0,31600,Saint-Clar-de-Rivière,Maison,130.0,3.0,sols,697.0,2023
255000.0,31600,Saint-Clar-de-Rivière,Maison,75.0,3.0,sols,304.0,2023
222000.0,31600,Saint-Clar-de-Rivière,Maison,100.0,4.0,sols,754.0,2023
110000.0,31600,Saint-Clar-de-Rivière,Appartement,48.0,2.0,None,0.0,2023
277000.0,31600,Saint-Clar-de-Rivière,Maison,98.0,5.0,sols,62.0,2023
276800.0,31600,Saint-Clar-de-Rivière,Maison,95.0,4.0,sols,517.0,2023
269545.0,31600,Saint-Clar-de-Rivière,Maison,89.0,4.0,sols,845.0,2023
236980.0,31600,Saint-Clar-de-Rivière,Maison,124.0,5.0,sols,522.0,2023
274800.0,31600,Saint-Clar-de-Rivière,Maison,105.0,4.0,sols,942.0,2023
162820.0,31600,Saint-Clar-de-Rivière,Appartement,69.0,3.0,None,0.0,2023
240000.0,31600,Saint-Clar-de-Rivière,Maison,117.0,5.0,sols,1735.0,2023
125500.0,31600,Saint-Clar-de-Rivière,Appartement,60.0,3.0,None,0.0,2023
271570.0,31600,Saint-Clar-de-Rivière,Maison,97.0,4.0,sols,623.0,2023
214000.0,31600,Saint-Clar-de-Rivière,Maison,80.0,2.0,sols,310.0,2023
208550.0,31800,Miramont-de-Comminges,Maison,160.0,6.0,prés,495.0,2023
150165.0,31800,Miramont-de-Comminges,Maison,120.0,5.0,sols,703.0,2023
165000.0,31800,Miramont-de-Comminges,Maison,207.0,8.0,sols,603.0,2023
116000.0,31800,Miramont-de-Comminges,Maison,150.0,6.0,sols,323.0,2023
39906.0,31800,Miramont-de-Comminges,Appartement,56.0,3.0,None,0.0,2023
140000.0,31800,Miramont-de-Comminges,Maison,99.0,4.0,sols,698.0,2023
148500.0,31800,Miramont-de-Comminges,Maison,94.0,4.0,sols,646.0,2023
50000.0,31800,Miramont-de-Comminges,Maison,148.0,6.0,sols,543.0,2023
35000.0,31800,Miramont-de-Comminges,Maison,69.0,2.0,sols,275.0,2023
71500.0,31800,Miramont-de-Comminges,Maison,86.0,5.0,sols,255.0,2023
130000.0,31800,Miramont-de-Comminges,Maison,92.0,6.0,sols,730.0,2023
68000.0,31800,Miramont-de-Comminges,Maison,86.0,4.0,sols,145.0,2023
25000.0,31800,Miramont-de-Comminges,Maison,60.0,4.0,sols,105.0,2023
188400.0,31800,Miramont-de-Comminges,Maison,90.0,3.0,sols,475.0,2023
227000.0,31150,Bruguières,Maison,79.0,4.0,sols,271.0,2022
284000.0,31150,Bruguières,Maison,84.0,4.0,sols,516.0,2022
175000.0,31150,Bruguières,Appartement,62.0,3.0,None,0.0,2022
359000.0,31150,Bruguières,Maison,120.0,5.0,sols,500.0,2022
201350.0,31150,Bruguières,Appartement,72.0,3.0,None,0.0,2022
259600.0,31150,Bruguières,Maison,88.0,4.0,sols,537.0,2022
337212.0,31150,Bruguières,Maison,74.0,4.0,sols,1222.0,2022
211400.0,31150,Bruguières,Maison,66.0,3.0,sols,146.0,2022
90000.0,31150,Bruguières,Appartement,36.0,2.0,None,0.0,2022
365200.0,31150,Bruguières,Maison,133.0,6.0,sols,1200.0,2022
260000.0,31150,Bruguières,Maison,98.0,4.0,sols,940.0,2022
104250.0,31150,Bruguières,Appartement,44.0,2.0,None,0.0,2022
346700.0,31150,Bruguières,Maison,91.0,4.0,sols,700.0,2022
330000.0,31150,Bruguières,Maison,120.0,4.0,terrains d'agrément,610.0,2022
143600.0,31150,Bruguières,Appartement,55.0,3.0,None,0.0,2022
161800.0,31150,Bruguières,Maison,65.0,3.0,None,0.0,2022
372000.0,31150,Bruguières,Maison,141.0,4.0,sols,939.0,2022
164600.0,31150,Bruguières,Appartement,63.0,3.0,None,0.0,2022
103000.0,31150,Bruguières,Appartement,43.0,2.0,None,0.0,2022
309200.0,31150,Bruguières,Maison,80.0,5.0,sols,626.0,2022
347100.0,31150,Bruguières,Maison,114.0,4.0,sols,500.0,2022
370500.0,31150,Bruguières,Maison,136.0,5.0,sols,2410.0,2022
404520.0,31150,Bruguières,Maison,136.0,7.0,sols,515.0,2022
222850.0,31150,Bruguières,Maison,79.0,4.0,sols,128.0,2022
229000.0,31150,Bruguières,Maison,88.0,4.0,sols,598.0,2022
247000.0,31150,Bruguières,Maison,79.0,4.0,sols,365.0,2022
110000.0,31150,Bruguières,Appartement,40.0,2.0,None,0.0,2022
148000.0,31150,Bruguières,Appartement,55.0,3.0,None,0.0,2022
340000.0,31150,Bruguières,Maison,128.0,4.0,sols,500.0,2022
344300.0,31150,Bruguières,Maison,183.0,6.0,sols,733.0,2022
120000.0,31150,Bruguières,Appartement,42.0,2.0,None,0.0,2022
246000.0,31150,Bruguières,Maison,83.0,4.0,None,0.0,2022
254700.0,31150,Bruguières,Maison,120.0,4.0,None,0.0,2022
354100.0,31150,Bruguières,Maison,159.0,5.0,sols,596.0,2022
288000.0,31150,Bruguières,Maison,88.0,4.0,sols,936.0,2022
384450.0,31150,Bruguières,Maison,108.0,5.0,sols,500.0,2022
351422.0,31150,Bruguières,Maison,103.0,5.0,sols,1000.0,2022
190000.0,31150,Bruguières,Maison,65.0,3.0,None,0.0,2022
180000.0,31150,Bruguières,Appartement,140.0,5.0,None,0.0,2022
230000.0,31150,Bruguières,Maison,93.0,4.0,sols,692.0,2022
443000.0,31150,Bruguières,Maison,134.0,5.0,sols,500.0,2022
104000.0,31150,Bruguières,Appartement,70.0,4.0,None,0.0,2022
408000.0,31150,Bruguières,Maison,120.0,4.0,sols,500.0,2022
372850.0,31150,Bruguières,Maison,98.0,4.0,sols,713.0,2022
85000.0,31150,Bruguières,Appartement,36.0,2.0,None,0.0,2022
170000.0,31150,Bruguières,Maison,85.0,3.0,sols,224.0,2022
242100.0,31150,Bruguières,Maison,87.0,5.0,sols,527.0,2022
135100.0,31150,Bruguières,Appartement,55.0,3.0,None,0.0,2022
318700.0,31150,Bruguières,Maison,96.0,4.0,sols,579.0,2022
303565.97,31150,Bruguières,Maison,83.0,4.0,sols,705.0,2022
95000.0,31150,Bruguières,Appartement,45.0,2.0,None,0.0,2022
320800.0,31150,Bruguières,Maison,116.0,6.0,None,0.0,2022
135000.0,31150,Bruguières,Maison,68.0,4.0,sols,525.0,2022
284200.0,31150,Bruguières,Maison,91.0,4.0,sols,251.0,2022
243000.0,31150,Bruguières,Maison,86.0,4.0,None,0.0,2022
635000.0,31150,Bruguières,Maison,209.0,6.0,terrains d'agrément,714.0,2022
240000.0,31150,Bruguières,Appartement,73.0,3.0,sols,700.0,2022
442600.0,31150,Bruguières,Maison,146.0,4.0,sols,500.0,2022
432600.0,31150,Bruguières,Maison,110.0,4.0,sols,677.0,2022
399000.0,31150,Bruguières,Maison,95.0,4.0,sols,1000.0,2022
217000.0,31150,Bruguières,Appartement,90.0,4.0,None,0.0,2022
139600.0,31150,Bruguières,Appartement,53.0,3.0,None,0.0,2022
277880.0,31150,Bruguières,Maison,89.0,4.0,sols,705.0,2022
298520.0,31150,Bruguières,Maison,118.0,7.0,sols,478.0,2022
192500.0,31150,Bruguières,Appartement,63.0,3.0,None,0.0,2022
330250.0,31150,Bruguières,Maison,136.0,5.0,sols,504.0,2022
112284.0,31150,Bruguières,Appartement,42.0,2.0,None,0.0,2022
230000.0,31150,Bruguières,Maison,99.0,5.0,None,0.0,2022
367000.0,31150,Bruguières,Maison,99.0,4.0,sols,842.0,2022
263695.0,31150,Bruguières,Maison,90.0,4.0,sols,196.0,2022
115000.0,31150,Bruguières,Appartement,42.0,2.0,None,0.0,2022
75000.0,31150,Bruguières,Appartement,35.0,2.0,None,0.0,2022
195000.0,31150,Bruguières,Appartement,69.0,3.0,None,0.0,2022
315500.0,31150,Bruguières,Maison,121.0,4.0,sols,500.0,2022
470050.0,31150,Bruguières,Maison,124.0,4.0,sols,500.0,2022
246000.0,31150,Bruguières,Maison,83.0,4.0,None,0.0,2022
232000.0,31150,Bruguières,Maison,67.0,4.0,sols,701.0,2022
603000.0,31150,Bruguières,Maison,190.0,5.0,terrains d'agrément,1587.0,2022
465850.0,31150,Bruguières,Maison,175.0,5.0,terrains d'agrément,1030.0,2022
675000.0,31150,Bruguières,Maison,160.0,5.0,sols,1000.0,2022
265000.0,31150,Bruguières,Maison,91.0,5.0,sols,855.0,2022
59000.0,31150,Bruguières,Appartement,25.0,1.0,None,0.0,2022
195000.0,31150,Bruguières,Maison,65.0,3.0,None,0.0,2022
227950.0,31150,Bruguières,Maison,67.0,3.0,None,0.0,2022
118000.0,31150,Bruguières,Appartement,43.0,2.0,None,0.0,2022
271200.0,31150,Bruguières,Maison,87.0,4.0,sols,266.0,2022
282390.0,31150,Bruguières,Appartement,117.0,5.0,sols,208.0,2022
298900.0,31150,Bruguières,Appartement,70.0,3.0,None,0.0,2022
366840.0,31150,Bruguières,Maison,79.0,3.0,sols,842.0,2022
245000.0,31150,Bruguières,Maison,79.0,4.0,sols,157.0,2022
174405.0,31150,Bruguières,Maison,159.0,6.0,terrains d'agrément,566.0,2022
122000.0,31150,Bruguières,Appartement,43.0,2.0,None,0.0,2022
113500.0,31150,Bruguières,Maison,106.0,4.0,sols,540.0,2022
73666.0,31150,Bruguières,Maison,80.0,4.0,sols,838.0,2022
265000.0,31150,Bruguières,Maison,103.0,5.0,sols,668.0,2022
135000.0,31150,Bruguières,Appartement,42.0,2.0,None,0.0,2022
250000.0,31150,Bruguières,Maison,118.0,5.0,sols,143.0,2022
266250.0,31150,Bruguières,Maison,81.0,5.0,sols,798.0,2022
110000.0,31150,Bruguières,Maison,130.0,4.0,None,0.0,2022
135000.0,31150,Bruguières,Maison,63.0,1.0,sols,69.0,2022
199000.0,31230,Anan,Maison,60.0,3.0,sols,580.0,2022
285000.0,31230,Anan,Maison,122.0,6.0,sols,800.0,2022
475000.0,31560,Montgeard,Maison,130.0,4.0,terrains d'agrément,1690.0,2022
86000.0,31560,Montgeard,Maison,50.0,3.0,sols,34.0,2022
215000.0,31560,Montgeard,Maison,86.0,4.0,sols,619.0,2022
283000.0,31560,Montgeard,Maison,140.0,6.0,sols,900.0,2022
170000.0,31560,Montgeard,Maison,54.0,2.0,sols,195.0,2022
721570.0,31560,Montgeard,Maison,265.0,5.0,sols,6682.0,2022
260900.0,31560,Montgeard,Maison,110.0,5.0,sols,2175.0,2022
308000.0,31560,Montgeard,Maison,90.0,3.0,sols,2090.0,2022
285600.0,31380,Montjoire,Maison,70.0,2.0,sols,1900.0,2023
141710.0,31380,Montjoire,Maison,66.0,5.0,jardins,785.0,2023
230000.0,31380,Montjoire,Maison,83.0,4.0,sols,1378.0,2023
205000.0,31380,Montjoire,Maison,70.0,4.0,sols,540.0,2023
125000.0,31380,Montjoire,Maison,55.0,2.0,sols,297.0,2023
260000.0,31380,Montjoire,Maison,99.0,5.0,terres,2288.0,2023
210000.0,31380,Montjoire,Maison,110.0,4.0,jardins,2927.0,2023
305055.0,31380,Montjoire,Maison,88.0,3.0,terrains d'agrément,1375.0,2023
262800.0,31380,Montjoire,Maison,90.0,4.0,sols,1079.0,2023
343632.6,31380,Montjoire,Maison,122.0,5.0,sols,1249.0,2023
376300.0,31380,Montjoire,Maison,66.0,2.0,None,0.0,2023
295020.0,31380,Montjoire,Maison,119.0,5.0,None,0.0,2023
415500.0,31380,Montjoire,Maison,136.0,5.0,None,0.0,2023
200.0,31360,Castillon-de-Saint-Martory,Maison,140.0,4.0,None,0.0,2023
230000.0,31360,Castillon-de-Saint-Martory,Maison,111.0,4.0,terrains d'agrément,2000.0,2023
120900.0,31230,Agassac,Maison,80.0,2.0,terrains d'agrément,695.0,2022
112850.0,31110,Cazeaux-de-Larboust,Maison,45.0,1.0,sols,170.0,2023
250000.0,31230,Cazac,Maison,115.0,5.0,sols,975.0,2022
175000.0,31360,Sepx,Maison,148.0,3.0,sols,292.0,2023
174600.0,31360,Beauchalot,Maison,180.0,4.0,sols,480.0,2022
153000.0,31360,Beauchalot,Maison,82.0,4.0,sols,500.0,2022
282300.0,31360,Beauchalot,Maison,100.0,4.0,sols,1133.0,2022
185000.0,31360,Beauchalot,Maison,108.0,4.0,sols,1200.0,2022
19500.0,31360,Beauchalot,Maison,68.0,3.0,None,0.0,2022
164650.0,31360,Beauchalot,Maison,158.0,6.0,sols,899.0,2022
140000.0,31360,Beauchalot,Maison,111.0,4.0,terrains d'agrément,1294.0,2022
150000.0,31360,Beauchalot,Maison,54.0,4.0,sols,375.0,2022
55000.0,31350,Gensac-de-Boulogne,Maison,90.0,3.0,sols,1050.0,2022
180850.0,31440,Fronsac,Maison,165.0,3.0,sols,455.0,2022
148000.0,31440,Fronsac,Maison,120.0,4.0,sols,120.0,2022
176000.0,31440,Fronsac,Maison,78.0,4.0,sols,500.0,2022
57000.0,31440,Fronsac,Maison,85.0,4.0,prés,746.0,2022
178000.0,31440,Fronsac,Maison,112.0,5.0,sols,500.0,2022
142000.0,31440,Fronsac,Maison,90.0,4.0,sols,870.0,2022
373000.0,31430,Casties-Labrande,Maison,90.0,3.0,sols,30300.0,2023
1.0,31430,Casties-Labrande,Maison,110.0,4.0,sols,289.0,2023
220100.0,31620,Castelnau-d'Estrétefonds,Maison,82.0,4.0,sols,342.0,2023
76100.0,31620,Castelnau-d'Estrétefonds,Appartement,36.0,2.0,None,0.0,2023
101000.0,31620,Castelnau-d'Estrétefonds,Appartement,38.0,2.0,None,0.0,2023
80000.0,31620,Castelnau-d'Estrétefonds,Maison,60.0,3.0,sols,190.0,2023
98150.0,31620,Castelnau-d'Estrétefonds,Appartement,42.0,2.0,None,0.0,2023
165000.0,31620,Castelnau-d'Estrétefonds,Maison,67.0,3.0,None,0.0,2023
