valeur_fonciere,code_postal,nom_commune,type_local,surface_reelle_bati,nombre_pieces_principales,nature_culture,surface_terrain,year,month
315000.0,31790,Saint-Sauveur,Maison,125.0,5.0,sols,482.0,2022,1
409670.0,31790,Saint-Sauveur,Maison,160.0,4.0,sols,1161.0,2022,3
357350.0,31790,Saint-Sauveur,Maison,158.0,6.0,sols,1095.0,2022,4
353300.0,31790,Saint-Sauveur,Maison,114.0,5.0,sols,862.0,2022,5
500000.0,31790,Saint-Sauveur,Maison,255.0,5.0,sols,1200.0,2022,5
399720.0,31790,Saint-Sauveur,Maison,136.0,5.0,sols,742.0,2022,5
302000.0,31790,Saint-Sauveur,Maison,91.0,4.0,sols,759.0,2022,5
313900.0,31790,Saint-Sauveur,Maison,77.0,3.0,sols,2743.0,2022,5
358400.0,31790,Saint-Sauveur,Maison,102.0,4.0,sols,967.0,2022,6
266400.0,31790,Saint-Sauveur,Maison,77.0,3.0,sols,1259.0,2022,7
359350.0,31790,Saint-Sauveur,Maison,90.0,4.0,sols,996.0,2022,7
398280.0,31790,Saint-Sauveur,Maison,117.0,6.0,sols,1923.0,2022,8
145000.0,31790,Saint-Sauveur,Maison,86.0,4.0,sols,40.0,2022,9
100000.0,31790,Saint-Sauveur,Maison,51.0,3.0,sols,381.0,2022,8
240000.0,31790,Saint-Sauveur,Maison,88.0,6.0,terres,1030.0,2022,8
155000.0,31790,Saint-Sauveur,Maison,99.0,5.0,sols,931.0,2022,9
190000.0,31790,Saint-Sauveur,Maison,68.0,3.0,None,0.0,2022,11
219030.0,31790,Saint-Sauveur,Maison,72.0,3.0,sols,40.0,2022,10
360500.0,31790,Saint-Sauveur,Maison,90.0,4.0,sols,593.0,2022,10
155500.0,31790,Saint-Sauveur,Maison,65.0,3.0,sols,87.0,2022,12
55000.0,31370,Forgues,Maison,97.0,4.0,sols,1100.0,2023,7
349900.0,31370,Forgues,Maison,158.0,3.0,sols,1137.0,2023,8
358000.0,31570,Lanta,Maison,139.0,5.0,terrains d'agrément,2200.0,2023,1
195000.0,31570,Lanta,Maison,158.0,5.0,sols,3009.0,2023,2
365200.0,31570,Lanta,Maison,101.0,4.0,terrains d'agrément,912.0,2023,2
707800.0,31570,Lanta,Maison,177.0,6.0,sols,1000.0,2023,2
173000.0,31570,Lanta,Maison,60.0,3.0,sols,1017.0,2023,3
342000.0,31570,Lanta,Maison,103.0,4.0,sols,1207.0,2023,4
245200.0,31570,Lanta,Maison,90.0,4.0,sols,263.0,2023,5
511897.0,31570,Lanta,Maison,131.0,5.0,sols,868.0,2023,6
117000.0,31570,Lanta,Maison,47.0,2.0,sols,42.0,2023,6
454000.0,31570,Lanta,Maison,124.0,5.0,sols,1022.0,2023,7
370000.0,31570,Lanta,Maison,92.0,4.0,None,0.0,2023,7
360100.0,31570,Lanta,Maison,95.0,4.0,sols,614.0,2023,7
418700.0,31570,Lanta,Maison,104.0,4.0,sols,648.0,2023,7
140000.0,31570,Lanta,Maison,157.0,5.0,sols,245.0,2023,7
441261.0,31570,Lanta,Maison,119.0,4.0,sols,630.0,2023,8
417885.0,31570,Lanta,Maison,170.0,7.0,sols,1144.0,2023,8
210000.0,31570,Lanta,Maison,95.0,4.0,sols,1569.0,2023,8
483750.0,31570,Lanta,Maison,163.0,6.0,sols,1000.0,2023,9
46000.0,31570,Lanta,Maison,182.0,5.0,terres,1441.0,2023,12
663000.0,31570,Lanta,Maison,260.0,7.0,sols,3047.0,2023,11
280870.0,31570,Lanta,Maison,90.0,4.0,sols,456.0,2023,11
240000.0,31570,Lanta,Maison,122.0,5.0,sols,552.0,2023,12
200000.0,31460,Mourvilles-Basses,Maison,90.0,9.0,sols,4104.0,2022,1
707650.0,31460,Mourvilles-Basses,Maison,198.0,5.0,terres,4507.0,2022,8
125000.0,31350,Sarrecave,Maison,98.0,3.0,prés,2531.0,2022,3
152000.0,31430,Casties-Labrande,Maison,73.0,2.0,sols,1520.0,2022,2
147200.0,31560,Nailloux,Maison,66.0,3.0,None,0.0,2022,1
325690.0,31560,Nailloux,Maison,154.0,5.0,sols,817.0,2022,1
349631.0,31560,Nailloux,Maison,125.0,5.0,sols,1000.0,2022,1
191000.0,31560,Nailloux,Maison,100.0,4.0,sols,218.0,2022,1
239050.0,31560,Nailloux,Maison,137.0,6.0,sols,158.0,2022,1
160000.0,31560,Nailloux,Maison,88.0,4.0,sols,1069.0,2022,1
165200.0,31560,Nailloux,Maison,115.0,5.0,sols,1585.0,2022,1
40000.0,31560,Nailloux,Maison,108.0,3.0,sols,712.0,2022,2
325001.0,31560,Nailloux,Maison,160.0,4.0,sols,1569.0,2022,2
270700.0,31560,Nailloux,Maison,88.0,4.0,sols,1031.0,2022,3
103000.0,31560,Nailloux,Maison,64.0,3.0,None,0.0,2022,2
420150.0,31560,Nailloux,Maison,128.0,5.0,sols,1000.0,2022,3
197925.0,31560,Nailloux,Maison,100.0,3.0,sols,352.0,2022,3
220000.0,31560,Nailloux,Maison,102.0,4.0,sols,1358.0,2022,3
278500.0,31560,Nailloux,Maison,110.0,5.0,sols,700.0,2022,4
183000.0,31560,Nailloux,Maison,90.0,4.0,None,0.0,2022,4
110000.0,31560,Nailloux,Maison,81.0,4.0,sols,296.0,2022,3
395000.0,31560,Nailloux,Maison,136.0,6.0,sols,948.0,2022,4
234800.0,31560,Nailloux,Maison,78.0,4.0,None,0.0,2022,4
130000.0,31560,Nailloux,Maison,92.0,4.0,sols,1005.0,2022,5
100000.0,31560,Nailloux,Maison,76.0,4.0,sols,275.0,2022,4
235550.0,31560,Nailloux,Maison,75.0,3.0,sols,488.0,2022,5
180000.0,31560,Nailloux,Maison,89.0,4.0,sols,429.0,2022,5
334000.0,31560,Nailloux,Maison,144.0,4.0,sols,391.0,2022,5
161041.0,31560,Nailloux,Maison,84.0,4.0,None,0.0,2022,5
87500.0,31560,Nailloux,Maison,90.0,3.0,sols,40.0,2022,5
138862.0,31560,Nailloux,Maison,64.0,3.0,None,0.0,2022,5
150000.0,31560,Nailloux,Maison,65.0,3.0,None,0.0,2022,6
220400.0,31560,Nailloux,Maison,105.0,5.0,sols,779.0,2022,6
158148.5,31560,Nailloux,Maison,81.0,4.0,None,0.0,2022,6
265000.0,31560,Nailloux,Maison,97.0,4.0,sols,775.0,2022,6
445700.0,31560,Nailloux,Maison,106.0,4.0,terrains d'agrément,1192.0,2022,6
122500.0,31560,Nailloux,Maison,167.0,6.0,sols,1166.0,2022,6
253000.0,31560,Nailloux,Maison,72.0,4.0,sols,996.0,2022,7
596800.0,31560,Nailloux,Maison,280.0,9.0,sols,1000.0,2022,6
255000.0,31560,Nailloux,Maison,90.0,4.0,sols,575.0,2022,6
395000.0,31560,Nailloux,Maison,111.0,5.0,sols,673.0,2022,7
314500.0,31560,Nailloux,Maison,110.0,5.0,sols,508.0,2022,7
327100.0,31560,Nailloux,Maison,91.0,4.0,sols,508.0,2022,7
144648.0,31560,Nailloux,Maison,64.0,3.0,None,0.0,2022,7
385000.0,31560,Nailloux,Maison,122.0,4.0,sols,1000.0,2022,8
175506.5,31560,Nailloux,Maison,87.0,3.0,sols,325.0,2022,8
104000.0,31560,Nailloux,Maison,81.0,4.0,sols,223.0,2022,7
379990.0,31560,Nailloux,Maison,170.0,8.0,sols,293.0,2022,7
96000.0,31560,Nailloux,Maison,76.0,4.0,sols,168.0,2022,7
857190.0,31560,Nailloux,Maison,250.0,7.0,sols,1272.0,2022,8
220000.0,31560,Nailloux,Maison,110.0,3.0,sols,204.0,2022,8
830800.0,31560,Nailloux,Maison,321.0,11.0,sols,1000.0,2022,8
251500.0,31560,Nailloux,Maison,130.0,4.0,sols,434.0,2022,8
56500.0,31560,Nailloux,Maison,95.0,4.0,None,0.0,2022,9
154291.0,31560,Nailloux,Maison,81.0,4.0,None,0.0,2022,9
70000.0,31560,Nailloux,Maison,120.0,5.0,sols,169.0,2022,9
107000.0,31560,Nailloux,Maison,80.0,2.0,sols,289.0,2022,10
272900.0,31560,Nailloux,Maison,93.0,4.0,sols,642.0,2022,10
190000.0,31560,Nailloux,Maison,84.0,4.0,None,0.0,2022,10
215000.0,31560,Nailloux,Maison,93.0,4.0,sols,470.0,2022,10
135850.0,31560,Nailloux,Maison,64.0,3.0,sols,40.0,2022,11
136700.0,31560,Nailloux,Maison,65.0,3.0,None,0.0,2022,11
215000.0,31560,Nailloux,Maison,75.0,4.0,sols,793.0,2022,12
187000.0,31560,Nailloux,Maison,41.0,3.0,sols,194.0,2022,12
291600.0,31560,Nailloux,Maison,92.0,4.0,sols,482.0,2022,12
164000.0,31560,Nailloux,Maison,86.0,4.0,None,0.0,2022,12
299750.0,31410,Capens,Maison,130.0,5.0,terres,2352.0,2023,2
310000.0,31410,Capens,Maison,105.0,4.0,terrains d'agrément,1200.0,2023,5
145000.0,31410,Capens,Maison,88.0,4.0,sols,1059.0,2023,6
326500.0,31410,Capens,Maison,154.0,5.0,sols,295.0,2023,8
18000.0,31440,Fos,Maison,20.0,1.0,sols,70.0,2022,2
81000.0,31440,Fos,Maison,73.0,4.0,sols,152.0,2022,4
22000.0,31440,Fos,Maison,115.0,4.0,sols,251.0,2022,6
55000.0,31440,Fos,Maison,67.0,4.0,sols,110.0,2022,7
100.0,31440,Fos,Maison,68.0,3.0,sols,167.0,2022,9
45000.0,31440,Fos,Maison,84.0,3.0,sols,220.0,2022,11
103000.0,31440,Fos,Maison,52.0,4.0,sols,427.0,2022,12
351000.0,31130,Flourens,Maison,100.0,4.0,sols,4394.0,2023,1
509300.0,31130,Flourens,Maison,141.0,5.0,sols,559.0,2023,1
475770.0,31130,Flourens,Maison,104.0,5.0,sols,511.0,2023,2
718713.0,31130,Flourens,Maison,150.0,5.0,sols,973.0,2023,2
565737.5,31130,Flourens,Maison,169.0,6.0,sols,528.0,2023,2
724514.0,31130,Flourens,Maison,149.0,5.0,sols,729.0,2023,2
434600.0,31130,Flourens,Maison,129.0,5.0,terrains a bâtir,1015.0,2023,2
512000.0,31130,Flourens,Maison,124.0,4.0,sols,848.0,2023,3
421280.0,31130,Flourens,Maison,115.0,5.0,sols,536.0,2023,4
485000.0,31130,Flourens,Maison,125.0,4.0,sols,1000.0,2023,6
500000.0,31130,Flourens,Maison,105.0,4.0,sols,859.0,2023,6
690950.0,31130,Flourens,Maison,132.0,6.0,terres,2400.0,2023,5
295000.0,31130,Flourens,Maison,94.0,3.0,sols,664.0,2023,6
325000.0,31130,Flourens,Maison,102.0,4.0,sols,707.0,2023,9
419569.5,31130,Flourens,Maison,60.0,2.0,terrains d'agrément,1365.0,2023,9
403600.0,31130,Flourens,Maison,120.0,6.0,sols,865.0,2023,10
150000.0,31130,Flourens,Maison,70.0,3.0,landes,2020.0,2023,10
446480.0,31130,Flourens,Maison,124.0,7.0,sols,600.0,2023,11
420000.0,31700,Beauzelle,Maison,86.0,4.0,sols,1125.0,2023,1
229230.0,31700,Beauzelle,Maison,67.0,3.0,sols,138.0,2023,1
450000.0,31700,Beauzelle,Maison,145.0,4.0,sols,656.0,2023,1
411000.0,31700,Beauzelle,Maison,115.0,5.0,sols,640.0,2023,2
370000.0,31700,Beauzelle,Maison,88.0,4.0,sols,448.0,2023,2
353765.0,31700,Beauzelle,Maison,116.0,5.0,sols,390.0,2023,2
260100.0,31700,Beauzelle,Maison,85.0,5.0,sols,408.0,2023,3
421000.0,31700,Beauzelle,Maison,107.0,5.0,sols,599.0,2023,3
323940.0,31700,Beauzelle,Maison,91.0,4.0,sols,205.0,2023,4
375150.0,31700,Beauzelle,Maison,90.0,3.0,sols,653.0,2023,4
512040.0,31700,Beauzelle,Maison,125.0,5.0,sols,651.0,2023,4
340000.0,31700,Beauzelle,Maison,94.0,4.0,sols,631.0,2023,5
371000.0,31700,Beauzelle,Maison,95.0,5.0,sols,393.0,2023,6
280000.0,31700,Beauzelle,Maison,90.0,5.0,sols,247.0,2023,6
280000.0,31700,Beauzelle,Maison,90.0,4.0,sols,372.0,2023,5
317000.0,31700,Beauzelle,Maison,80.0,4.0,sols,576.0,2023,5
319610.0,31700,Beauzelle,Maison,114.0,5.0,None,0.0,2023,6
440000.0,31700,Beauzelle,Maison,110.0,4.0,sols,920.0,2023,6
360000.0,31700,Beauzelle,Maison,80.0,4.0,sols,504.0,2023,6
550000.0,31700,Beauzelle,Maison,170.0,5.0,sols,472.0,2023,6
349000.0,31700,Beauzelle,Maison,90.0,4.0,sols,227.0,2023,7
340000.0,31700,Beauzelle,Maison,80.0,4.0,sols,540.0,2023,7
415000.0,31700,Beauzelle,Maison,95.0,4.0,sols,837.0,2023,7
327180.0,31700,Beauzelle,Maison,88.0,5.0,sols,210.0,2023,7
470830.0,31700,Beauzelle,Maison,109.0,5.0,sols,741.0,2023,8
199920.0,31700,Beauzelle,Maison,89.0,4.0,sols,158.0,2023,8
285000.0,31700,Beauzelle,Maison,101.0,4.0,sols,122.0,2023,8
298100.0,31700,Beauzelle,Maison,86.0,4.0,sols,158.0,2023,9
382900.0,31700,Beauzelle,Maison,88.0,4.0,sols,717.0,2023,9
1150000.0,31700,Beauzelle,Maison,240.0,5.0,sols,1246.0,2023,9
396250.0,31700,Beauzelle,Maison,109.0,5.0,sols,719.0,2023,10
628863.4,31700,Beauzelle,Maison,109.0,5.0,sols,719.0,2023,10
284000.0,31700,Beauzelle,Maison,79.0,4.0,sols,380.0,2023,10
180000.0,31700,Beauzelle,Maison,60.0,3.0,sols,263.0,2023,10
500000.0,31700,Beauzelle,Maison,154.0,7.0,None,0.0,2023,11
250000.0,31700,Beauzelle,Maison,90.0,5.0,sols,251.0,2023,12
500000.0,31700,Beauzelle,Maison,131.0,4.0,terrains d'agrément,628.0,2023,12
489020.0,31700,Beauzelle,Maison,138.0,4.0,terrains d'agrément,500.0,2023,12
530550.0,31700,Beauzelle,Maison,134.0,6.0,sols,727.0,2023,12
245400.0,31480,Caubiac,Maison,128.0,4.0,terrains d'agrément,263.0,2023,6
240000.0,31480,Caubiac,Maison,85.0,5.0,sols,543.0,2023,7
105000.0,31480,Caubiac,Maison,200.0,5.0,sols,661.0,2023,7
115000.0,31360,Laffite-Toupière,Maison,84.0,3.0,prés,1490.0,2023,8
67000.0,31420,Terrebasse,Maison,83.0,1.0,sols,170.0,2022,4
140000.0,31420,Terrebasse,Maison,99.0,4.0,sols,500.0,2022,9
290000.0,31420,Terrebasse,Maison,128.0,4.0,sols,1000.0,2022,11
259450.0,31160,Chein-Dessus,Maison,96.0,3.0,sols,642.0,2022,3
95000.0,31160,Chein-Dessus,Maison,110.0,4.0,terrains a bâtir,545.0,2022,4
166150.0,31160,Chein-Dessus,Maison,103.0,1.0,sols,450.0,2022,10
130000.0,31160,Chein-Dessus,Maison,78.0,4.0,prés,1883.0,2022,10
173000.0,31160,Chein-Dessus,Maison,104.0,5.0,sols,1322.0,2022,12
210000.0,31460,Prunet,Maison,118.0,3.0,sols,1252.0,2023,1
361570.0,31460,Prunet,Maison,129.0,5.0,sols,1680.0,2023,10
220000.0,31370,Beaufort,Maison,105.0,4.0,sols,871.0,2022,3
292520.0,31370,Beaufort,Maison,109.0,4.0,terrains d'agrément,2033.0,2022,4
352000.0,31370,Beaufort,Maison,135.0,5.0,sols,1000.0,2022,8
324670.0,31350,Saint-Lary-Boujean,Maison,100.0,4.0,taillis simples,15275.0,2023,4
130000.0,31350,Saint-Lary-Boujean,Maison,90.0,4.0,taillis simples,5450.0,2023,12
119900.0,31440,Cierp-Gaud,Maison,70.0,3.0,sols,260.0,2022,1
190100.0,31440,Cierp-Gaud,Maison,84.0,6.0,terres,563.0,2022,2
73000.0,31440,Cierp-Gaud,Maison,55.0,3.0,sols,112.0,2022,2
155000.0,31440,Cierp-Gaud,Maison,150.0,5.0,sols,217.0,2022,4
64000.0,31440,Cierp-Gaud,Maison,70.0,4.0,sols,1836.0,2022,4
101200.0,31440,Cierp-Gaud,Maison,72.0,5.0,sols,385.0,2022,4
45000.0,31440,Cierp-Gaud,Maison,55.0,3.0,sols,58.0,2022,5
182000.0,31440,Cierp-Gaud,Maison,85.0,6.0,sols,124.0,2022,6
242650.0,31440,Cierp-Gaud,Maison,65.0,3.0,sols,500.0,2022,6
35000.0,31440,Cierp-Gaud,Maison,50.0,2.0,sols,25.0,2022,6
42000.0,31440,Cierp-Gaud,Maison,80.0,4.0,sols,40.0,2022,7
124830.0,31440,Cierp-Gaud,Maison,67.0,4.0,sols,258.0,2022,9
215000.0,31440,Cierp-Gaud,Maison,91.0,4.0,sols,494.0,2022,10
418000.0,31440,Cierp-Gaud,Maison,300.0,7.0,jardins,573.0,2022,10
96520.0,31440,Cierp-Gaud,Maison,58.0,2.0,jardins,270.0,2022,11
170000.0,31440,Cierp-Gaud,Maison,60.0,3.0,sols,224.0,2022,10
1.0,31800,Saux-et-Pomarède,Maison,78.0,4.0,None,0.0,2023,9
197000.0,31800,Saux-et-Pomarède,Maison,117.0,4.0,sols,549.0,2023,9
1021800.0,31320,Vieille-Toulouse,Maison,220.0,6.0,terrains d'agrément,3003.0,2023,1
964200.0,31320,Vieille-Toulouse,Maison,188.0,5.0,terrains d'agrément,2604.0,2023,1
833500.0,31320,Vieille-Toulouse,Maison,231.0,7.0,sols,1127.0,2023,2
510000.0,31320,Vieille-Toulouse,Maison,127.0,5.0,landes,4488.0,2023,4
145000.0,31320,Vieille-Toulouse,Maison,118.0,4.0,sols,2280.0,2023,5
458500.0,31320,Vieille-Toulouse,Maison,118.0,4.0,sols,1000.0,2023,10
378000.0,31320,Vieille-Toulouse,Maison,94.0,5.0,sols,1198.0,2023,10
270000.0,31360,Arnaud-Guilhem,Maison,174.0,6.0,sols,500.0,2023,8
478000.0,31360,Arnaud-Guilhem,Maison,303.0,7.0,sols,5375.0,2023,8
122000.0,31360,Arnaud-Guilhem,Maison,72.0,3.0,sols,1220.0,2023,11
160000.0,31360,Arnaud-Guilhem,Maison,83.0,5.0,sols,765.0,2023,12
420570.0,31460,Vendine,Maison,150.0,6.0,terrains d'agrément,6640.0,2022,7
245000.0,31460,Vendine,Maison,97.0,5.0,terres,3882.0,2022,7
139115.0,31110,Cazarilh-Laspènes,Maison,50.0,2.0,sols,260.0,2023,5
374290.0,31190,Lagrâce-Dieu,Maison,120.0,6.0,sols,381.0,2022,3
307270.0,31190,Lagrâce-Dieu,Maison,100.0,4.0,terrains d'agrément,977.0,2022,5
165500.0,31190,Lagrâce-Dieu,Maison,95.0,3.0,sols,211.0,2022,7
216000.0,31190,Lagrâce-Dieu,Maison,106.0,5.0,sols,607.0,2022,8
147000.0,31190,Lagrâce-Dieu,Maison,76.0,2.0,sols,95.0,2022,9
280000.0,31190,Lagrâce-Dieu,Maison,95.0,3.0,sols,150.0,2022,11
101400.0,31160,Moncaup,Maison,110.0,3.0,sols,350.0,2023,2
36500.0,31160,Moncaup,Maison,82.0,5.0,sols,320.0,2023,9
109678.0,31430,Lussan-Adeilhac,Maison,188.0,6.0,sols,1746.0,2022,2
549600.0,31430,Lussan-Adeilhac,Maison,200.0,6.0,sols,3620.0,2022,6
306000.0,31430,Lussan-Adeilhac,Maison,158.0,4.0,terrains d'agrément,3995.0,2022,8
216000.0,31430,Lussan-Adeilhac,Maison,140.0,5.0,sols,1550.0,2022,8
256800.0,31430,Lussan-Adeilhac,Maison,120.0,3.0,sols,2080.0,2022,9
234300.0,31430,Lussan-Adeilhac,Maison,111.0,5.0,sols,1960.0,2022,10
115000.0,31360,Saint-Médard,Maison,105.0,5.0,sols,451.0,2022,4
181900.0,31360,Saint-Médard,Maison,116.0,3.0,terrains d'agrément,1078.0,2022,6
333900.0,31460,Loubens-Lauragais,Maison,98.0,4.0,sols,1000.0,2023,7
544000.0,31460,Loubens-Lauragais,Maison,215.0,6.0,sols,3882.0,2023,8
227500.0,31460,Loubens-Lauragais,Maison,118.0,4.0,terrains a bâtir,2350.0,2023,8
77000.0,31460,Loubens-Lauragais,Maison,88.0,5.0,prés,1593.0,2023,10
262873.0,31530,Lasserre-Pradère,Maison,89.0,4.0,sols,258.0,2023,1
292500.0,31530,Lasserre-Pradère,Maison,100.0,4.0,sols,702.0,2023,1
310000.0,31530,Lasserre-Pradère,Maison,107.0,5.0,jardins,527.0,2023,1
452150.0,31530,Lasserre-Pradère,Maison,134.0,8.0,sols,924.0,2023,1
246300.0,31530,Lasserre-Pradère,Maison,82.0,4.0,terrains a bâtir,433.0,2023,2
180000.0,31530,Lasserre-Pradère,Maison,45.0,1.0,sols,222.0,2023,2
310800.0,31530,Lasserre-Pradère,Maison,117.0,4.0,sols,650.0,2023,2
247000.0,31530,Lasserre-Pradère,Maison,92.0,3.0,sols,1291.0,2023,4
122020.0,31530,Lasserre-Pradère,Maison,45.0,1.0,sols,90.0,2023,5
80000.0,31530,Lasserre-Pradère,Maison,49.0,3.0,sols,117.0,2023,6
348800.0,31530,Lasserre-Pradère,Maison,115.0,5.0,landes,1629.0,2023,7
373210.0,31530,Lasserre-Pradère,Maison,112.0,5.0,sols,390.0,2023,7
570000.0,31530,Lasserre-Pradère,Maison,225.0,5.0,sols,1757.0,2023,7
428000.0,31530,Lasserre-Pradère,Maison,213.0,7.0,sols,913.0,2023,8
332400.0,31530,Lasserre-Pradère,Maison,187.0,5.0,terrains d'agrément,1349.0,2023,9
430300.0,31530,Lasserre-Pradère,Maison,186.0,6.0,sols,1000.0,2023,10
345440.0,31530,Lasserre-Pradère,Maison,110.0,4.0,sols,714.0,2023,10
218000.0,31530,Lasserre-Pradère,Maison,50.0,3.0,sols,672.0,2023,11
328050.0,31530,Lasserre-Pradère,Maison,110.0,5.0,sols,717.0,2023,11
333000.0,31530,Lasserre-Pradère,Maison,113.0,4.0,sols,391.0,2023,12
140000.0,31220,Martres-Tolosane,Maison,82.0,4.0,sols,1074.0,2022,1
210000.0,31220,Martres-Tolosane,Maison,100.0,4.0,sols,1059.0,2022,1
47000.0,31220,Martres-Tolosane,Maison,138.0,5.0,None,0.0,2022,2
110000.0,31220,Martres-Tolosane,Maison,21.0,1.0,sols,630.0,2022,1
202350.0,31220,Martres-Tolosane,Maison,67.0,4.0,sols,1036.0,2022,1
220000.0,31220,Martres-Tolosane,Maison,80.0,4.0,sols,136.0,2022,2
150000.0,31220,Martres-Tolosane,Maison,200.0,4.0,sols,416.0,2022,2
148000.0,31220,Martres-Tolosane,Maison,80.0,4.0,sols,81.0,2022,2
110000.0,31220,Martres-Tolosane,Maison,49.0,2.0,sols,96.0,2022,2
80000.0,31220,Martres-Tolosane,Maison,101.0,4.0,sols,803.0,2022,2
105000.0,31220,Martres-Tolosane,Maison,100.0,5.0,sols,1000.0,2022,3
248000.0,31220,Martres-Tolosane,Maison,90.0,3.0,terrains d'agrément,1373.0,2022,3
130000.0,31220,Martres-Tolosane,Maison,95.0,4.0,sols,554.0,2022,3
214500.0,31220,Martres-Tolosane,Maison,164.0,5.0,sols,190.0,2022,3
90000.0,31220,Martres-Tolosane,Maison,90.0,4.0,sols,692.0,2022,4
191670.0,31220,Martres-Tolosane,Maison,140.0,6.0,None,0.0,2022,6
90000.0,31220,Martres-Tolosane,Maison,60.0,3.0,sols,129.0,2022,6
84000.0,31220,Martres-Tolosane,Maison,58.0,3.0,sols,127.0,2022,6
170000.0,31220,Martres-Tolosane,Maison,60.0,4.0,sols,373.0,2022,7
184000.0,31220,Martres-Tolosane,Maison,74.0,3.0,sols,500.0,2022,8
270000.0,31220,Martres-Tolosane,Maison,118.0,4.0,sols,810.0,2022,9
248000.0,31220,Martres-Tolosane,Maison,88.0,4.0,sols,849.0,2022,9
52000.0,31220,Martres-Tolosane,Maison,60.0,3.0,sols,121.0,2022,10
260000.0,31220,Martres-Tolosane,Maison,112.0,4.0,sols,1285.0,2022,9
201000.0,31220,Martres-Tolosane,Maison,154.0,4.0,sols,2005.0,2022,10
230000.0,31220,Martres-Tolosane,Maison,98.0,4.0,sols,860.0,2022,10
180000.0,31220,Martres-Tolosane,Maison,84.0,4.0,sols,260.0,2022,10
82000.0,31220,Martres-Tolosane,Maison,52.0,3.0,sols,41.0,2022,12
248000.0,31190,Puydaniel,Maison,92.0,4.0,sols,528.0,2022,5
268000.0,31190,Puydaniel,Maison,88.0,4.0,sols,1370.0,2022,6
46000.0,31190,Puydaniel,Maison,54.0,3.0,sols,72.0,2022,7
240000.0,31190,Puydaniel,Maison,142.0,4.0,terres,5817.0,2022,5
70000.0,31190,Puydaniel,Maison,140.0,4.0,sols,200.0,2022,7
240000.0,31190,Puydaniel,Maison,89.0,4.0,sols,572.0,2022,7
215000.0,31360,Boussens,Maison,71.0,4.0,sols,737.0,2023,1
95000.0,31360,Boussens,Maison,110.0,3.0,sols,1305.0,2023,4
134000.0,31360,Boussens,Maison,73.0,3.0,sols,1458.0,2023,6
87000.0,31360,Boussens,Maison,83.0,5.0,sols,120.0,2023,7
140000.0,31360,Boussens,Maison,52.0,3.0,terres,737.0,2023,8
155000.0,31360,Boussens,Maison,78.0,3.0,sols,591.0,2023,9
216800.0,31360,Boussens,Maison,96.0,4.0,sols,1042.0,2023,12
234000.0,31360,Boussens,Maison,105.0,4.0,sols,805.0,2023,12
182500.0,31420,Peyrouzet,Maison,100.0,4.0,terrains d'agrément,1795.0,2023,2
337000.0,31420,Peyrouzet,Maison,95.0,4.0,prés,2187.0,2023,2
233000.0,31370,Sajas,Maison,89.0,4.0,sols,1000.0,2022,3
197000.0,31480,Pelleport,Maison,99.0,1.0,terres,1241.0,2022,1
309700.0,31480,Pelleport,Maison,135.0,5.0,prés,1528.0,2022,4
621865.0,31480,Pelleport,Maison,126.0,4.0,sols,2852.0,2022,6
200000.0,31480,Pelleport,Maison,107.0,4.0,sols,1000.0,2022,6
168000.0,31480,Pelleport,Maison,95.0,3.0,sols,101.0,2022,8
288300.0,31480,Pelleport,Maison,94.0,5.0,jardins,543.0,2022,8
265000.0,31480,Pelleport,Maison,100.0,5.0,sols,767.0,2022,9
165000.0,31480,Pelleport,Maison,81.0,5.0,terres,378.0,2022,9
27500.0,31480,Pelleport,Maison,55.0,2.0,sols,437.0,2022,9
100000.0,31480,Pelleport,Maison,81.0,4.0,sols,600.0,2022,9
249000.0,31480,Pelleport,Maison,91.0,4.0,sols,1000.0,2022,11
342500.0,31480,Pelleport,Maison,252.0,7.0,jardins,833.0,2022,12
523000.0,31480,Pelleport,Maison,136.0,5.0,sols,3850.0,2022,12
110000.0,31430,Polastron,Maison,53.0,2.0,jardins,3800.0,2023,3
352150.0,31430,Polastron,Maison,125.0,4.0,sols,1190.0,2023,5
125000.0,31110,Cirès,Maison,142.0,2.0,sols,94.0,2022,4
120000.0,31360,Proupiary,Maison,168.0,4.0,sols,902.0,2023,3
163000.0,31360,Proupiary,Maison,120.0,4.0,sols,1752.0,2023,3
224300.0,31350,Saint-Lary-Boujean,Maison,150.0,3.0,sols,2962.0,2022,11
280000.0,31420,Boussan,Maison,271.0,6.0,sols,10000.0,2023,4
186000.0,31420,Boussan,Maison,106.0,5.0,sols,426.0,2023,7
271000.0,31420,Boussan,Maison,80.0,2.0,landes,917.0,2023,11
300230.0,31230,Montesquieu-Guittaut,Maison,121.0,4.0,sols,4030.0,2022,2
235000.0,31210,Gourdan-Polignan,Maison,200.0,6.0,sols,603.0,2023,2
177300.0,31210,Gourdan-Polignan,Maison,170.0,4.0,sols,880.0,2023,2
85800.0,31210,Gourdan-Polignan,Maison,66.0,3.0,sols,266.0,2023,3
25000.0,31210,Gourdan-Polignan,Maison,100.0,4.0,sols,328.0,2023,4
100000.0,31210,Gourdan-Polignan,Maison,73.0,3.0,sols,630.0,2023,4
200000.0,31210,Gourdan-Polignan,Maison,80.0,4.0,sols,620.0,2023,4
191500.0,31210,Gourdan-Polignan,Maison,111.0,5.0,sols,423.0,2023,5
